s,Pa,m/s,,s
Time,"pres","error","iter","cpu"
 4.8665957E-001, 4.6093472E-002, 2.7755576E-017, 1.0000000E+000, 3.2175711E+002
 4.8805603E-001, 4.6020673E-002, 2.7755576E-017, 1.0000000E+000, 3.2358310E+002
 4.9015071E-001, 4.5947758E-002, 2.7755576E-017, 1.0000000E+000, 3.2541118E+002
 4.9224540E-001, 4.5860126E-002, 2.7755576E-017, 1.0000000E+000, 3.2751868E+002
 4.9434008E-001, 4.5772343E-002, 2.7755576E-017, 1.0000000E+000, 3.2960442E+002
 4.9643477E-001, 4.5684412E-002, 3.7007434E-017, 1.0000000E+000, 3.3166877E+002
 4.9852945E-001, 4.5596335E-002, 2.7755576E-017, 1.0000000E+000, 3.3375107E+002
 5.0062414E-001, 4.5508114E-002, 2.7755576E-017, 1.0000000E+000, 3.3581288E+002
 5.0202060E-001, 4.5434490E-002, 2.7755576E-017, 1.0000000E+000, 3.3763735E+002
 5.0411528E-001, 4.5360764E-002, 2.7755576E-017, 1.0000000E+000, 3.3947631E+002
 5.0620997E-001, 4.5272168E-002, 2.7755576E-017, 1.0000000E+000, 3.4153970E+002
 5.0830465E-001, 4.5183437E-002, 2.7755576E-017, 1.0000000E+000, 3.4366099E+002
 5.1039934E-001, 4.5094571E-002, 2.7755576E-017, 1.0000000E+000, 3.4578158E+002
 5.1249402E-001, 4.5005573E-002, 2.7755576E-017, 1.0000000E+000, 3.4786286E+002
 5.1458871E-001, 4.4916446E-002, 2.7755576E-017, 1.0000000E+000, 3.4993768E+002
 5.1668339E-001, 4.4827190E-002, 2.7755576E-017, 1.0000000E+000, 3.5201949E+002
 5.1807985E-001, 4.4752717E-002, 2.7755576E-017, 1.0000000E+000, 3.5383068E+002
 5.2017453E-001, 4.4678152E-002, 2.7755576E-017, 1.0000000E+000, 3.5565233E+002
 5.2226922E-001, 4.4588566E-002, 3.7007434E-017, 1.0000000E+000, 3.5785374E+002
 5.2436391E-001, 4.4498860E-002, 2.7755576E-017, 1.0000000E+000, 3.6008082E+002
 5.2645859E-001, 4.4409035E-002, 2.7755576E-017, 1.0000000E+000, 3.6220656E+002
 5.2855328E-001, 4.4319095E-002, 2.7755576E-017, 1.0000000E+000, 3.6426946E+002
 5.3064796E-001, 4.4229041E-002, 2.7755576E-017, 1.0000000E+000, 3.6670400E+002
 5.3204442E-001, 4.4153913E-002, 2.7755576E-017, 1.0000000E+000, 3.6852161E+002
 5.3413910E-001, 4.4078704E-002, 4.6259293E-017, 1.0000000E+000, 3.7037205E+002
 5.3623379E-001, 4.3988356E-002, 2.7755576E-017, 1.0000000E+000, 3.7245394E+002
 5.3832847E-001, 4.3897903E-002, 2.7755576E-017, 1.0000000E+000, 3.7452075E+002
 5.4042316E-001, 4.3807345E-002, 3.7007434E-017, 1.0000000E+000, 3.7660622E+002
 5.4251784E-001, 4.3716686E-002, 3.7007434E-017, 1.0000000E+000, 3.7867009E+002
 5.4461253E-001, 4.3625926E-002, 3.7007434E-017, 1.0000000E+000, 3.8084291E+002
 5.4600899E-001, 4.3550221E-002, 2.7755576E-017, 1.0000000E+000, 3.8273421E+002
 5.4810367E-001, 4.3474445E-002, 2.7755576E-017, 1.0000000E+000, 3.8454994E+002
 5.5019836E-001, 4.3383430E-002, 3.7007434E-017, 1.0000000E+000, 3.8663257E+002
