s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 2.9290248E-001, 5.3071408E-002, 7.5598706E-005, 1.0000000E+000, 5.9984375E+002, 1.0000000E+001, 9.1593200E-009, 8.0558659E-002
 2.9503936E-001, 5.3004810E-002, 7.6465655E-005, 1.0000000E+000, 6.0769706E+002, 1.0000000E+001, 9.2637210E-009, 8.0557870E-002
 2.9610779E-001, 5.2954631E-002, 7.7117562E-005, 1.0000000E+000, 6.1374652E+002, 1.0000000E+001, 9.3422272E-009, 8.0557290E-002
 2.9824467E-001, 5.2904223E-002, 7.7771153E-005, 1.0000000E+000, 6.1978614E+002, 1.0000000E+001, 9.4209383E-009, 8.0556722E-002
 3.0038155E-001, 5.2836708E-002, 7.8644826E-005, 1.0000000E+000, 6.2768170E+002, 1.0000000E+001, 9.5261570E-009, 8.0555979E-002
 3.0251842E-001, 5.2768831E-002, 7.9521123E-005, 1.0000000E+000, 6.3558774E+002, 1.0000000E+001, 9.6316964E-009, 8.0555257E-002
 3.0465530E-001, 5.2700593E-002, 8.0399986E-005, 1.0000000E+000, 6.4353473E+002, 1.0000000E+001, 9.7375504E-009, 8.0554554E-002
 3.0679218E-001, 5.2631996E-002, 8.1281351E-005, 1.0000000E+000, 6.5146424E+002, 1.0000000E+001, 9.8437120E-009, 8.0553871E-002
 3.0892905E-001, 5.2563043E-002, 8.2165153E-005, 1.0000000E+000, 6.5940116E+002, 1.0000000E+001, 9.9501737E-009, 8.0553209E-002
 3.1106593E-001, 5.2493737E-002, 8.3051329E-005, 1.0000000E+000, 6.6739188E+002, 1.1000000E+001, 4.2474818E-009, 9.3647537E-002
 3.1213437E-001, 5.2441537E-002, 8.3717412E-005, 1.0000000E+000, 6.7350104E+002, 1.1000000E+001, 4.2818596E-009, 9.3648009E-002
 3.1427125E-001, 5.2389118E-002, 8.4384919E-005, 1.0000000E+000, 6.7963193E+002, 1.1000000E+001, 4.3163360E-009, 9.3648525E-002
 3.1640812E-001, 5.2318936E-002, 8.5276792E-005, 1.0000000E+000, 6.8761212E+002, 1.1000000E+001, 4.3624350E-009, 9.3649272E-002
 3.1854500E-001, 5.2248408E-002, 8.6170867E-005, 1.0000000E+000, 6.9560379E+002, 1.1000000E+001, 4.4086894E-009, 9.3650087E-002
 3.2057356E-001, 5.2190955E-002, 8.2927593E-005, 1.0000000E+000, 7.0433178E+002, 1.1000000E+001, 4.4570452E-009, 9.3649173E-002
 3.2249381E-001, 5.2122354E-002, 7.8955760E-005, 1.0000000E+000, 7.1335092E+002, 1.1000000E+001, 4.4963097E-009, 9.3651748E-002
 3.2441405E-001, 5.2057984E-002, 7.9682656E-005, 1.0000000E+000, 7.2135419E+002, 1.1000000E+001, 4.5382786E-009, 9.3652680E-002
 3.2633430E-001, 5.1993492E-002, 8.0412379E-005, 1.0000000E+000, 7.2935495E+002, 1.1000000E+001, 4.5804278E-009, 9.3653631E-002
 3.2825455E-001, 5.1928729E-002, 8.1143347E-005, 1.0000000E+000, 7.3737445E+002, 1.1000000E+001, 4.6226848E-009, 9.3654635E-002
 3.3017479E-001, 5.1863697E-002, 8.1875544E-005, 1.0000000E+000, 7.4542722E+002, 1.1000000E+001, 4.6650490E-009, 9.3655690E-002
 3.3209504E-001, 5.1798397E-002, 8.2608985E-005, 1.0000000E+000, 7.5345649E+002, 1.1000000E+001, 4.7075214E-009, 9.3656796E-002
 3.3401528E-001, 5.1732830E-002, 8.3343705E-005, 1.0000000E+000, 7.6148938E+002, 1.1000000E+001, 4.7501045E-009, 9.3657952E-002
 3.3689565E-001, 5.1650487E-002, 8.4264040E-005, 1.0000000E+000, 7.7139278E+002, 1.1000000E+001, 4.8035000E-009, 9.3659471E-002
 3.3881590E-001, 5.1567761E-002, 8.5186378E-005, 1.0000000E+000, 7.8129270E+002, 1.1000000E+001, 4.8570673E-009, 9.3661064E-002
 3.4073615E-001, 5.1501276E-002, 8.5925886E-005, 1.0000000E+000, 7.8933564E+002, 1.1000000E+001, 4.9000615E-009, 9.3662398E-002
