m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,kg/m/s
-3.2812500E-001, 5.4843409E-001, 2.1875000E-002, 2.2691728E-001,-3.2812500E-001, 6.5736482E-005,-3.2812500E-001, 3.4347689E-001, 2.1875000E-002, 6.2424866E-001, 1.7187500E-001, 1.8384882E+000, 1.7187500E-001, 1.9645754E-001, 1.7187500E-001, 7.4346831E-005
-3.2187500E-001, 5.5369916E-001, 2.8125000E-002, 2.6655177E-001,-3.2187500E-001, 6.5634536E-005,-3.2187500E-001, 3.4567491E-001, 2.8125000E-002, 6.2738131E-001, 1.7812500E-001, 1.8210294E+000, 1.7812500E-001, 1.9032674E-001, 1.7812500E-001, 7.1610860E-005
-3.1562500E-001, 5.5804610E-001, 3.4375000E-002, 3.0085331E-001,-3.1562500E-001, 6.5685629E-005,-3.1562500E-001, 3.4668043E-001, 3.4375000E-002, 6.2162517E-001, 1.8437500E-001, 1.8047677E+000, 1.8437500E-001, 1.8226516E-001, 1.8437500E-001, 6.8817724E-005
-3.0937500E-001, 5.6453734E-001, 4.0625000E-002, 3.4154788E-001,-3.0937500E-001, 6.5304694E-005,-3.0937500E-001, 3.4540597E-001, 4.0625000E-002, 6.2561718E-001, 1.9062500E-001, 1.7852024E+000, 1.9062500E-001, 1.7952333E-001, 1.9062500E-001, 6.5622698E-005
-3.0312500E-001, 5.7103841E-001, 4.6875000E-002, 3.4917164E-001,-3.0312500E-001, 6.4591807E-005,-3.0312500E-001, 3.4530399E-001, 4.6875000E-002, 6.1677824E-001, 1.9687500E-001, 1.7663783E+000, 1.9687500E-001, 1.7893274E-001, 1.9687500E-001, 6.3384909E-005
-2.9687500E-001, 5.7580537E-001,NaN,NaN,-2.9687500E-001, 6.4983064E-005,-2.9687500E-001, 3.4730632E-001,NaN,NaN, 2.0312500E-001, 1.7475051E+000, 2.0312500E-001, 1.7844292E-001, 2.0312500E-001, 6.1061005E-005
-2.9062500E-001, 5.8276173E-001,NaN,NaN,-2.9062500E-001, 6.4662267E-005,-2.9062500E-001, 3.4526473E-001,NaN,NaN, 2.0937500E-001, 1.7320833E+000, 2.0937500E-001, 1.7933109E-001, 2.0937500E-001, 5.9509207E-005
-2.8437500E-001, 5.8884097E-001,NaN,NaN,-2.8437500E-001, 6.4540115E-005,-2.8437500E-001, 3.4370283E-001,NaN,NaN, 2.1562500E-001, 1.7160390E+000, 2.1562500E-001, 1.8328740E-001, 2.1562500E-001, 5.8794216E-005
-2.7812500E-001, 5.9221317E-001,NaN,NaN,-2.7812500E-001, 6.5758360E-005,-2.7812500E-001, 3.4254972E-001,NaN,NaN, 2.2187500E-001, 1.7004332E+000, 2.2187500E-001, 1.8183825E-001, 2.2187500E-001, 5.7584124E-005
-2.7187500E-001, 5.9394119E-001,NaN,NaN,-2.7187500E-001, 6.5378018E-005,-2.7187500E-001, 3.4215345E-001,NaN,NaN, 2.2812500E-001, 1.6883065E+000, 2.2812500E-001, 1.8266617E-001, 2.2812500E-001, 5.6945815E-005
-2.6562500E-001, 5.9578323E-001,NaN,NaN,-2.6562500E-001, 6.5147352E-005,-2.6562500E-001, 3.4036998E-001,NaN,NaN, 2.3437500E-001, 1.6776553E+000, 2.3437500E-001, 1.8530590E-001, 2.3437500E-001, 5.6722027E-005
-2.5937500E-001, 5.9750189E-001,NaN,NaN,-2.5937500E-001, 6.4390011E-005,-2.5937500E-001, 3.3758043E-001,NaN,NaN, 2.4062500E-001, 1.6668681E+000, 2.4062500E-001, 1.8426133E-001, 2.4062500E-001, 5.6690364E-005
-2.5312500E-001, 6.0327066E-001,NaN,NaN,-2.5312500E-001, 6.3857458E-005,-2.5312500E-001, 3.3163784E-001,NaN,NaN, 2.4687500E-001, 1.6514748E+000, 2.4687500E-001, 1.8553030E-001, 2.4687500E-001, 5.6182761E-005
-2.4687500E-001, 6.0795476E-001,NaN,NaN,-2.4687500E-001, 6.4644161E-005,-2.4687500E-001, 3.2678848E-001,NaN,NaN, 2.5312500E-001, 1.6372293E+000, 2.5312500E-001, 1.8910822E-001, 2.5312500E-001, 5.6544731E-005
-2.4062500E-001, 6.1101152E-001,NaN,NaN,-2.4062500E-001, 6.4869495E-005,-2.4062500E-001, 3.2267368E-001,NaN,NaN, 2.5937500E-001, 1.6242743E+000, 2.5937500E-001, 1.9346633E-001, 2.5937500E-001, 5.7125209E-005
-2.3437500E-001, 6.1268919E-001,NaN,NaN,-2.3437500E-001, 6.5194703E-005,-2.3437500E-001, 3.1848207E-001,NaN,NaN, 2.6562500E-001, 1.6101665E+000, 2.6562500E-001, 1.9708407E-001, 2.6562500E-001, 5.7927956E-005
-2.2812500E-001, 6.1042399E-001,NaN,NaN,-2.2812500E-001, 6.5050824E-005,-2.2812500E-001, 3.1736341E-001,NaN,NaN, 2.7187500E-001, 1.5856176E+000, 2.7187500E-001, 1.9983823E-001, 2.7187500E-001, 5.8646724E-005
-2.2187500E-001, 6.0650751E-001,NaN,NaN,-2.2187500E-001, 6.5006160E-005,-2.2187500E-001, 3.1536810E-001,NaN,NaN, 2.7812500E-001, 1.5592928E+000, 2.7812500E-001, 1.9964826E-001, 2.7812500E-001, 5.8842812E-005
-2.1562500E-001, 6.0032635E-001,NaN,NaN,-2.1562500E-001, 6.5522989E-005,-2.1562500E-001, 3.1238734E-001,NaN,NaN, 2.8437500E-001, 1.5180559E+000, 2.8437500E-001, 2.0188983E-001, 2.8437500E-001, 5.9767631E-005
-2.0937500E-001, 5.9022386E-001,NaN,NaN,-2.0937500E-001, 6.5438621E-005,-2.0937500E-001, 3.1554027E-001,NaN,NaN, 2.9062500E-001, 1.4567756E+000, 2.9062500E-001, 2.0520439E-001, 2.9062500E-001, 6.1715878E-005
-2.0312500E-001, 5.7857308E-001,NaN,NaN,-2.0312500E-001, 6.5260732E-005,-2.0312500E-001, 3.1784417E-001,NaN,NaN, 2.9687500E-001, 1.2889903E+000, 2.9687500E-001, 1.7778213E-001, 2.9687500E-001, 1.3730600E-004
-1.9687500E-001, 5.6824323E-001,NaN,NaN,-1.9687500E-001, 6.6024147E-005,-1.9687500E-001, 3.1805069E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.9062500E-001, 5.5788968E-001,NaN,NaN,-1.9062500E-001, 6.6490920E-005,-1.9062500E-001, 3.1837302E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.8437500E-001, 5.4104749E-001,NaN,NaN,-1.8437500E-001, 6.6528283E-005,-1.8437500E-001, 3.1838462E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.7812500E-001, 5.2697676E-001,NaN,NaN,-1.7812500E-001, 6.7283199E-005,-1.7812500E-001, 3.1954145E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.7187500E-001, 5.0581920E-001,NaN,NaN,-1.7187500E-001, 6.8150001E-005,-1.7187500E-001, 3.2120595E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.6562500E-001, 4.8264756E-001,NaN,NaN,-1.6562500E-001, 6.8995631E-005,-1.6562500E-001, 3.2653673E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.5937500E-001, 4.5310060E-001,NaN,NaN,-1.5937500E-001, 7.0673558E-005,-1.5937500E-001, 3.2820967E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.5312500E-001, 4.1710160E-001,NaN,NaN,-1.5312500E-001, 7.3442660E-005,-1.5312500E-001, 3.4205600E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.4687500E-001, 3.7710242E-001,NaN,NaN,-1.4687500E-001, 7.6030883E-005,-1.4687500E-001, 3.5001502E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.4062500E-001, 3.3812337E-001,NaN,NaN,-1.4062500E-001, 7.8937903E-005,-1.4062500E-001, 3.5362471E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.3437500E-001, 2.8543496E-001,NaN,NaN,-1.3437500E-001, 8.1310090E-005,-1.3437500E-001, 3.6119792E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.2812500E-001, 2.3089808E-001,NaN,NaN,-1.2812500E-001, 8.4789698E-005,-1.2812500E-001, 3.6758982E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.2187500E-001, 1.7461233E-001,NaN,NaN,-1.2187500E-001, 8.7355879E-005,-1.2187500E-001, 3.6238400E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.1562500E-001, 1.1538184E-001,NaN,NaN,-1.1562500E-001, 8.8669632E-005,-1.1562500E-001, 3.6420365E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.0937500E-001, 4.9268182E-002,NaN,NaN,-1.0937500E-001, 8.9622036E-005,-1.0937500E-001, 3.6018342E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.0312500E-001,-2.6145893E-002,NaN,NaN,-1.0312500E-001, 9.1273580E-005,-1.0312500E-001, 3.4689534E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.6875000E-002,-8.3770689E-002,NaN,NaN,-9.6875000E-002, 8.8833968E-005,-9.6875000E-002, 3.1955612E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.0625000E-002,-1.3133085E-001,NaN,NaN,-9.0625000E-002, 8.4633004E-005,-9.0625000E-002, 2.9404935E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-8.4375000E-002,-1.6542740E-001,NaN,NaN,-8.4375000E-002, 8.0671641E-005,-8.4375000E-002, 2.6142324E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-7.8125000E-002,-1.7696000E-001,NaN,NaN,-7.8125000E-002, 7.4335410E-005,-7.8125000E-002, 2.3078792E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-7.1875000E-002,-1.6201696E-001,NaN,NaN,-7.1875000E-002, 7.0954622E-005,-7.1875000E-002, 2.0417528E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-6.5625000E-002,-1.2727834E-001,NaN,NaN,-6.5625000E-002, 6.8866448E-005,-6.5625000E-002, 1.7047352E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-5.9375000E-002,-7.5083656E-002,NaN,NaN,-5.9375000E-002, 7.2613009E-005,-5.9375000E-002, 1.4229130E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-5.3125000E-002, 8.7662100E-008,NaN,NaN,-5.3125000E-002, 3.3264069E-005,-5.3125000E-002, 6.6251284E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-4.6875000E-002, 7.4495316E-008,NaN,NaN,-4.6875000E-002, 3.3264069E-005,-4.6875000E-002, 6.2553430E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-4.0625000E-002, 6.6519883E-008,NaN,NaN,-4.0625000E-002, 1.2000000E-005,-4.0625000E-002, 6.0978983E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-3.4375000E-002, 6.0506871E-008,NaN,NaN,-3.4375000E-002, 1.2000000E-005,-3.4375000E-002, 5.9723465E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.8125000E-002, 5.5339235E-008,NaN,NaN,-2.8125000E-002, 1.2000000E-005,-2.8125000E-002, 5.8359216E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.1875000E-002, 5.0614993E-008,NaN,NaN,-2.1875000E-002, 1.2000000E-005,-2.1875000E-002, 5.6843187E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.5625000E-002, 4.6204709E-008,NaN,NaN,-1.5625000E-002, 1.2000000E-005,-1.5625000E-002, 5.5256658E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.3750000E-003, 4.2097036E-008,NaN,NaN,-9.3750000E-003, 1.2000000E-005,-9.3750000E-003, 5.3715767E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-3.1250000E-003, 3.8337907E-008,NaN,NaN,-3.1250000E-003, 1.2000000E-005,-3.1250000E-003, 5.2331729E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1250000E-003, 3.5004744E-008,NaN,NaN, 3.1250000E-003, 1.2000000E-005, 3.1250000E-003, 5.1189370E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3750000E-003, 3.2196409E-008,NaN,NaN, 9.3750000E-003, 1.2000000E-005, 9.3750000E-003, 5.0335462E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5625000E-002, 3.0031931E-008,NaN,NaN, 1.5625000E-002, 1.2000000E-005, 1.5625000E-002, 4.9775288E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1875000E-002, 2.8656080E-008,NaN,NaN, 2.1875000E-002, 1.2000000E-005, 2.1875000E-002, 4.9477801E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8125000E-002, 2.8254660E-008,NaN,NaN, 2.8125000E-002, 1.2000000E-005, 2.8125000E-002, 4.9389703E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4375000E-002, 2.9095879E-008,NaN,NaN, 3.4375000E-002, 1.2000000E-005, 3.4375000E-002, 4.9459533E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0625000E-002, 3.1670472E-008,NaN,NaN, 4.0625000E-002, 1.2000000E-005, 4.0625000E-002, 4.9681365E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6875000E-002, 3.7251134E-008,NaN,NaN, 4.6875000E-002, 2.0115136E-005, 4.6875000E-002, 5.0224840E-006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3125000E-002,-2.9928967E-002,NaN,NaN, 5.3125000E-002, 2.0115136E-005, 5.3125000E-002, 1.3244443E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9375000E-002,-5.8153218E-002,NaN,NaN, 5.9375000E-002, 6.3239359E-005, 5.9375000E-002, 1.5779649E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5625000E-002,-8.8615402E-002,NaN,NaN, 6.5625000E-002, 6.0447538E-005, 6.5625000E-002, 1.8112582E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1875000E-002,-1.2397023E-001,NaN,NaN, 7.1875000E-002, 6.0481694E-005, 7.1875000E-002, 1.9285320E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8125000E-002,-1.5737237E-001,NaN,NaN, 7.8125000E-002, 6.2137540E-005, 7.8125000E-002, 2.0830528E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4375000E-002,-1.8550151E-001,NaN,NaN, 8.4375000E-002, 6.3302309E-005, 8.4375000E-002, 2.1376346E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0625000E-002,-2.1934089E-001,NaN,NaN, 9.0625000E-002, 6.3485758E-005, 9.0625000E-002, 2.2049494E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6875000E-002,-2.4947944E-001,NaN,NaN, 9.6875000E-002, 6.3651067E-005, 9.6875000E-002, 2.2302981E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0312500E-001,-2.7813866E-001,NaN,NaN, 1.0312500E-001, 6.3382185E-005, 1.0312500E-001, 2.2672519E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.0937500E-001,-3.0268530E-001,NaN,NaN, 1.0937500E-001, 6.3969472E-005, 1.0937500E-001, 2.2996333E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1562500E-001,-3.2491388E-001,NaN,NaN, 1.1562500E-001, 6.4600241E-005, 1.1562500E-001, 2.3416535E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2187500E-001,-3.4583165E-001,NaN,NaN, 1.2187500E-001, 6.6102575E-005, 1.2187500E-001, 2.3713368E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2812500E-001,-3.6131914E-001,NaN,NaN, 1.2812500E-001, 6.6354536E-005, 1.2812500E-001, 2.4030157E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3437500E-001,-3.8049976E-001,NaN,NaN, 1.3437500E-001, 6.6822639E-005, 1.3437500E-001, 2.4154681E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4062500E-001,-3.9797966E-001,NaN,NaN, 1.4062500E-001, 6.7760649E-005, 1.4062500E-001, 2.4596734E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4687500E-001,-4.1163487E-001,NaN,NaN, 1.4687500E-001, 6.8728247E-005, 1.4687500E-001, 2.5217974E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5312500E-001,-4.2666984E-001,NaN,NaN, 1.5312500E-001, 6.9456910E-005, 1.5312500E-001, 2.5787571E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5937500E-001,-4.4297497E-001,NaN,NaN, 1.5937500E-001, 7.0558647E-005, 1.5937500E-001, 2.5589779E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6562500E-001,-4.4975087E-001,NaN,NaN, 1.6562500E-001, 7.0472339E-005, 1.6562500E-001, 2.5921692E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7187500E-001,-4.5303303E-001,NaN,NaN, 1.7187500E-001, 7.2170164E-005, 1.7187500E-001, 2.6552067E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7812500E-001,-4.5756200E-001,NaN,NaN, 1.7812500E-001, 7.3520156E-005, 1.7812500E-001, 2.6449280E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8437500E-001,-4.6146190E-001,NaN,NaN, 1.8437500E-001, 7.4267349E-005, 1.8437500E-001, 2.6417238E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9062500E-001,-4.6393082E-001,NaN,NaN, 1.9062500E-001, 7.4948325E-005, 1.9062500E-001, 2.6377203E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9687500E-001,-4.6487775E-001,NaN,NaN, 1.9687500E-001, 7.5515277E-005, 1.9687500E-001, 2.6077879E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0312500E-001,-4.6382419E-001,NaN,NaN, 2.0312500E-001, 7.6508887E-005, 2.0312500E-001, 2.5732014E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0937500E-001,-4.5769608E-001,NaN,NaN, 2.0937500E-001, 7.6699983E-005, 2.0937500E-001, 2.5615809E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1562500E-001,-4.4999211E-001,NaN,NaN, 2.1562500E-001, 7.6764718E-005, 2.1562500E-001, 2.6062105E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.2187500E-001,-4.4703880E-001,NaN,NaN, 2.2187500E-001, 7.6701561E-005, 2.2187500E-001, 2.6001377E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.2812500E-001,-4.4009828E-001,NaN,NaN, 2.2812500E-001, 7.7337926E-005, 2.2812500E-001, 2.5926508E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3437500E-001,-4.2981787E-001,NaN,NaN, 2.3437500E-001, 7.7207193E-005, 2.3437500E-001, 2.6148712E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.4062500E-001,-4.2439368E-001,NaN,NaN, 2.4062500E-001, 7.7122847E-005, 2.4062500E-001, 2.5911593E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.4687500E-001,-4.1900593E-001,NaN,NaN, 2.4687500E-001, 7.6997212E-005, 2.4687500E-001, 2.5915214E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5312500E-001,-4.0419651E-001,NaN,NaN, 2.5312500E-001, 7.6615416E-005, 2.5312500E-001, 2.6506133E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5937500E-001,-3.9296024E-001,NaN,NaN, 2.5937500E-001, 7.7484097E-005, 2.5937500E-001, 2.6827401E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6562500E-001,-3.7879093E-001,NaN,NaN, 2.6562500E-001, 7.7395123E-005, 2.6562500E-001, 2.7249237E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7187500E-001,-3.6827021E-001,NaN,NaN, 2.7187500E-001, 7.8556450E-005, 2.7187500E-001, 2.7569330E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7812500E-001,-3.6115059E-001,NaN,NaN, 2.7812500E-001, 7.7037443E-005, 2.7812500E-001, 2.7291435E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8437500E-001,-3.4378987E-001,NaN,NaN, 2.8437500E-001, 7.8088504E-005, 2.8437500E-001, 2.7744259E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9062500E-001,-3.2416754E-001,NaN,NaN, 2.9062500E-001, 7.9357475E-005, 2.9062500E-001, 2.8000990E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9687500E-001,-3.1231671E-001,NaN,NaN, 2.9687500E-001, 7.8868357E-005, 2.9687500E-001, 2.7553627E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.0312500E-001,-3.0361654E-001,NaN,NaN, 3.0312500E-001, 7.8643370E-005, 3.0312500E-001, 2.7744261E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.0937500E-001,-2.8778880E-001,NaN,NaN, 3.0937500E-001, 7.9010934E-005, 3.0937500E-001, 2.8454189E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1562500E-001,-2.6314799E-001,NaN,NaN, 3.1562500E-001, 8.0461630E-005, 3.1562500E-001, 2.9338560E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2187500E-001,-2.4543321E-001,NaN,NaN, 3.2187500E-001, 8.1069137E-005, 3.2187500E-001, 3.0018030E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2812500E-001,-2.3134295E-001,NaN,NaN, 3.2812500E-001, 8.1066343E-005, 3.2812500E-001, 3.0738766E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3437500E-001,-2.1157415E-001,NaN,NaN, 3.3437500E-001, 8.2764472E-005, 3.3437500E-001, 3.0839334E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4062500E-001,-1.9381346E-001,NaN,NaN, 3.4062500E-001, 8.4164471E-005, 3.4062500E-001, 3.0587353E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4687500E-001,-1.7207948E-001,NaN,NaN, 3.4687500E-001, 8.2120634E-005, 3.4687500E-001, 3.0963937E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5312500E-001,-1.5009881E-001,NaN,NaN, 3.5312500E-001, 8.3799179E-005, 3.5312500E-001, 3.1181893E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5937500E-001,-1.2668197E-001,NaN,NaN, 3.5937500E-001, 8.2424092E-005, 3.5937500E-001, 3.0646866E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
