,,s,s,s
   7300,2020-06-26T16:35:21.408+02:00,   0.960E-02,  69.55087,3721.68761
   7400,2020-06-26T16:35:33.108+02:00,   0.960E-02,  70.51126,3768.29715
   7500,2020-06-26T16:35:45.221+02:00,   0.960E-02,  71.47165,3816.52704
   7600,2020-06-26T16:35:58.309+02:00,   0.960E-02,  72.43203,3868.52556
   7700,2020-06-26T16:36:09.484+02:00,   0.960E-02,  73.39242,3912.96146
   7800,2020-06-26T16:36:20.578+02:00,   0.944E-02,  74.39265,3957.15182
   7900,2020-06-26T16:36:31.309+02:00,   0.933E-02,  75.30868,3999.93057
   8000,2020-06-26T16:36:44.012+02:00,   0.909E-02,  76.22993,4050.42984
   8100,2020-06-26T16:36:55.722+02:00,   0.887E-02,  77.11019,4097.14877
   8200,2020-06-26T16:37:06.961+02:00,   0.928E-02,  78.03270,4141.78577
   8300,2020-06-26T16:37:18.940+02:00,   0.928E-02,  78.96021,4189.50295
   8400,2020-06-26T16:37:29.469+02:00,   0.928E-02,  79.88771,4231.45201
   8500,2020-06-26T16:37:42.748+02:00,   0.917E-02,  80.82841,4284.20249
   8600,2020-06-26T16:37:54.660+02:00,   0.917E-02,  81.74492,4331.64935
   8700,2020-06-26T16:38:05.941+02:00,   0.917E-02,  82.66143,4376.59218
   8800,2020-06-26T16:38:22.998+02:00,   0.899E-02,  83.61785,4444.57991
   8900,2020-06-26T16:38:34.655+02:00,   0.899E-02,  84.51683,4490.86350
   9000,2020-06-26T16:38:45.554+02:00,   0.899E-02,  85.41581,4534.24107
   9100,2020-06-26T16:38:57.616+02:00,   0.882E-02,  86.34034,4582.28069
   9200,2020-06-26T16:39:07.922+02:00,   0.865E-02,  87.24355,4623.30511
   9300,2020-06-26T16:39:19.831+02:00,   0.854E-02,  88.17516,4670.64777
   9400,2020-06-26T16:39:30.578+02:00,   0.940E-02,  89.08159,4713.42663
   9500,2020-06-26T16:39:42.609+02:00,   0.940E-02,  90.02133,4761.27354
   9600,2020-06-26T16:39:55.313+02:00,   0.988E-02,  90.94191,4811.83275
   9700,2020-06-26T16:40:10.518+02:00,   0.866E-02,  91.85128,4872.32454
   9800,2020-06-26T16:40:21.731+02:00,   0.952E-02,  92.75330,4916.97517
   9900,2020-06-26T16:40:33.555+02:00,   0.952E-02,  93.70554,4964.05919
  10000,2020-06-26T16:40:45.523+02:00,   0.952E-02,  94.65777,5011.64869
  10100,2020-06-26T16:40:56.389+02:00,   0.952E-02,  95.61001,5054.87843
  10200,2020-06-26T16:41:07.595+02:00,   0.952E-02,  96.56225,5099.46414
  10300,2020-06-26T16:41:19.294+02:00,   0.952E-02,  97.51448,5146.05243
  10400,2020-06-26T16:41:31.049+02:00,   0.952E-02,  98.46672,5192.94535
  10500,2020-06-26T16:41:50.691+02:00,   0.952E-02,  99.41895,5271.10935
  10562,2020-06-26T16:42:07.292+02:00,   0.185E-03, 100.00000,5337.28536
