,,s,s,s
  16000,2020-06-26T19:27:29.821+02:00,   0.133E-02,  29.97914,**********
  16100,2020-06-26T19:28:35.127+02:00,   0.177E-02,  30.14456,**********
  16200,2020-06-26T19:29:43.850+02:00,   0.145E-02,  30.30978,**********
  16300,2020-06-26T19:30:53.347+02:00,   0.183E-02,  30.47396,**********
  16400,2020-06-26T19:32:04.466+02:00,   0.196E-02,  30.66381,**********
  16500,2020-06-26T19:33:17.257+02:00,   0.190E-02,  30.84886,**********
  16600,2020-06-26T19:34:30.446+02:00,   0.200E-02,  31.04080,**********
  16700,2020-06-26T19:35:39.075+02:00,   0.192E-02,  31.22053,**********
  16800,2020-06-26T19:36:48.858+02:00,   0.177E-02,  31.40268,**********
  16900,2020-06-26T19:38:01.516+02:00,   0.188E-02,  31.57971,**********
  17000,2020-06-26T19:39:13.678+02:00,   0.188E-02,  31.76767,**********
  17100,2020-06-26T19:40:23.759+02:00,   0.188E-02,  31.95562,**********
  17200,2020-06-26T19:41:32.565+02:00,   0.178E-02,  32.13220,**********
  17300,2020-06-26T19:42:42.724+02:00,   0.191E-02,  32.31156,**********
  17400,2020-06-26T19:43:52.523+02:00,   0.188E-02,  32.49341,**********
  17500,2020-06-26T19:45:03.175+02:00,   0.180E-02,  32.67932,**********
  17600,2020-06-26T19:46:12.818+02:00,   0.186E-02,  32.86978,**********
  17700,2020-06-26T19:47:22.968+02:00,   0.186E-02,  33.05118,**********
  17800,2020-06-26T19:48:31.687+02:00,   0.174E-02,  33.20976,**********
  17900,2020-06-26T19:49:39.494+02:00,   0.171E-02,  33.38107,**********
  18000,2020-06-26T19:50:48.368+02:00,   0.185E-02,  33.55262,**********
  18100,2020-06-26T19:51:57.983+02:00,   0.162E-02,  33.72877,**********
  18200,2020-06-26T19:53:05.619+02:00,   0.159E-02,  33.89279,**********
  18300,2020-06-26T19:54:13.095+02:00,   0.166E-02,  34.05315,**********
  18400,2020-06-26T19:55:21.409+02:00,   0.182E-02,  34.22376,**********
  18500,2020-06-26T19:56:29.700+02:00,   0.172E-02,  34.39554,**********
  18600,2020-06-26T19:57:40.506+02:00,   0.158E-02,  34.56891,**********
  18700,2020-06-26T19:58:51.632+02:00,   0.204E-02,  34.75263,**********
  18800,2020-06-26T20:00:06.266+02:00,   0.177E-02,  34.93036,**********
  18900,2020-06-26T20:01:18.600+02:00,   0.194E-02,  35.12467,**********
  19000,2020-06-26T20:02:32.956+02:00,   0.210E-02,  35.32133,**********
  19100,2020-06-26T20:03:45.355+02:00,   0.207E-02,  35.51430,**********
  19200,2020-06-26T20:04:55.469+02:00,   0.204E-02,  35.71776,**********
  19300,2020-06-26T20:06:06.443+02:00,   0.198E-02,  35.91926,**********
  19400,2020-06-26T20:07:15.451+02:00,   0.172E-02,  36.11249,**********
  19500,2020-06-26T20:08:23.463+02:00,   0.189E-02,  36.30118,**********
  19600,2020-06-26T20:09:31.372+02:00,   0.151E-02,  36.49051,**********
  19700,2020-06-26T20:10:42.607+02:00,   0.196E-02,  36.67827,**********
  19800,2020-06-26T20:11:53.486+02:00,   0.175E-02,  36.85464,**********
  19900,2020-06-26T20:13:03.157+02:00,   0.192E-02,  37.04682,**********
  20000,2020-06-26T20:14:14.421+02:00,   0.192E-02,  37.22113,**********
  20100,2020-06-26T20:15:26.093+02:00,   0.175E-02,  37.40227,**********
  20200,2020-06-26T20:16:37.437+02:00,   0.193E-02,  37.59422,**********
  20300,2020-06-26T20:17:49.893+02:00,   0.212E-02,  37.80247,**********
  20400,2020-06-26T20:18:59.428+02:00,   0.201E-02,  38.00278,**********
  20500,2020-06-26T20:20:10.408+02:00,   0.175E-02,  38.19537,**********
  20600,2020-06-26T20:21:20.820+02:00,   0.190E-02,  38.38202,**********
  20700,2020-06-26T20:22:31.054+02:00,   0.204E-02,  38.58305,**********
  20800,2020-06-26T20:23:45.680+02:00,   0.220E-02,  38.80255,**********
  20900,2020-06-26T20:24:55.339+02:00,   0.202E-02,  38.98855,**********
  21000,2020-06-26T20:26:06.917+02:00,   0.215E-02,  39.18717,**********
  21100,2020-06-26T20:27:20.101+02:00,   0.208E-02,  39.39266,**********
  21200,2020-06-26T20:28:32.406+02:00,   0.204E-02,  39.59733,**********
  21300,2020-06-26T20:29:44.186+02:00,   0.194E-02,  39.78998,**********
  21400,2020-06-26T20:30:54.170+02:00,   0.191E-02,  39.97903,**********
  21500,2020-06-26T20:32:07.294+02:00,   0.210E-02,  40.17389,**********
  21600,2020-06-26T20:33:22.024+02:00,   0.210E-02,  40.38404,**********
  21700,2020-06-26T20:34:31.952+02:00,   0.183E-02,  40.57171,**********
  21800,2020-06-26T20:35:40.726+02:00,   0.189E-02,  40.75317,**********
  21900,2020-06-26T20:36:48.950+02:00,   0.150E-02,  40.93866,**********
  22000,2020-06-26T20:37:57.344+02:00,   0.181E-02,  41.11727,**********
  22100,2020-06-26T20:39:07.541+02:00,   0.167E-02,  41.29584,**********
  22200,2020-06-26T20:40:18.030+02:00,   0.172E-02,  41.45904,**********
  22300,2020-06-26T20:41:30.779+02:00,   0.215E-02,  41.64991,**********
  22400,2020-06-26T20:42:42.756+02:00,   0.182E-02,  41.84534,**********
  22500,2020-06-26T20:43:48.954+02:00,   0.179E-02,  42.02061,**********
  22600,2020-06-26T20:44:55.810+02:00,   0.166E-02,  42.18585,**********
  22700,2020-06-26T20:46:04.052+02:00,   0.150E-02,  42.35190,**********
  22800,2020-06-26T20:47:15.696+02:00,   0.200E-02,  42.53780,**********
  22900,2020-06-26T20:48:26.376+02:00,   0.196E-02,  42.72771,**********
  23000,2020-06-26T20:49:39.882+02:00,   0.194E-02,  42.92025,**********
  23100,2020-06-26T20:50:52.454+02:00,   0.191E-02,  43.10621,**********
  23200,2020-06-26T20:52:01.626+02:00,   0.210E-02,  43.30645,**********
  23300,2020-06-26T20:53:13.479+02:00,   0.207E-02,  43.50683,**********
  23400,2020-06-26T20:54:25.502+02:00,   0.181E-02,  43.68297,**********
  23500,2020-06-26T20:55:35.347+02:00,   0.199E-02,  43.88030,**********
  23600,2020-06-26T20:56:43.236+02:00,   0.158E-02,  44.05584,**********
  23700,2020-06-26T20:57:47.402+02:00,   0.181E-02,  44.21481,**********
  23800,2020-06-26T20:58:55.560+02:00,   0.154E-02,  44.39262,**********
  23900,2020-06-26T21:00:03.432+02:00,   0.181E-02,  44.56944,**********
  24000,2020-06-26T21:01:13.519+02:00,   0.164E-02,  44.76426,**********
  24100,2020-06-26T21:02:23.148+02:00,   0.182E-02,  44.94213,**********
  24200,2020-06-26T21:03:33.708+02:00,   0.198E-02,  45.11976,**********
  24300,2020-06-26T21:04:43.531+02:00,   0.198E-02,  45.31778,**********
  24400,2020-06-26T21:05:54.980+02:00,   0.195E-02,  45.51133,**********
  24500,2020-06-26T21:07:08.063+02:00,   0.166E-02,  45.69667,**********
  24600,2020-06-26T21:08:19.328+02:00,   0.185E-02,  45.87603,**********
  24700,2020-06-26T21:09:32.099+02:00,   0.203E-02,  46.07898,**********
  24800,2020-06-26T21:10:43.093+02:00,   0.180E-02,  46.27760,**********
  24900,2020-06-26T21:11:52.254+02:00,   0.193E-02,  46.45473,**********
  25000,2020-06-26T21:13:00.136+02:00,   0.176E-02,  46.62896,**********
  25100,2020-06-26T21:14:09.073+02:00,   0.192E-02,  46.81196,**********
  25200,2020-06-26T21:15:22.198+02:00,   0.211E-02,  47.01161,**********
  25300,2020-06-26T21:16:32.541+02:00,   0.179E-02,  47.20019,**********
  25400,2020-06-26T21:17:41.967+02:00,   0.193E-02,  47.38212,**********
  25500,2020-06-26T21:18:55.634+02:00,   0.208E-02,  47.57102,**********
  25600,2020-06-26T21:20:06.324+02:00,   0.174E-02,  47.75613,**********
  25700,2020-06-26T21:21:15.754+02:00,   0.191E-02,  47.94610,**********
  25800,2020-06-26T21:22:26.498+02:00,   0.172E-02,  48.13687,**********
  25900,2020-06-26T21:23:35.743+02:00,   0.185E-02,  48.31875,**********
  26000,2020-06-26T21:24:44.451+02:00,   0.198E-02,  48.50983,**********
  26100,2020-06-26T21:25:54.394+02:00,   0.171E-02,  48.70651,**********
  26200,2020-06-26T21:27:00.391+02:00,   0.179E-02,  48.87428,**********
  26300,2020-06-26T21:28:09.976+02:00,   0.183E-02,  49.05727,**********
  26400,2020-06-26T21:29:19.117+02:00,   0.199E-02,  49.24204,**********
  26500,2020-06-26T21:30:30.272+02:00,   0.199E-02,  49.44066,**********
  26600,2020-06-26T21:31:43.318+02:00,   0.196E-02,  49.63742,**********
  26700,2020-06-26T21:32:55.201+02:00,   0.207E-02,  49.84141,**********
  26800,2020-06-26T21:34:05.129+02:00,   0.174E-02,  50.02137,**********
  26900,2020-06-26T21:35:14.208+02:00,   0.191E-02,  50.21099,**********
  27000,2020-06-26T21:36:27.068+02:00,   0.191E-02,  50.40234,**********
  27100,2020-06-26T21:37:34.399+02:00,   0.171E-02,  50.59349,**********
  27200,2020-06-26T21:38:42.718+02:00,   0.188E-02,  50.77488,**********
  27300,2020-06-26T21:39:50.884+02:00,   0.152E-02,  50.93867,**********
  27400,2020-06-26T21:41:00.610+02:00,   0.176E-02,  51.10959,**********
  27500,2020-06-26T21:42:12.901+02:00,   0.188E-02,  51.29734,**********
  27600,2020-06-26T21:43:23.547+02:00,   0.180E-02,  51.48217,**********
  27700,2020-06-26T21:44:32.917+02:00,   0.158E-02,  51.66455,**********
  27800,2020-06-26T21:45:41.520+02:00,   0.156E-02,  51.82210,**********
  27900,2020-06-26T21:46:52.395+02:00,   0.189E-02,  51.99890,**********
  28000,2020-06-26T21:48:06.009+02:00,   0.193E-02,  52.18669,**********
  28100,2020-06-26T21:49:14.959+02:00,   0.193E-02,  52.37979,**********
  28200,2020-06-26T21:50:24.186+02:00,   0.151E-02,  52.56147,**********
  28300,2020-06-26T21:51:29.701+02:00,   0.169E-02,  52.70269,**********
  28400,2020-06-26T21:52:40.387+02:00,   0.186E-02,  52.87909,**********
  28500,2020-06-26T21:53:49.957+02:00,   0.184E-02,  53.07977,**********
  28600,2020-06-26T21:55:00.371+02:00,   0.164E-02,  53.26794,**********
  28700,2020-06-26T21:56:08.494+02:00,   0.153E-02,  53.42970,**********
  28800,2020-06-26T21:57:16.387+02:00,   0.185E-02,  53.60129,**********
  28900,2020-06-26T21:58:24.668+02:00,   0.185E-02,  53.78632,**********
  29000,2020-06-26T21:59:36.570+02:00,   0.183E-02,  53.97640,**********
  29100,2020-06-26T22:00:48.982+02:00,   0.196E-02,  54.15534,**********
  29200,2020-06-26T22:02:00.314+02:00,   0.176E-02,  54.34467,**********
  29300,2020-06-26T22:03:09.130+02:00,   0.181E-02,  54.52958,**********
  29400,2020-06-26T22:04:20.528+02:00,   0.159E-02,  54.71109,**********
  29500,2020-06-26T22:05:31.719+02:00,   0.193E-02,  54.89987,**********
  29600,2020-06-26T22:06:42.654+02:00,   0.193E-02,  55.09238,**********
  29700,2020-06-26T22:07:54.013+02:00,   0.189E-02,  55.28106,**********
  29800,2020-06-26T22:09:04.554+02:00,   0.195E-02,  55.46819,**********
  29900,2020-06-26T22:10:16.838+02:00,   0.201E-02,  55.66504,**********
  30000,2020-06-26T22:11:26.429+02:00,   0.173E-02,  55.84323,**********
  30100,2020-06-26T22:12:38.081+02:00,   0.206E-02,  56.02688,**********
  30200,2020-06-26T22:13:50.786+02:00,   0.206E-02,  56.23262,**********
  30300,2020-06-26T22:15:02.200+02:00,   0.199E-02,  56.43367,**********
  30400,2020-06-26T22:16:11.791+02:00,   0.159E-02,  56.60798,**********
  30500,2020-06-26T22:17:20.578+02:00,   0.170E-02,  56.77944,**********
  30600,2020-06-26T22:18:29.735+02:00,   0.177E-02,  56.95561,**********
  30700,2020-06-26T22:19:41.648+02:00,   0.164E-02,  57.14030,**********
  30800,2020-06-26T22:20:55.447+02:00,   0.176E-02,  57.31426,**********
  30900,2020-06-26T22:22:03.304+02:00,   0.194E-02,  57.49390,**********
  31000,2020-06-26T22:23:13.439+02:00,   0.156E-02,  57.68200,**********
  31100,2020-06-26T22:24:22.910+02:00,   0.167E-02,  57.84194,**********
  31200,2020-06-26T22:25:32.639+02:00,   0.164E-02,  58.00887,**********
  31300,2020-06-26T22:26:40.081+02:00,   0.180E-02,  58.18220,**********
  31400,2020-06-26T22:27:48.761+02:00,   0.148E-02,  58.35487,**********
  31500,2020-06-26T22:28:58.554+02:00,   0.175E-02,  58.51931,**********
  31600,2020-06-26T22:30:07.856+02:00,   0.189E-02,  58.69154,**********
  31700,2020-06-26T22:31:16.786+02:00,   0.182E-02,  58.87329,**********
  31800,2020-06-26T22:32:26.166+02:00,   0.180E-02,  59.05939,**********
  31900,2020-06-26T22:33:32.024+02:00,   0.144E-02,  59.21490,**********
  32000,2020-06-26T22:34:40.265+02:00,   0.174E-02,  59.38436,**********
  32100,2020-06-26T22:35:49.710+02:00,   0.186E-02,  59.56529,**********
  32200,2020-06-26T22:37:03.287+02:00,   0.205E-02,  59.76568,**********
  32300,2020-06-26T22:38:15.183+02:00,   0.153E-02,  59.95198,**********
  32400,2020-06-26T22:39:21.814+02:00,   0.161E-02,  60.11328,**********
  32500,2020-06-26T22:40:28.694+02:00,   0.150E-02,  60.27509,**********
  32600,2020-06-26T22:41:40.870+02:00,   0.159E-02,  60.44335,**********
  32700,2020-06-26T22:42:56.094+02:00,   0.190E-02,  60.61872,**********
