m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,kg/m/s
 6.2500000E-002,-1.8450828E-002,NaN,NaN, 6.2500000E-002, 1.5697101E-004, 6.2500000E-002, 1.4122684E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7500000E-002,-2.4759231E-002,NaN,NaN, 8.7500000E-002, 1.2119788E-004, 8.7500000E-002, 1.7977783E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E-001,-4.9816874E-002,NaN,NaN, 1.1250000E-001, 1.2645843E-004, 1.1250000E-001, 2.0095886E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3750000E-001,-1.0823986E-001,NaN,NaN, 1.3750000E-001, 1.4244041E-004, 1.3750000E-001, 2.0874762E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6250000E-001,-1.5127123E-001,NaN,NaN, 1.6250000E-001, 1.6297787E-004, 1.6250000E-001, 2.1455754E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8750000E-001,-1.9468299E-001,NaN,NaN, 1.8750000E-001, 1.9022242E-004, 1.8750000E-001, 2.1735640E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1250000E-001,-2.1556437E-001,NaN,NaN, 2.1250000E-001, 2.1717796E-004, 2.1250000E-001, 2.3790778E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3750000E-001,-2.4941589E-001,NaN,NaN, 2.3750000E-001, 2.4440273E-004, 2.3750000E-001, 2.4059286E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6250000E-001,-2.8949822E-001,NaN,NaN, 2.6250000E-001, 2.6279951E-004, 2.6250000E-001, 2.3388852E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8750000E-001,-3.2620890E-001,NaN,NaN, 2.8750000E-001, 2.7804690E-004, 2.8750000E-001, 2.2825462E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1250000E-001,-3.4807885E-001,NaN,NaN, 3.1250000E-001, 2.8325129E-004, 3.1250000E-001, 2.1970492E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3750000E-001,-3.6955249E-001,NaN,NaN, 3.3750000E-001, 2.9055250E-004, 3.3750000E-001, 2.1027602E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6250000E-001,-3.6262722E-001,NaN,NaN, 3.6250000E-001, 2.9839005E-004, 3.6250000E-001, 2.0855012E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8750000E-001,-3.6278279E-001,NaN,NaN, 3.8750000E-001, 2.9442282E-004, 3.8750000E-001, 2.1870056E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1250000E-001,-3.0979804E-001,NaN,NaN, 4.1250000E-001, 2.8850688E-004, 4.1250000E-001, 2.4075584E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3750000E-001,-3.0056712E-001,NaN,NaN, 4.3750000E-001, 2.7496701E-004, 4.3750000E-001, 2.4811216E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6250000E-001,-2.0721502E-001,NaN,NaN, 4.6250000E-001, 2.8852590E-004, 4.6250000E-001, 2.7251883E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8750000E-001,-2.0632422E-001,NaN,NaN, 4.8750000E-001, 2.6957766E-004, 4.8750000E-001, 2.8664608E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1250000E-001,-2.0632422E-001,NaN,NaN, 5.1250000E-001, 2.9623031E-004, 5.1250000E-001, 2.8664608E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3750000E-001,-1.2170126E-001,NaN,NaN, 5.3750000E-001, 2.8778149E-004, 5.3750000E-001, 3.2151702E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6250000E-001,-4.2993725E-002,NaN,NaN, 5.6250000E-001, 2.9957787E-004, 5.6250000E-001, 3.3283301E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8750000E-001,-2.4701203E-002,NaN,NaN, 5.8750000E-001, 3.0582203E-004, 5.8750000E-001, 3.4264460E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
