m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,kg/m/s
-1.6250000E-001, 1.3610445E-001,NaN,NaN,-1.6250000E-001, 3.8934297E-004,-1.6250000E-001, 3.7989717E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.3750000E-001, 1.2522873E-002,NaN,NaN,-1.3750000E-001, 3.9333149E-004,-1.3750000E-001, 3.9814892E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.1250000E-001,-1.1452509E-001,NaN,NaN,-1.1250000E-001, 3.9687828E-004,-1.1250000E-001, 3.7484475E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-8.7500000E-002,-2.2605838E-001,NaN,NaN,-8.7500000E-002, 3.9708469E-004,-8.7500000E-002, 2.5190628E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-6.2500000E-002, 3.5925950E-007,NaN,NaN,-6.2500000E-002, 5.6146721E-004,-6.2500000E-002, 1.3199360E-004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-3.7500000E-002, 2.8625363E-007,NaN,NaN,-3.7500000E-002, 5.6146721E-004,-3.7500000E-002, 1.1049749E-004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.2500000E-002, 2.4506304E-007,NaN,NaN,-1.2500000E-002, 1.2000000E-005,-1.2500000E-002, 8.9282099E-005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.2500000E-002, 2.2508435E-007,NaN,NaN, 1.2500000E-002, 1.2000000E-005, 1.2500000E-002, 7.7627592E-005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7500000E-002, 2.0522455E-007,NaN,NaN, 3.7500000E-002, 1.1132753E-004, 3.7500000E-002, 7.8173194E-005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E-002,-1.8806419E-002,NaN,NaN, 6.2500000E-002, 1.1132753E-004, 6.2500000E-002, 1.5747373E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7500000E-002,-5.4234524E-002,NaN,NaN, 8.7500000E-002, 1.0361964E-004, 8.7500000E-002, 1.8556954E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.1250000E-001,-8.3822352E-002,NaN,NaN, 1.1250000E-001, 1.1928792E-004, 1.1250000E-001, 2.1089257E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3750000E-001,-1.2429872E-001,NaN,NaN, 1.3750000E-001, 1.4126676E-004, 1.3750000E-001, 2.1861172E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6250000E-001,-1.7347865E-001,NaN,NaN, 1.6250000E-001, 1.5774230E-004, 1.6250000E-001, 2.1790705E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8750000E-001,-2.1169531E-001,NaN,NaN, 1.8750000E-001, 1.8558251E-004, 1.8750000E-001, 2.2931648E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1250000E-001,-2.5558754E-001,NaN,NaN, 2.1250000E-001, 2.0786530E-004, 2.1250000E-001, 2.3141528E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3750000E-001,-3.0411597E-001,NaN,NaN, 2.3750000E-001, 2.4339031E-004, 2.3750000E-001, 2.2006724E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6250000E-001,-3.4007775E-001,NaN,NaN, 2.6250000E-001, 2.5882831E-004, 2.6250000E-001, 2.1297396E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8750000E-001,-3.6280661E-001,NaN,NaN, 2.8750000E-001, 2.7297581E-004, 2.8750000E-001, 2.1502687E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1250000E-001,-3.7213203E-001,NaN,NaN, 3.1250000E-001, 2.8127472E-004, 3.1250000E-001, 2.1974194E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3750000E-001,-3.7496428E-001,NaN,NaN, 3.3750000E-001, 2.8705227E-004, 3.3750000E-001, 2.2326429E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6250000E-001,-3.7541854E-001,NaN,NaN, 3.6250000E-001, 2.8973398E-004, 3.6250000E-001, 2.1754248E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8750000E-001,-3.7038160E-001,NaN,NaN, 3.8750000E-001, 2.8413276E-004, 3.8750000E-001, 2.3079527E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1250000E-001,-3.4635378E-001,NaN,NaN, 4.1250000E-001, 2.8223601E-004, 4.1250000E-001, 2.3210781E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3750000E-001,-3.3464007E-001,NaN,NaN, 4.3750000E-001, 2.7695549E-004, 4.3750000E-001, 2.4944495E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6250000E-001,-2.7968878E-001,NaN,NaN, 4.6250000E-001, 2.8858843E-004, 4.6250000E-001, 2.5958191E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8750000E-001,-2.7062799E-001,NaN,NaN, 4.8750000E-001, 2.8770157E-004, 4.8750000E-001, 2.7692868E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1250000E-001,-1.8939636E-001,NaN,NaN, 5.1250000E-001, 2.9930517E-004, 5.1250000E-001, 2.8794374E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3750000E-001,-1.8030617E-001,NaN,NaN, 5.3750000E-001, 2.8269838E-004, 5.3750000E-001, 2.9929683E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6250000E-001,-7.7453887E-002,NaN,NaN, 5.6250000E-001, 2.8809717E-004, 5.6250000E-001, 3.0082229E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8750000E-001,-7.4771688E-002,NaN,NaN, 5.8750000E-001, 2.7310353E-004, 5.8750000E-001, 3.1882627E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
