s,kg,kg,kg
 3.9693323E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 3.9971232E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0249145E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0527058E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.0804967E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1082880E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1360793E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1638702E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.1916615E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2194527E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2472437E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.2750350E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3028259E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3306172E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3584085E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.3861994E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4139907E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4417819E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4695729E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.4973642E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5251551E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5529464E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.5807377E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.6085286E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.6363199E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.6641111E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.6919021E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.7224724E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.7530428E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.7836131E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.8141831E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.8447534E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.8753238E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.9058941E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.9364644E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 4.9670345E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.0006616E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.0342894E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.0679165E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.1015437E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.1351708E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.1687986E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.2024257E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.2360529E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.2696800E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.3033078E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.3369349E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.3705621E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.4041892E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.4343712E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.4645526E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.4947340E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.5249155E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.5550969E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.5852783E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.6154603E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.6456417E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.6758231E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.7060045E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.7361859E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.7663679E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.7965493E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.8267307E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.8569121E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.8870935E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.9142029E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.9413123E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.9684217E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 5.9955311E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.0226405E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.0497499E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.0768592E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.1039686E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.1310774E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.1581868E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.1852962E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.2124056E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.2395149E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.2666243E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.2937337E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.3208431E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.3479525E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.3750613E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.4021707E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.4292800E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.4563894E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.4834988E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.5106082E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.5377176E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.5648270E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.5919363E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.6190451E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.6461545E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.6732639E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.7003733E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.7274827E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.7545921E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.7817014E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.8088108E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.8359196E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.8630290E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.8901384E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.9172478E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.9443572E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.9714665E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 6.9985759E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.0256853E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.0527947E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.0799035E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.1070129E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.1341223E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.1612316E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.1883410E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.2154504E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.2425598E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.2696692E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.2967786E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.3238873E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.3509967E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.3781061E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.4052155E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.4323249E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.4594343E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.4865437E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.5136530E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.5407624E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.5678712E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.5949806E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.6220900E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.6491994E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.6763088E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.7034181E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.7305275E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.7576369E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.7847463E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8118551E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8389645E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8660738E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.8931832E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.9202926E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.9474020E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 7.9745114E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.0016208E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.0287302E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.0558389E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.0829483E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1100577E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1371671E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1642765E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.1913859E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.2184952E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.2456046E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.2727140E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.2998228E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3269322E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3540416E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.3811510E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4082603E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4353697E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4624791E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.4895885E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5166979E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5438067E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5709161E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.5980254E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.6251348E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.6522442E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.6793536E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7064630E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7335724E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7606812E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.7877905E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8148999E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8420093E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8691187E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.8962281E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.9233375E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.9504468E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 8.9775562E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0046650E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0317744E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0588838E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.0859932E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1131026E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1402119E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1673213E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.1944307E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.2215401E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.2486489E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.2757583E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3028677E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3299770E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3570864E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.3841958E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4113052E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4384146E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4655240E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.4926327E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.5197421E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.5468515E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.5739609E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6010703E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6308905E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6607107E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.6905309E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.7203511E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.7501713E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.7799915E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
 9.8098123E-001, 1.2000000E+000, 1.0000000E+000, 2.0000000E-001
