,,s,s
  16500,2020-02-19T19:43:39.946+01:00,   0.501E-01, 854.30676
  16600,2020-02-19T19:43:43.806+01:00,   0.489E-01, 860.24949
  16700,2020-02-19T19:43:47.583+01:00,   0.597E-01, 865.26723
  16800,2020-02-19T19:43:51.391+01:00,   0.415E-01, 869.44708
  16900,2020-02-19T19:43:55.855+01:00,   0.515E-01, 873.13735
  17000,2020-02-19T19:43:59.581+01:00,   0.357E-01, 878.43675
  17100,2020-02-19T19:44:03.400+01:00,   0.452E-01, 883.43907
  17200,2020-02-19T19:44:07.142+01:00,   0.419E-01, 889.18330
  17300,2020-02-19T19:44:10.924+01:00,   0.528E-01, 893.46162
  17400,2020-02-19T19:44:14.715+01:00,   0.538E-01, 899.26792
  17500,2020-02-19T19:44:18.459+01:00,   0.707E-01, 905.91254
  17600,2020-02-19T19:44:22.207+01:00,   0.513E-01, 911.67559
  17700,2020-02-19T19:44:25.971+01:00,   0.655E-01, 917.25880
  17800,2020-02-19T19:44:29.796+01:00,   0.514E-01, 922.66233
  17900,2020-02-19T19:44:33.583+01:00,   0.558E-01, 927.73931
  18000,2020-02-19T19:44:37.454+01:00,   0.576E-01, 933.39654
  18100,2020-02-19T19:44:41.506+01:00,   0.688E-01, 937.99794
  18200,2020-02-19T19:44:45.105+01:00,   0.365E-01, 942.01885
  18300,2020-02-19T19:44:49.134+01:00,   0.395E-01, 945.72201
  18400,2020-02-19T19:44:52.957+01:00,   0.375E-01, 951.02875
  18500,2020-02-19T19:44:56.682+01:00,   0.626E-01, 956.19710
  18600,2020-02-19T19:45:00.345+01:00,   0.705E-01, 961.64117
  18700,2020-02-19T19:45:04.055+01:00,   0.490E-01, 967.90325
  18800,2020-02-19T19:45:07.675+01:00,   0.484E-01, 972.54991
  18900,2020-02-19T19:45:11.444+01:00,   0.527E-01, 978.23749
  19000,2020-02-19T19:45:15.064+01:00,   0.565E-01, 982.58344
  19100,2020-02-19T19:45:18.770+01:00,   0.556E-01, 988.06415
  19200,2020-02-19T19:45:22.460+01:00,   0.302E-01, 992.52011
  19300,2020-02-19T19:45:26.132+01:00,   0.636E-01, 997.10579
  19400,2020-02-19T19:45:30.160+01:00,   0.477E-01,1002.41193
  19500,2020-02-19T19:45:33.770+01:00,   0.385E-01,1006.72494
  19600,2020-02-19T19:45:37.441+01:00,   0.790E-01,1011.69094
  19700,2020-02-19T19:45:41.198+01:00,   0.570E-01,1017.99651
  19800,2020-02-19T19:45:44.868+01:00,   0.368E-01,1021.89032
  19900,2020-02-19T19:45:48.506+01:00,   0.627E-01,1026.64203
  20000,2020-02-19T19:45:52.224+01:00,   0.495E-01,1033.48879
  20100,2020-02-19T19:45:55.850+01:00,   0.432E-01,1037.70602
  20200,2020-02-19T19:45:59.648+01:00,   0.373E-01,1042.51993
  20300,2020-02-19T19:46:03.502+01:00,   0.434E-01,1047.77925
  20400,2020-02-19T19:46:07.163+01:00,   0.654E-01,1052.55792
  20500,2020-02-19T19:46:10.994+01:00,   0.365E-01,1058.27434
  20600,2020-02-19T19:46:15.195+01:00,   0.465E-01,1062.54578
  20700,2020-02-19T19:46:18.914+01:00,   0.400E-01,1067.13703
  20800,2020-02-19T19:46:22.642+01:00,   0.614E-01,1072.88959
  20900,2020-02-19T19:46:26.405+01:00,   0.585E-01,1079.32134
  21000,2020-02-19T19:46:30.011+01:00,   0.559E-01,1085.04298
  21100,2020-02-19T19:46:33.689+01:00,   0.435E-01,1090.04082
  21200,2020-02-19T19:46:37.310+01:00,   0.578E-01,1094.99157
  21300,2020-02-19T19:46:41.009+01:00,   0.475E-01,1100.76939
  21400,2020-02-19T19:46:44.635+01:00,   0.567E-01,1105.56444
  21500,2020-02-19T19:46:48.407+01:00,   0.414E-01,1111.03471
  21600,2020-02-19T19:46:51.991+01:00,   0.440E-01,1115.83564
  21700,2020-02-19T19:46:55.803+01:00,   0.556E-01,1122.01028
  21800,2020-02-19T19:46:59.424+01:00,   0.442E-01,1127.18379
  21900,2020-02-19T19:47:03.665+01:00,   0.225E-01,1130.60870
  22000,2020-02-19T19:47:08.086+01:00,   0.683E-01,1134.64286
  22100,2020-02-19T19:47:11.869+01:00,   0.451E-01,1138.29219
  22200,2020-02-19T19:47:15.689+01:00,   0.407E-01,1143.51203
  22300,2020-02-19T19:47:19.320+01:00,   0.656E-01,1148.64595
  22400,2020-02-19T19:47:23.743+01:00,   0.226E-01,1152.92423
  22500,2020-02-19T19:47:27.812+01:00,   0.339E-01,1157.40180
  22600,2020-02-19T19:47:31.438+01:00,   0.489E-01,1161.39579
  22700,2020-02-19T19:47:35.242+01:00,   0.392E-01,1166.76206
  22800,2020-02-19T19:47:38.855+01:00,   0.554E-01,1171.84743
  22900,2020-02-19T19:47:42.612+01:00,   0.513E-01,1177.86820
  23000,2020-02-19T19:47:46.213+01:00,   0.565E-01,1182.53394
  23100,2020-02-19T19:47:50.010+01:00,   0.439E-01,1189.06027
  23200,2020-02-19T19:47:53.751+01:00,   0.509E-01,1194.01547
  23300,2020-02-19T19:47:57.369+01:00,   0.549E-01,1198.74260
  23400,2020-02-19T19:48:01.019+01:00,   0.523E-01,1204.21276
  23500,2020-02-19T19:48:04.659+01:00,   0.411E-01,1208.49154
  23600,2020-02-19T19:48:08.260+01:00,   0.729E-01,1213.97655
  23700,2020-02-19T19:48:11.912+01:00,   0.337E-01,1218.33200
  23800,2020-02-19T19:48:15.550+01:00,   0.422E-01,1222.46578
  23900,2020-02-19T19:48:19.219+01:00,   0.641E-01,1227.78081
  24000,2020-02-19T19:48:23.361+01:00,   0.461E-01,1231.90797
  24100,2020-02-19T19:48:27.157+01:00,   0.418E-01,1236.59207
  24200,2020-02-19T19:48:30.854+01:00,   0.599E-01,1241.27432
  24300,2020-02-19T19:48:34.547+01:00,   0.555E-01,1246.56941
  24400,2020-02-19T19:48:38.234+01:00,   0.493E-01,1251.39420
  24500,2020-02-19T19:48:41.918+01:00,   0.422E-01,1257.41188
  24600,2020-02-19T19:48:45.510+01:00,   0.451E-01,1261.98931
  24700,2020-02-19T19:48:49.201+01:00,   0.638E-01,1268.18070
  24800,2020-02-19T19:48:52.898+01:00,   0.388E-01,1272.81573
  24900,2020-02-19T19:48:56.566+01:00,   0.600E-01,1277.38795
  25000,2020-02-19T19:49:00.313+01:00,   0.474E-01,1283.73129
  25100,2020-02-19T19:49:03.949+01:00,   0.612E-01,1288.07779
  25200,2020-02-19T19:49:07.984+01:00,   0.280E-01,1293.24427
  25300,2020-02-19T19:49:11.631+01:00,   0.703E-01,1297.99966
  25400,2020-02-19T19:49:15.502+01:00,   0.656E-01,1303.41173
  25500,2020-02-19T19:49:19.182+01:00,   0.502E-01,1308.48257
  25600,2020-02-19T19:49:22.872+01:00,   0.701E-01,1313.84760
  25700,2020-02-19T19:49:26.700+01:00,   0.399E-01,1319.90623
  25800,2020-02-19T19:49:30.554+01:00,   0.233E-01,1323.77343
  25900,2020-02-19T19:49:34.829+01:00,   0.533E-01,1327.86903
  26000,2020-02-19T19:49:38.798+01:00,   0.244E-01,1332.53092
  26100,2020-02-19T19:49:44.021+01:00,   0.125E-01,1334.33500
  26200,2020-02-19T19:49:48.624+01:00,   0.596E-01,1337.73003
  26300,2020-02-19T19:49:52.410+01:00,   0.568E-01,1342.37655
  26400,2020-02-19T19:49:56.747+01:00,   0.673E-01,1346.47662
  26500,2020-02-19T19:50:00.448+01:00,   0.454E-01,1350.46431
  26600,2020-02-19T19:50:04.228+01:00,   0.286E-01,1356.46594
  26700,2020-02-19T19:50:07.828+01:00,   0.546E-01,1360.99766
  26800,2020-02-19T19:50:11.705+01:00,   0.526E-01,1367.17977
  26900,2020-02-19T19:50:15.624+01:00,   0.696E-01,1372.95826
  27000,2020-02-19T19:50:19.333+01:00,   0.688E-01,1378.19348
  27100,2020-02-19T19:50:23.059+01:00,   0.593E-01,1384.00218
  27200,2020-02-19T19:50:26.773+01:00,   0.397E-01,1388.96173
  27300,2020-02-19T19:50:30.422+01:00,   0.800E-01,1394.52334
  27400,2020-02-19T19:50:34.106+01:00,   0.367E-01,1399.96436
  27500,2020-02-19T19:50:37.713+01:00,   0.591E-01,1404.26103
  27600,2020-02-19T19:50:41.478+01:00,   0.307E-01,1410.77891
  27700,2020-02-19T19:50:45.152+01:00,   0.467E-01,1414.34586
  27800,2020-02-19T19:50:48.984+01:00,   0.440E-01,1419.97310
  27900,2020-02-19T19:50:52.671+01:00,   0.379E-01,1424.54764
  28000,2020-02-19T19:50:56.359+01:00,   0.555E-01,1428.75791
  28100,2020-02-19T19:51:00.153+01:00,   0.351E-01,1433.93127
  28200,2020-02-19T19:51:03.826+01:00,   0.493E-01,1438.37506
  28300,2020-02-19T19:51:08.148+01:00,   0.566E-01,1442.57242
  28400,2020-02-19T19:51:11.936+01:00,   0.438E-01,1447.70256
  28500,2020-02-19T19:51:15.616+01:00,   0.705E-01,1453.18244
  28600,2020-02-19T19:51:19.378+01:00,   0.459E-01,1458.46883
  28700,2020-02-19T19:51:23.064+01:00,   0.524E-01,1463.54968
  28800,2020-02-19T19:51:26.871+01:00,   0.537E-01,1469.75198
  28900,2020-02-19T19:51:30.502+01:00,   0.530E-01,1474.79670
  29000,2020-02-19T19:51:34.112+01:00,   0.697E-01,1480.04723
  29100,2020-02-19T19:51:37.792+01:00,   0.371E-01,1485.70705
  29200,2020-02-19T19:51:41.396+01:00,   0.587E-01,1489.72704
  29300,2020-02-19T19:51:45.030+01:00,   0.699E-01,1495.71976
  29400,2020-02-19T19:51:48.722+01:00,   0.444E-01,1500.10239
  29500,2020-02-19T19:51:52.503+01:00,   0.686E-01,1505.45084
  29600,2020-02-19T19:51:56.363+01:00,   0.406E-01,1510.20170
  29700,2020-02-19T19:51:59.947+01:00,   0.720E-01,1515.61406
  29800,2020-02-19T19:52:03.656+01:00,   0.462E-01,1521.41231
  29900,2020-02-19T19:52:07.270+01:00,   0.480E-01,1526.26825
  30000,2020-02-19T19:52:10.881+01:00,   0.520E-01,1531.66567
  30100,2020-02-19T19:52:14.524+01:00,   0.506E-01,1537.29645
  30200,2020-02-19T19:52:18.291+01:00,   0.804E-01,1542.82810
  30300,2020-02-19T19:52:21.963+01:00,   0.438E-01,1548.03911
  30400,2020-02-19T19:52:25.623+01:00,   0.583E-01,1552.60542
  30500,2020-02-19T19:52:29.396+01:00,   0.463E-01,1558.17026
  30600,2020-02-19T19:52:33.016+01:00,   0.541E-01,1562.31429
  30700,2020-02-19T19:52:36.706+01:00,   0.529E-01,1567.74445
  30800,2020-02-19T19:52:40.321+01:00,   0.399E-01,1571.76256
  30900,2020-02-19T19:52:43.921+01:00,   0.576E-01,1576.92842
  31000,2020-02-19T19:52:47.573+01:00,   0.459E-01,1581.82872
  31100,2020-02-19T19:52:51.258+01:00,   0.369E-01,1586.81715
  31200,2020-02-19T19:52:54.844+01:00,   0.477E-01,1591.21086
  31300,2020-02-19T19:52:58.557+01:00,   0.698E-01,1597.33449
  31400,2020-02-19T19:53:02.199+01:00,   0.439E-01,1602.18604
  31500,2020-02-19T19:53:05.910+01:00,   0.446E-01,1608.83007
  31600,2020-02-19T19:53:09.481+01:00,   0.426E-01,1612.56580
  31700,2020-02-19T19:53:13.132+01:00,   0.755E-01,1617.56250
  31800,2020-02-19T19:53:16.863+01:00,   0.379E-01,1623.23315
  31900,2020-02-19T19:53:20.461+01:00,   0.446E-01,1627.95857
  32000,2020-02-19T19:53:24.140+01:00,   0.828E-01,1633.36707
  32100,2020-02-19T19:53:28.323+01:00,   0.423E-01,1639.16029
  32200,2020-02-19T19:53:32.162+01:00,   0.542E-01,1643.83767
  32300,2020-02-19T19:53:36.020+01:00,   0.543E-01,1649.08445
  32400,2020-02-19T19:53:39.792+01:00,   0.577E-01,1654.56242
  32500,2020-02-19T19:53:44.446+01:00,   0.594E-01,1657.38796
  32600,2020-02-19T19:53:48.110+01:00,   0.394E-01,1662.14699
  32700,2020-02-19T19:53:51.754+01:00,   0.684E-01,1667.88809
  32800,2020-02-19T19:53:55.435+01:00,   0.518E-01,1672.80770
  32900,2020-02-19T19:53:59.083+01:00,   0.527E-01,1677.97841
  33000,2020-02-19T19:54:02.746+01:00,   0.594E-01,1683.92838
  33100,2020-02-19T19:54:06.527+01:00,   0.333E-01,1689.61391
  33200,2020-02-19T19:54:10.114+01:00,   0.488E-01,1693.37186
  33300,2020-02-19T19:54:13.856+01:00,   0.359E-01,1699.75547
  33400,2020-02-19T19:54:17.482+01:00,   0.477E-01,1703.90296
  33500,2020-02-19T19:54:21.146+01:00,   0.577E-01,1709.00213
  33600,2020-02-19T19:54:24.804+01:00,   0.540E-01,1714.51604
  33700,2020-02-19T19:54:28.500+01:00,   0.549E-01,1720.14701
  33800,2020-02-19T19:54:32.150+01:00,   0.597E-01,1725.94895
  33900,2020-02-19T19:54:35.814+01:00,   0.406E-01,1731.57151
  34000,2020-02-19T19:54:39.475+01:00,   0.496E-01,1735.92581
  34100,2020-02-19T19:54:43.343+01:00,   0.418E-01,1740.28058
  34200,2020-02-19T19:54:47.018+01:00,   0.446E-01,1744.77691
  34300,2020-02-19T19:54:51.952+01:00,   0.206E-01,1747.07096
  34400,2020-02-19T19:54:57.016+01:00,   0.194E-01,1749.14987
  34500,2020-02-19T19:55:01.288+01:00,   0.345E-01,1753.20944
  34600,2020-02-19T19:55:04.958+01:00,   0.801E-01,1758.22757
  34700,2020-02-19T19:55:08.664+01:00,   0.461E-01,1764.16189
  34800,2020-02-19T19:55:12.282+01:00,   0.604E-01,1768.71726
  34900,2020-02-19T19:55:16.224+01:00,   0.516E-01,1774.78917
  35000,2020-02-19T19:55:19.919+01:00,   0.430E-01,1779.92358
  35100,2020-02-19T19:55:23.792+01:00,   0.443E-01,1785.52909
  35200,2020-02-19T19:55:27.697+01:00,   0.396E-01,1790.63106
  35300,2020-02-19T19:55:31.241+01:00,   0.472E-01,1794.32643
  35400,2020-02-19T19:55:35.013+01:00,   0.312E-01,1799.81219
  35406,2020-02-19T19:55:35.229+01:00,   0.316E-01,1800.00000
