s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
 9.3002667E+002, 1.5027895E+002,-6.7323375E+001,-3.0649564E+001,-4.2208047E+001,-2.0357541E-003, 3.7942642E-003, 0.0000000E+000, 6.0552598E-001, 1.0099722E+001, 3.4783413E-003, 3.4783413E-003, 9.9838219E+002
 9.6004663E+002, 1.6385214E+002,-7.0091959E+001,-4.1318603E+001,-4.2575367E+001,-3.5080136E-003,-3.2364402E-002, 0.0000000E+000,-9.5395972E-001, 9.8303335E+000, 3.4783413E-003, 3.4783413E-003, 9.9946713E+002
 9.9000415E+002, 1.5284858E+002,-6.5043471E+001,-3.9358050E+001,-4.0530713E+001,-5.5465820E-003,-2.3262010E-003, 0.0000000E+000,-1.3739956E+000, 7.9084749E+000, 3.4783413E-003, 3.4783413E-003, 9.9271581E+002
 1.0200003E+003, 1.6620723E+002,-6.6912834E+001,-4.7619993E+001,-4.0114733E+001,-6.9251120E-003, 9.2452287E-002, 0.0000000E+000, 1.9326412E+000, 1.1645195E+001, 3.4783413E-003, 3.4783413E-003, 9.8953425E+002
 1.0500364E+003, 1.6521720E+002,-6.7431314E+001,-4.7277404E+001,-4.0688409E+001,-8.0463086E-004, 3.2725614E-002, 0.0000000E+000, 5.8172848E-001, 9.8519949E+000, 3.4783413E-003, 3.4783413E-003, 1.0052172E+003
 1.0800234E+003, 1.5026773E+002,-6.6411660E+001,-3.2860128E+001,-4.1836817E+001,-4.4887126E-003, 8.9191669E-002, 0.0000000E+000,-1.0392688E+000, 9.2438276E+000, 3.4783413E-003, 3.4783413E-003, 9.9306792E+002
 1.1100154E+003, 1.5167601E+002,-6.3168484E+001,-4.0394965E+001,-3.9781484E+001,-6.9396622E-003, 9.8529908E-003, 0.0000000E+000,-9.0473502E-001, 8.3339938E+000, 3.4783413E-003, 3.4783413E-003, 9.9828987E+002
 1.1400226E+003, 1.6907131E+002,-6.6749721E+001,-5.0630318E+001,-3.9908928E+001,-5.3921016E-003, 3.0707977E-002, 0.0000000E+000, 1.1305238E+000, 1.1807658E+001, 3.4783413E-003, 3.4783413E-003, 9.5797129E+002
 1.1700548E+003, 1.6512888E+002,-7.0160253E+001,-4.1071999E+001,-4.2333074E+001,-3.8254955E-003, 5.5291093E-002, 0.0000000E+000, 1.6765683E-001, 1.1615020E+001, 3.4783413E-003, 3.4783413E-003, 9.9300906E+002
 1.2000251E+003, 1.4928347E+002,-6.2771892E+001,-3.9076365E+001,-3.9798691E+001,-6.1001863E-003,-5.6188132E-002, 0.0000000E+000,-2.0374849E+000, 7.5742340E+000, 3.4783413E-003, 3.4783413E-003, 1.0092613E+003
 1.2300024E+003, 1.7166291E+002,-6.7028113E+001,-5.3852623E+001,-3.9545954E+001,-3.2723131E-003, 2.8393622E-002, 0.0000000E+000, 2.4568889E+000, 1.1261343E+001, 3.4783413E-003, 3.4783413E-003, 9.9175562E+002
 1.2600002E+003, 1.6578294E+002,-6.9620678E+001,-4.4233615E+001,-4.2205615E+001,-4.3329612E-003,-4.3867558E-002, 0.0000000E+000,-3.6705559E-001, 9.6748348E+000, 3.4783413E-003, 3.4783413E-003, 9.8896572E+002
 1.2900225E+003, 1.5289171E+002,-6.3446442E+001,-4.3573405E+001,-3.9726963E+001,-6.2606515E-003,-1.4304570E-004, 0.0000000E+000,-3.2758287E+000, 6.1384972E+000, 3.4783413E-003, 3.4783413E-003, 9.7809060E+002
 1.3200260E+003, 1.5967009E+002,-6.5917798E+001,-3.7076051E+001,-4.0236199E+001,-3.1423152E-003, 3.7165643E-002, 0.0000000E+000, 6.4688784E+000, 1.6474066E+001, 3.4783413E-003, 3.4783413E-003, 9.6834472E+002
 1.3500022E+003, 1.7387406E+002,-7.4990699E+001,-3.9576640E+001,-4.4991880E+001,-3.8228693E-003, 3.8256724E-003, 0.0000000E+000,-6.5051552E-001, 1.4314845E+001, 3.4783413E-003, 3.4783413E-003, 9.8919829E+002
 1.3800164E+003, 1.4820323E+002,-6.5422186E+001,-3.5001945E+001,-4.1485807E+001,-5.7746424E-003,-8.4467545E-002, 0.0000000E+000,-2.8339279E+000, 6.2030536E+000, 3.4783413E-003, 3.4783413E-003, 1.0019555E+003
 1.4100303E+003, 1.5189933E+002,-6.3716697E+001,-4.1350086E+001,-3.9769442E+001,-7.0907997E-003, 3.4049185E-002, 0.0000000E+000,-2.2440628E+000, 7.0900642E+000, 3.4783413E-003, 3.4783413E-003, 9.9304699E+002
 1.4400410E+003, 1.7707002E+002,-6.7695790E+001,-5.9136428E+001,-3.8988743E+001,-2.5310581E-003, 9.1359558E-002, 0.0000000E+000, 2.9075774E+000, 1.1337885E+001, 3.4783413E-003, 3.4783413E-003, 1.0052868E+003
 1.4700205E+003, 1.5314709E+002,-6.6317843E+001,-3.5562092E+001,-4.2207668E+001,-6.0334061E-003,-4.1304170E-002, 0.0000000E+000,-1.2770326E+000, 9.0121506E+000, 3.4783413E-003, 3.4783413E-003, 9.9824993E+002
 1.5000135E+003, 1.6284577E+002,-6.4590795E+001,-5.0348316E+001,-3.9306066E+001,-7.5436780E-003,-3.5119196E-003, 0.0000000E+000,-5.9986540E-001, 8.5895429E+000, 3.4783413E-003, 3.4783413E-003, 1.0001517E+003
 1.5300011E+003, 1.5336789E+002,-6.3144382E+001,-4.1495639E+001,-3.9399917E+001,-7.0694354E-003, 1.6969190E-002, 0.0000000E+000, 4.9033317E-001, 9.3378542E+000, 3.4783413E-003, 3.4783413E-003, 9.8439346E+002
 1.5600165E+003, 1.5916161E+002,-6.4391042E+001,-4.5995094E+001,-3.9506352E+001,-6.6487570E-003,-1.4964877E-002, 0.0000000E+000, 4.3022036E-001, 9.2475086E+000, 3.4783413E-003, 3.4783413E-003, 9.9846640E+002
 1.5900468E+003, 1.6701462E+002,-6.4637434E+001,-5.6724749E+001,-3.8681921E+001,-4.8501501E-003,-6.4093614E-003, 0.0000000E+000,-1.5410721E+000, 6.9592573E+000, 3.4783413E-003, 3.4783413E-003, 9.9178730E+002
 1.6200363E+003, 1.5494765E+002,-6.2569615E+001,-4.5545355E+001,-3.8925258E+001,-6.3471140E-003, 9.0253163E-002, 0.0000000E+000,-1.4246212E+000, 7.9913254E+000, 3.4783413E-003, 3.4783413E-003, 9.8659527E+002
 1.6500239E+003, 1.5608070E+002,-6.6276552E+001,-3.6217783E+001,-4.0736419E+001, 2.0431424E-004,-9.3758924E-002, 0.0000000E+000, 3.5322917E+000, 1.2756391E+001, 3.4783413E-003, 3.4783413E-003, 1.0025665E+003
 1.6800073E+003, 1.5991335E+002,-7.0484588E+001,-3.7800158E+001,-4.3386184E+001,-4.5593143E-003, 3.1134382E-002, 0.0000000E+000,-3.2124255E+000, 8.2690001E+000, 3.4783413E-003, 3.4783413E-003, 9.9666721E+002
 1.7100487E+003, 1.6555043E+002,-6.6493349E+001,-4.7679362E+001,-3.9818075E+001,-5.9765329E-003,-4.1658746E-002, 0.0000000E+000, 2.2764549E+000, 1.1512008E+001, 3.4783413E-003, 3.4783413E-003, 9.7645520E+002
 1.7400045E+003, 1.5844811E+002,-6.5631516E+001,-4.2726398E+001,-4.0111188E+001,-3.9172801E-003, 4.5608894E-002, 0.0000000E+000, 8.5738005E-001, 1.0020704E+001, 3.4783413E-003, 3.4783413E-003, 1.0106438E+003
 1.7700348E+003, 1.6621860E+002,-7.1190882E+001,-3.8808098E+001,-4.3416144E+001,-6.1841960E-003, 9.3771053E-002, 0.0000000E+000,-1.2084184E+000, 1.2891067E+001, 3.4783413E-003, 3.4783413E-003, 9.8849993E+002
 1.8000000E+003, 1.6294629E+002,-6.8189858E+001,-4.2402007E+001,-4.1355272E+001,-5.2526476E-003,-6.8818429E-002, 0.0000000E+000, 2.4468420E+000, 1.0925084E+001, 3.4783413E-003, 3.4783413E-003, 9.6526481E+002
