Time, u-vel
   4.775,   0.87556
   4.787,   0.85299
   4.798,   0.83258
   4.809,   0.81027
   4.820,   0.79012
   4.831,   0.76812
   4.842,   0.74827
   4.854,   0.72661
   4.864,   0.70710
   4.876,   0.68584
   4.886,   0.66670
   4.898,   0.64587
   4.908,   0.62714
   4.920,   0.60679
   4.931,   0.58852
   4.942,   0.56868
   4.953,   0.55089
   4.964,   0.53161
   4.975,   0.51434
   4.987,   0.49564
   4.997,   0.47893
   5.009,   0.46086
   5.019,   0.44474
   5.031,   0.42734
   5.041,   0.41184
   5.053,   0.39513
   5.064,   0.38028
   5.075,   0.36431
   5.086,   0.35013
   5.097,   0.33492
   5.108,   0.32145
   5.120,   0.30703
   5.130,   0.29429
   5.142,   0.28070
   5.152,   0.26872
   5.164,   0.25597
   5.174,   0.24477
   5.186,   0.23289
   5.197,   0.22250
   5.208,   0.21152
   5.219,   0.20195
   5.230,   0.19189
   5.241,   0.18316
   5.252,   0.17403
   5.263,   0.16617
   5.275,   0.15800
   5.285,   0.15101
   5.297,   0.14380
   5.307,   0.13770
   5.319,   0.13149
   5.330,   0.12629
   5.341,   0.12107
   5.352,   0.11678
   5.363,   0.11257
   5.374,   0.10920
   5.385,   0.10600
   5.396,   0.10356
   5.408,   0.10139
   5.418,   0.09988
   5.430,   0.09873
   5.440,   0.09816
   5.452,   0.09804
   5.463,   0.09840
   5.474,   0.09931
   5.485,   0.10060
   5.496,   0.10254
   5.507,   0.10477
   5.518,   0.10773
   5.529,   0.11088
   5.541,   0.11486
   5.551,   0.11894
   5.563,   0.12392
   5.573,   0.12891
   5.585,   0.13490
   5.595,   0.14080
   5.607,   0.14777
   5.618,   0.15456
   5.629,   0.16251
   5.640,   0.17017
   5.651,   0.17908
   5.662,   0.18761
   5.674,   0.19746
   5.684,   0.20683
   5.696,   0.21761
   5.706,   0.22781
   5.718,   0.23948
   5.728,   0.25050
   5.740,   0.26305
   5.751,   0.27485
   5.762,   0.28825
   5.773,   0.30081
   5.784,   0.31505
   5.795,   0.32835
   5.807,   0.34338
   5.817,   0.35739
   5.829,   0.37319
   5.839,   0.38789
   5.851,   0.40443
   5.861,   0.41979
   5.873,   0.43703
   5.884,   0.45302
   5.895,   0.47093
   5.906,   0.48751
   5.917,   0.50606
   5.928,   0.52321
   5.940,   0.54236
   5.950,   0.56003
   5.962,   0.57974
   5.972,   0.59791
   5.984,   0.61815
   5.994,   0.63677
   6.006,   0.65750
   6.017,   0.67654
   6.028,   0.69771
   6.039,   0.71713
   6.050,   0.73870
   6.061,   0.75848
   6.072,   0.78041
   6.083,   0.80049
   6.095,   0.82274
   6.105,   0.84309
   6.117,   0.86560
   6.127,   0.88618
   6.139,   0.90893
   6.150,   0.92969
   6.161,   0.95262
   6.172,   0.97354
   6.183,   0.99661
   6.194,   1.01763
   6.205,   1.04079
   6.216,   1.06187
   6.228,   1.08508
   6.238,   1.10619
   6.250,   1.12940
   6.260,   1.15049
   6.272,   1.17366
   6.283,   1.19603
