s,m/s,Pa,kg/m/s,,,
 3.6134030E-001, 1.7691560E+000,-2.9705369E+000, 1.0000000E-001, 6.3000000E+001, 5.4501957E-001, 9.3155733E-015
 3.7230551E-001, 1.7811722E+000,-2.9268971E+000, 1.0000000E-001, 6.3000000E+001, 5.4520376E-001, 9.1873734E-015
 3.8436725E-001, 1.7939475E+000,-2.8898985E+000, 1.0000000E-001, 6.3000000E+001, 5.4547532E-001, 9.1137651E-015
 3.9535744E-001, 1.8051796E+000,-2.8457139E+000, 1.0000000E-001, 6.3000000E+001, 5.4574141E-001, 9.0604492E-015
 4.0744665E-001, 1.8170808E+000,-2.8081022E+000, 1.0000000E-001, 6.3000000E+001, 5.4604980E-001, 9.0123126E-015
 4.1846291E-001, 1.8275074E+000,-2.7634728E+000, 1.0000000E-001, 6.3000000E+001, 5.4627577E-001, 8.9068110E-015
 4.3058080E-001, 1.8385120E+000,-2.7253153E+000, 1.0000000E-001, 6.3000000E+001, 5.4657871E-001, 8.8427461E-015
 4.4162425E-001, 1.8481132E+000,-2.6803412E+000, 1.0000000E-001, 6.3000000E+001, 5.4681591E-001, 8.7420392E-015
 4.5377205E-001, 1.8582002E+000,-2.6417068E+000, 1.0000000E-001, 6.3000000E+001, 5.4709581E-001, 8.6486973E-015
 4.6483945E-001, 1.8669541E+000,-2.5964832E+000, 1.0000000E-001, 6.3000000E+001, 5.4734031E-001, 8.5529138E-015
 4.7701358E-001, 1.8761006E+000,-2.5574581E+000, 1.0000000E-001, 6.3000000E+001, 5.4755894E-001, 8.3998448E-015
 4.8810591E-001, 1.8839911E+000,-2.5121075E+000, 1.0000000E-001, 6.3000000E+001, 5.4779140E-001, 8.2960092E-015
 5.0030747E-001, 1.8921802E+000,-2.4727646E+000, 1.0000000E-001, 6.3000000E+001, 5.4800728E-001, 8.1490390E-015
 5.1142584E-001, 1.8991928E+000,-2.4273865E+000, 1.0000000E-001, 6.3000000E+001, 5.4817112E-001, 7.9920597E-015
 5.2365605E-001, 1.9064096E+000,-2.3877995E+000, 1.0000000E-001, 6.3000000E+001, 5.4834876E-001, 7.8276055E-015
 5.3480160E-001, 1.9125312E+000,-2.3424917E+000, 1.0000000E-001, 6.3000000E+001, 5.4843742E-001, 7.6249422E-015
 5.4706170E-001, 1.9187623E+000,-2.3027355E+000, 1.0000000E-001, 6.3000000E+001, 5.4853172E-001, 7.4164417E-015
 5.5823225E-001, 1.9239800E+000,-2.2575924E+000, 1.0000000E-001, 6.3000000E+001, 5.4852227E-001, 7.1647692E-015
 5.7051985E-001, 1.9292125E+000,-2.2177551E+000, 1.0000000E-001, 6.3000000E+001, 5.4843124E-001, 6.8487175E-015
 5.8171531E-001, 1.9335168E+000,-2.1728868E+000, 1.0000000E-001, 6.3000000E+001, 5.4828134E-001, 6.5371035E-015
 5.9403031E-001, 1.9377414E+000,-2.1330499E+000, 1.0000000E-001, 6.3000000E+001, 5.4801962E-001, 6.1584036E-015
 6.0525182E-001, 1.9411253E+000,-2.0885549E+000, 1.0000000E-001, 6.3000000E+001, 5.4759390E-001, 5.7232859E-015
 6.1759548E-001, 1.9443351E+000,-2.0487961E+000, 1.0000000E-001, 6.3000000E+001, 5.4693694E-001, 5.1822431E-015
 6.2884419E-001, 1.9467932E+000,-2.0047649E+000, 1.0000000E-001, 6.3000000E+001, 5.4613596E-001, 4.6375875E-015
 6.4121777E-001, 1.9489834E+000,-1.9651625E+000, 1.0000000E-001, 6.3000000E+001, 5.4473346E-001, 3.8760080E-015
 6.5249238E-001, 1.9505116E+000,-1.9216832E+000, 1.0000000E-001, 6.3000000E+001, 5.4316019E-001, 3.1884657E-015
 6.6489446E-001, 1.9516790E+000,-1.8823248E+000, 1.0000000E-001, 6.3000000E+001, 5.4101591E-001, 2.4571435E-015
 6.7619401E-001, 1.9522758E+000,-1.8394933E+000, 1.0000000E-001, 5.5000000E+001, 5.0646511E-001, 8.8107421E-015
 6.8862352E-001, 1.9524200E+000,-1.8004651E+000, 1.0000000E-001, 5.4000000E+001, 5.0087948E-001, 9.5007633E-015
 6.9994916E-001, 1.9520862E+000,-1.7583720E+000, 1.0000000E-001, 6.2000000E+001, 5.4586538E-001, 7.7612855E-015
 7.1240736E-001, 1.9512091E+000,-1.7197526E+000, 1.0000000E-001, 6.2000000E+001, 5.4224257E-001, 5.1265462E-015
 7.2376026E-001, 1.9499474E+000,-1.6784771E+000, 1.0000000E-001, 6.2000000E+001, 5.3902710E-001, 3.5444232E-015
 7.3624844E-001, 1.9480529E+000,-1.6403448E+000, 1.0000000E-001, 6.2000000E+001, 5.4709152E-001, 8.9099977E-015
 7.4762802E-001, 1.9458678E+000,-1.5999640E+000, 1.0000000E-001, 6.3000000E+001, 5.4169672E-001, 2.6156776E-015
 7.6014556E-001, 1.9429623E+000,-1.5624026E+000, 1.0000000E-001, 6.3000000E+001, 5.4251779E-001, 2.8857620E-015
 7.7155013E-001, 1.9398611E+000,-1.5229965E+000, 1.0000000E-001, 6.3000000E+001, 5.4342828E-001, 3.2166660E-015
 7.8409516E-001, 1.9359539E+000,-1.4860925E+000, 1.0000000E-001, 6.3000000E+001, 5.4409688E-001, 3.4882752E-015
 7.9552589E-001, 1.9319456E+000,-1.4477382E+000, 1.0000000E-001, 6.3000000E+001, 5.4445298E-001, 3.6467170E-015
 8.0809970E-001, 1.9270475E+000,-1.4115671E+000, 1.0000000E-001, 6.3000000E+001, 5.4481702E-001, 3.8171017E-015
 8.1955778E-001, 1.9221427E+000,-1.3743292E+000, 1.0000000E-001, 6.3000000E+001, 5.4478692E-001, 3.8147465E-015
 8.3216166E-001, 1.9162665E+000,-1.3389652E+000, 1.0000000E-001, 6.3000000E+001, 5.4497906E-001, 3.9118611E-015
 8.4364707E-001, 1.9104783E+000,-1.3029061E+000, 1.0000000E-001, 6.3000000E+001, 5.4493849E-001, 3.9016732E-015
 8.5628102E-001, 1.9036395E+000,-1.2684257E+000, 1.0000000E-001, 6.3000000E+001, 5.4488115E-001, 3.8832211E-015
 8.6779150E-001, 1.8969843E+000,-1.2336087E+000, 1.0000000E-001, 6.3000000E+001, 5.4470533E-001, 3.8089072E-015
 8.8045304E-001, 1.8892021E+000,-1.2000931E+000, 1.0000000E-001, 6.3000000E+001, 5.4448127E-001, 3.7136835E-015
 8.9198980E-001, 1.8816968E+000,-1.1665778E+000, 1.0000000E-001, 6.3000000E+001, 5.4423958E-001, 3.6104004E-015
 9.0468023E-001, 1.8729910E+000,-1.1340950E+000, 1.0000000E-001, 6.3000000E+001, 5.4396546E-001, 3.4947504E-015
 9.1624446E-001, 1.8646540E+000,-1.1019292E+000, 1.0000000E-001, 6.3000000E+001, 5.4374502E-001, 3.4013545E-015
 9.2896512E-001, 1.8550459E+000,-1.0705451E+000, 1.0000000E-001, 6.3000000E+001, 5.4339707E-001, 3.2594856E-015
 9.4055718E-001, 1.8458983E+000,-1.0397740E+000, 1.0000000E-001, 6.3000000E+001, 5.4302437E-001, 3.1126436E-015
 9.5330846E-001, 1.8354119E+000,-1.0095542E+000, 1.0000000E-001, 6.3000000E+001, 5.4282378E-001, 3.0297776E-015
 9.6492573E-001, 1.8254790E+000,-9.8022387E-001, 1.0000000E-001, 6.3000000E+001, 5.4250261E-001, 2.9068441E-015
 9.7770474E-001, 1.8141434E+000,-9.5123841E-001, 1.0000000E-001, 6.3000000E+001, 5.4209033E-001, 2.7569460E-015
 9.8934843E-001, 1.8034496E+000,-9.2338867E-001, 1.0000000E-001, 6.3000000E+001, 5.4201107E-001, 2.7172356E-015
 1.0021565E+000, 1.7912926E+000,-8.9569384E-001, 1.0000000E-001, 6.3000000E+001, 5.4158725E-001, 2.5704322E-015
 1.0138278E+000, 1.7798639E+000,-8.6935491E-001, 1.0000000E-001, 6.3000000E+001, 5.4122943E-001, 2.4500661E-015
 1.0266663E+000, 1.7669149E+000,-8.4300380E-001, 1.0000000E-001, 6.3000000E+001, 5.4092385E-001, 2.3472200E-015
 1.0383658E+000, 1.7547794E+000,-8.1820295E-001, 1.0000000E-001, 6.3000000E+001, 5.4086311E-001, 2.3139885E-015
 1.0512353E+000, 1.7410703E+000,-7.9324664E-001, 1.0000000E-001, 6.3000000E+001, 5.4059203E-001, 2.2238339E-015
 1.0629602E+000, 1.7282615E+000,-7.7001235E-001, 1.0000000E-001, 6.3000000E+001, 5.4031023E-001, 2.1351249E-015
 1.0758576E+000, 1.7138303E+000,-7.4650476E-001, 1.0000000E-001, 6.3000000E+001, 5.4005748E-001, 2.0549477E-015
 1.0876091E+000, 1.7003795E+000,-7.2485675E-001, 1.0000000E-001, 6.3000000E+001, 5.3977675E-001, 1.9722150E-015
 1.1005358E+000, 1.6852613E+000,-7.0283842E-001, 1.0000000E-001, 6.3000000E+001, 5.3948137E-001, 1.8878831E-015
 1.1123151E+000, 1.6712009E+000,-6.8278955E-001, 1.0000000E-001, 6.3000000E+001, 5.3922381E-001, 1.8162213E-015
 1.1252724E+000, 1.6554321E+000,-6.6229701E-001, 1.0000000E-001, 6.3000000E+001, 5.3899635E-001, 1.7520067E-015
 1.1370802E+000, 1.6407968E+000,-6.4385733E-001, 1.0000000E-001, 6.2000000E+001, 5.4881737E-001, 9.8714503E-015
 1.1500688E+000, 1.6244163E+000,-6.2492401E-001, 1.0000000E-001, 6.2000000E+001, 5.4850502E-001, 9.4399133E-015
 1.1619022E+000, 1.6092465E+000,-6.0810429E-001, 1.0000000E-001, 6.2000000E+001, 5.4820073E-001, 9.0427094E-015
 1.1749189E+000, 1.5922997E+000,-5.9076384E-001, 1.0000000E-001, 6.2000000E+001, 5.4784555E-001, 8.6070186E-015
 1.1867791E+000, 1.5766323E+000,-5.7556529E-001, 1.0000000E-001, 6.2000000E+001, 5.4750354E-001, 8.2115836E-015
 1.1998253E+000, 1.5591604E+000,-5.5983946E-001, 1.0000000E-001, 6.2000000E+001, 5.4710716E-001, 7.7819810E-015
 1.2117136E+000, 1.5430334E+000,-5.4625881E-001, 1.0000000E-001, 6.2000000E+001, 5.4672427E-001, 7.3926633E-015
 1.2247907E+000, 1.5250786E+000,-5.3216485E-001, 1.0000000E-001, 6.2000000E+001, 5.4628437E-001, 6.9743430E-015
 1.2367075E+000, 1.5085320E+000,-5.2019643E-001, 1.0000000E-001, 6.2000000E+001, 5.4586350E-001, 6.5997008E-015
 1.2498160E+000, 1.4901390E+000,-5.0774776E-001, 1.0000000E-001, 6.2000000E+001, 5.4538064E-001, 6.1989455E-015
 1.2617586E+000, 1.4732187E+000,-4.9738546E-001, 1.0000000E-001, 6.2000000E+001, 5.4492274E-001, 5.8439935E-015
 1.2748955E+000, 1.4544384E+000,-4.8659297E-001, 1.0000000E-001, 6.2000000E+001, 5.4439706E-001, 5.4651871E-015
 1.2868653E+000, 1.4371854E+000,-4.7782204E-001, 1.0000000E-001, 6.2000000E+001, 5.4390176E-001, 5.1326678E-015
 1.3000320E+000, 1.4180636E+000,-4.6868699E-001, 1.0000000E-001, 6.2000000E+001, 5.4333287E-001, 4.7786501E-015
 1.3120301E+000, 1.4005200E+000,-4.6149000E-001, 1.0000000E-001, 6.2000000E+001, 5.4278169E-001, 4.4611738E-015
 1.3252280E+000, 1.3811032E+000,-4.5400891E-001, 1.0000000E-001, 6.1000000E+001, 5.4358311E-001, 8.9389515E-015
 1.3372546E+000, 1.3633134E+000,-4.4836654E-001, 1.0000000E-001, 6.2000000E+001, 5.4133754E-001, 3.7390587E-015
 1.3504839E+000, 1.3436507E+000,-4.4253168E-001, 1.0000000E-001, 6.2000000E+001, 5.4101611E-001, 3.5838452E-015
 1.3625366E+000, 1.3256635E+000,-4.3842261E-001, 1.0000000E-001, 6.2000000E+001, 5.4043351E-001, 3.3356525E-015
 1.3757946E+000, 1.3058091E+000,-4.3422160E-001, 1.0000000E-001, 6.1000000E+001, 5.4467103E-001, 9.8877046E-015
 1.3878747E+000, 1.2876685E+000,-4.3161818E-001, 1.0000000E-001, 6.1000000E+001, 5.4385438E-001, 8.9808972E-015
 1.4011628E+000, 1.2676710E+000,-4.2903156E-001, 1.0000000E-001, 6.1000000E+001, 5.4249774E-001, 7.6740096E-015
 1.4132716E+000, 1.2494214E+000,-4.2790466E-001, 1.0000000E-001, 6.1000000E+001, 5.3596396E-001, 3.6482886E-015
 1.4265913E+000, 1.2293296E+000,-4.2690847E-001, 1.0000000E-001, 6.1000000E+001, 5.4055656E-001, 6.1105922E-015
 1.4387284E+000, 1.2110183E+000,-4.2722717E-001, 1.0000000E-001, 6.1000000E+001, 5.4037209E-001, 5.9590343E-015
 1.4520793E+000, 1.1908843E+000,-4.2779278E-001, 1.0000000E-001, 6.1000000E+001, 5.3938778E-001, 5.3074785E-015
 1.4642429E+000, 1.1725610E+000,-4.2952312E-001, 1.0000000E-001, 6.1000000E+001, 5.3325810E-001, 2.6319849E-015
 1.4776228E+000, 1.1524397E+000,-4.3161635E-001, 1.0000000E-001, 6.1000000E+001, 5.3906571E-001, 5.0733438E-015
 1.4898141E+000, 1.1341494E+000,-4.3472082E-001, 1.0000000E-001, 6.1000000E+001, 5.3887519E-001, 4.9446721E-015
 1.5032246E+000, 1.1140902E+000,-4.3830303E-001, 1.0000000E-001, 6.1000000E+001, 5.3897651E-001, 4.9796938E-015
 1.5154450E+000, 1.0958779E+000,-4.4274323E-001, 1.0000000E-001, 6.1000000E+001, 5.3909925E-001, 5.0289149E-015
 1.5288874E+000, 1.0759301E+000,-4.4777182E-001, 1.0000000E-001, 6.1000000E+001, 5.3938101E-001, 5.1694178E-015
 1.5411358E+000, 1.0578443E+000,-4.5350724E-001, 1.0000000E-001, 6.1000000E+001, 5.3979579E-001, 5.3962230E-015
 1.5546091E+000, 1.0380611E+000,-4.5993442E-001, 1.0000000E-001, 6.1000000E+001, 5.4039775E-001, 5.7517755E-015
 1.5668843E+000, 1.0201500E+000,-4.6692147E-001, 1.0000000E-001, 6.1000000E+001, 5.4104963E-001, 6.1672602E-015
 1.5803870E+000, 1.0005842E+000,-4.7469472E-001, 1.0000000E-001, 6.1000000E+001, 5.4128123E-001, 6.3053285E-015
 1.5926904E+000, 9.8289211E-001,-4.8288860E-001, 1.0000000E-001, 6.1000000E+001, 5.4262560E-001, 7.3093221E-015
 1.6062241E+000, 9.6359191E-001,-4.9195312E-001, 1.0000000E-001, 6.1000000E+001, 5.4351942E-001, 8.0517013E-015
 1.6185569E+000, 9.4616255E-001,-5.0130849E-001, 1.0000000E-001, 6.1000000E+001, 5.4433807E-001, 8.7973192E-015
 1.6321230E+000, 9.2717578E-001,-5.1160643E-001, 1.0000000E-001, 6.1000000E+001, 5.4522923E-001, 9.6887323E-015
 1.6444835E+000, 9.1005676E-001,-5.2207489E-001, 1.0000000E-001, 6.2000000E+001, 5.3946463E-001, 2.7252651E-015
 1.6580799E+000, 8.9143533E-001,-5.3354242E-001, 1.0000000E-001, 6.2000000E+001, 5.4026284E-001, 2.9786008E-015
 1.6704676E+000, 8.7467131E-001,-5.4507371E-001, 1.0000000E-001, 6.2000000E+001, 5.4096552E-001, 3.2209344E-015
 1.6840940E+000, 8.5646376E-001,-5.5764494E-001, 1.0000000E-001, 6.2000000E+001, 5.4171026E-001, 3.4999288E-015
 1.6965102E+000, 8.4009615E-001,-5.7018904E-001, 1.0000000E-001, 6.2000000E+001, 5.4235777E-001, 3.7620488E-015
 1.7101681E+000, 8.2234748E-001,-5.8379730E-001, 1.0000000E-001, 6.2000000E+001, 5.4303830E-001, 4.0595838E-015
 1.7226142E+000, 8.0641683E-001,-5.9730381E-001, 1.0000000E-001, 6.2000000E+001, 5.4362506E-001, 4.3350589E-015
 1.7363050E+000, 7.8917105E-001,-6.1188052E-001, 1.0000000E-001, 6.2000000E+001, 5.4423804E-001, 4.6439586E-015
 1.7487782E+000, 7.7372220E-001,-6.2629476E-001, 1.0000000E-001, 6.2000000E+001, 5.4476242E-001, 4.9258202E-015
 1.7624987E+000, 7.5702777E-001,-6.4176428E-001, 1.0000000E-001, 6.2000000E+001, 5.4530902E-001, 5.2392087E-015
 1.7749996E+000, 7.4209962E-001,-6.5703161E-001, 1.0000000E-001, 6.2000000E+001, 5.4577304E-001, 5.5210280E-015
 1.7887505E+000, 7.2599857E-001,-6.7332061E-001, 1.0000000E-001, 6.2000000E+001, 5.4625276E-001, 5.8297371E-015
 1.8012804E+000, 7.1162790E-001,-6.8938737E-001, 1.0000000E-001, 6.2000000E+001, 5.4665964E-001, 6.1050790E-015
 1.8150634E+000, 6.9615987E-001,-7.0642239E-001, 1.0000000E-001, 6.2000000E+001, 5.4707872E-001, 6.4035476E-015
 1.8276232E+000, 6.8238271E-001,-7.2323416E-001, 1.0000000E-001, 6.2000000E+001, 5.4743080E-001, 6.6651416E-015
 1.8414391E+000, 6.6758650E-001,-7.4094040E-001, 1.0000000E-001, 6.2000000E+001, 5.4779372E-001, 6.9468382E-015
 1.8540258E+000, 6.5444164E-001,-7.5843841E-001, 1.0000000E-001, 6.2000000E+001, 5.4809301E-001, 7.1870207E-015
 1.8678712E+000, 6.4035876E-001,-7.7673463E-001, 1.0000000E-001, 6.2000000E+001, 5.4840026E-001, 7.4423818E-015
 1.8804860E+000, 6.2787818E-001,-7.9486112E-001, 1.0000000E-001, 6.2000000E+001, 5.4865497E-001, 7.6588549E-015
 1.8943624E+000, 6.1454283E-001,-8.1367208E-001, 1.0000000E-001, 6.2000000E+001, 5.4891181E-001, 7.8826465E-015
 1.9070069E+000, 6.0275695E-001,-8.3237092E-001, 1.0000000E-001, 6.2000000E+001, 5.4912199E-001, 8.0672333E-015
 1.9209158E+000, 5.9020161E-001,-8.5162168E-001, 1.0000000E-001, 6.2000000E+001, 5.4932934E-001, 8.2512591E-015
 1.9335894E+000, 5.7914080E-001,-8.7083487E-001, 1.0000000E-001, 6.2000000E+001, 5.4950032E-001, 8.4011920E-015
 1.9475304E+000, 5.6739771E-001,-8.9044813E-001, 1.0000000E-001, 6.2000000E+001, 5.4966234E-001, 8.5413221E-015
 1.9602313E+000, 5.5709131E-001,-9.1011502E-001, 1.0000000E-001, 6.2000000E+001, 5.4978968E-001, 8.6458269E-015
 1.9742023E+000, 5.4619145E-001,-9.3001203E-001, 1.0000000E-001, 6.2000000E+001, 5.4990943E-001, 8.7384670E-015
 1.9869320E+000, 5.3666389E-001,-9.5007278E-001, 1.0000000E-001, 6.2000000E+001, 5.4999508E-001, 8.7941134E-015
 2.0009347E+000, 5.2663299E-001,-9.7018063E-001, 1.0000000E-001, 6.2000000E+001, 5.5007058E-001, 8.8325481E-015
 2.0136945E+000, 5.1790681E-001,-9.9057732E-001, 1.0000000E-001, 6.2000000E+001, 5.5012135E-001, 8.8426822E-015
 2.0277304E+000, 5.0876852E-001,-1.0108244E+000, 1.0000000E-001, 6.2000000E+001, 5.5015087E-001, 8.8225488E-015
 2.0405184E+000, 5.0086640E-001,-1.0314969E+000, 1.0000000E-001, 6.2000000E+001, 5.5016005E-001, 8.7792710E-015
 2.0545853E+000, 4.9264419E-001,-1.0518080E+000, 1.0000000E-001, 6.2000000E+001, 5.5014105E-001, 8.6980590E-015
 2.0674013E+000, 4.8558503E-001,-1.0726938E+000, 1.0000000E-001, 6.2000000E+001, 5.5010900E-001, 8.6030266E-015
 2.0814988E+000, 4.7829835E-001,-1.0929979E+000, 1.0000000E-001, 6.2000000E+001, 5.5003833E-001, 8.4607970E-015
 2.0943442E+000, 4.7209775E-001,-1.1140366E+000, 1.0000000E-001, 6.2000000E+001, 5.4995209E-001, 8.3059006E-015
 2.1084740E+000, 4.6576248E-001,-1.1342675E+000, 1.0000000E-001, 6.2000000E+001, 5.4982857E-001, 8.1082491E-015
 2.1213501E+000, 4.6043396E-001,-1.1554003E+000, 1.0000000E-001, 6.2000000E+001, 5.4968272E-001, 7.8967456E-015
 2.1355138E+000, 4.5506366E-001,-1.1754937E+000, 1.0000000E-001, 6.2000000E+001, 5.4948923E-001, 7.6389223E-015
 2.1484170E+000, 4.5062022E-001,-1.1966604E+000, 1.0000000E-001, 6.2000000E+001, 5.4927877E-001, 7.3787477E-015
 2.1626106E+000, 4.4622752E-001,-1.2165469E+000, 1.0000000E-001, 6.2000000E+001, 5.4900912E-001, 7.0711354E-015
 2.1755424E+000, 4.4267729E-001,-1.2376822E+000, 1.0000000E-001, 6.2000000E+001, 5.4872858E-001, 6.7734450E-015
 2.1897674E+000, 4.3926979E-001,-1.2573026E+000, 1.0000000E-001, 6.2000000E+001, 5.4836546E-001, 6.4219701E-015
 2.2027291E+000, 4.3661866E-001,-1.2783478E+000, 1.0000000E-001, 6.2000000E+001, 5.4801096E-001, 6.1020168E-015
 2.2169871E+000, 4.3420149E-001,-1.2976454E+000, 1.0000000E-001, 6.2000000E+001, 5.4754737E-001, 5.7244254E-015
 2.2299785E+000, 4.3245329E-001,-1.3185419E+000, 1.0000000E-001, 6.2000000E+001, 5.4704513E-001, 5.3555647E-015
 2.2442690E+000, 4.3102918E-001,-1.3374603E+000, 1.0000000E-001, 6.2000000E+001, 5.4615766E-001, 4.7976399E-015
 2.2572882E+000, 4.3018506E-001,-1.3581473E+000, 1.0000000E-001, 5.4000000E+001, 5.0565311E-001, 9.3806964E-015
 2.2716093E+000, 4.2975363E-001,-1.3766308E+000, 1.0000000E-001, 5.4000000E+001, 5.0050590E-001, 5.3671749E-015
 2.2846577E+000, 4.2981158E-001,-1.3970455E+000, 1.0000000E-001, 6.1000000E+001, 5.4465292E-001, 7.3033986E-015
 2.2990110E+000, 4.3036927E-001,-1.4150461E+000, 1.0000000E-001, 6.1000000E+001, 5.4742963E-001, 9.9508984E-015
 2.3120901E+000, 4.3132499E-001,-1.4351311E+000, 1.0000000E-001, 6.2000000E+001, 5.4696167E-001, 5.1757403E-015
 2.3264771E+000, 4.3286570E-001,-1.4526038E+000, 1.0000000E-001, 6.2000000E+001, 5.4887486E-001, 6.4613230E-015
 2.3395845E+000, 4.3471197E-001,-1.4723036E+000, 1.0000000E-001, 6.2000000E+001, 5.5032699E-001, 7.6722530E-015
 2.3540026E+000, 4.3722612E-001,-1.4892010E+000, 1.0000000E-001, 6.2000000E+001, 5.5119102E-001, 8.5608772E-015
 2.3671385E+000, 4.3995298E-001,-1.5084538E+000, 1.0000000E-001, 6.2000000E+001, 5.5113442E-001, 8.6298721E-015
 2.3815880E+000, 4.4342815E-001,-1.5247354E+000, 1.0000000E-001, 6.2000000E+001, 5.5216898E-001, 9.8826103E-015
 2.3947539E+000, 4.4702336E-001,-1.5434839E+000, 1.0000000E-001, 6.3000000E+001, 5.4601153E-001, 2.7479358E-015
 2.4092363E+000, 4.5144479E-001,-1.5591138E+000, 1.0000000E-001, 6.3000000E+001, 5.4627109E-001, 2.9044926E-015
 2.4224327E+000, 4.5589356E-001,-1.5773047E+000, 1.0000000E-001, 6.3000000E+001, 5.4641353E-001, 3.0290163E-015
 2.4369488E+000, 4.6124359E-001,-1.5922484E+000, 1.0000000E-001, 6.3000000E+001, 5.4646946E-001, 3.1426190E-015
 2.4501730E+000, 4.6652726E-001,-1.6098299E+000, 1.0000000E-001, 6.3000000E+001, 5.4645107E-001, 3.2292869E-015
