Time, u-vel
   1.832,   0.65952
   1.838,   0.65204
   1.845,   0.64465
   1.852,   0.63736
   1.859,   0.63016
   1.866,   0.62306
   1.873,   0.61605
   1.880,   0.60915
   1.886,   0.60234
   1.893,   0.59563
   1.900,   0.58902
   1.907,   0.58252
   1.914,   0.57612
   1.921,   0.56982
   1.927,   0.56363
   1.934,   0.55754
   1.941,   0.55156
   1.948,   0.54569
   1.955,   0.53992
   1.962,   0.53427
   1.969,   0.52872
   1.975,   0.52329
   1.982,   0.51796
   1.989,   0.51275
   1.996,   0.50765
   2.003,   0.50267
   2.010,   0.49780
   2.017,   0.49304
   2.023,   0.48840
   2.030,   0.48387
   2.037,   0.47946
   2.044,   0.47517
   2.051,   0.47099
   2.058,   0.46693
   2.064,   0.46299
   2.071,   0.45917
   2.078,   0.45547
   2.085,   0.45188
   2.092,   0.44842
   2.099,   0.44507
   2.106,   0.44185
   2.112,   0.43875
   2.119,   0.43576
   2.126,   0.43290
   2.133,   0.43016
   2.140,   0.42754
   2.147,   0.42504
   2.154,   0.42267
   2.160,   0.42041
   2.167,   0.41828
   2.174,   0.41627
   2.181,   0.41438
   2.188,   0.41262
   2.195,   0.41097
   2.201,   0.40945
   2.208,   0.40805
   2.215,   0.40677
   2.222,   0.40561
   2.229,   0.40457
   2.236,   0.40366
   2.243,   0.40287
   2.249,   0.40220
   2.256,   0.40164
   2.263,   0.40121
   2.270,   0.40090
   2.277,   0.40071
   2.284,   0.40064
   2.290,   0.40069
   2.297,   0.40086
   2.304,   0.40115
   2.311,   0.40155
   2.318,   0.40207
   2.325,   0.40272
   2.332,   0.40347
   2.338,   0.40435
   2.345,   0.40534
   2.352,   0.40644
   2.359,   0.40767
   2.366,   0.40900
   2.373,   0.41045
   2.380,   0.41201
   2.386,   0.41369
   2.393,   0.41548
   2.400,   0.41738
   2.407,   0.41939
   2.414,   0.42151
   2.421,   0.42374
   2.427,   0.42607
   2.434,   0.42852
   2.441,   0.43107
   2.448,   0.43373
   2.455,   0.43650
   2.462,   0.43937
   2.469,   0.44234
   2.475,   0.44542
   2.482,   0.44860
   2.489,   0.45188
   2.496,   0.45526
   2.503,   0.45874
   2.510,   0.46232
   2.517,   0.46599
   2.523,   0.46977
   2.530,   0.47363
   2.537,   0.47760
   2.544,   0.48165
   2.551,   0.48580
   2.558,   0.49004
   2.564,   0.49437
   2.571,   0.49879
   2.578,   0.50330
   2.585,   0.50790
   2.592,   0.51258
   2.599,   0.51735
   2.606,   0.52220
   2.612,   0.52713
   2.619,   0.53214
   2.626,   0.53724
   2.633,   0.54241
   2.640,   0.54766
   2.647,   0.55299
   2.654,   0.55840
   2.660,   0.56387
   2.667,   0.56942
   2.674,   0.57505
   2.681,   0.58074
   2.688,   0.58650
   2.695,   0.59233
   2.701,   0.59823
   2.708,   0.60419
   2.715,   0.61022
   2.722,   0.61631
   2.729,   0.62246
   2.736,   0.62867
   2.743,   0.63493
   2.749,   0.64126
   2.756,   0.64764
   2.763,   0.65408
   2.770,   0.66057
   2.777,   0.66711
   2.784,   0.67370
   2.791,   0.68034
   2.797,   0.68703
   2.804,   0.69376
   2.811,   0.70054
   2.818,   0.70737
   2.825,   0.71423
   2.832,   0.72113
   2.838,   0.72808
   2.845,   0.73506
   2.852,   0.74208
   2.859,   0.74913
   2.866,   0.75622
   2.873,   0.76334
   2.880,   0.77048
   2.886,   0.77766
   2.893,   0.78487
   2.900,   0.79210
   2.907,   0.79935
   2.914,   0.80663
   2.921,   0.81394
   2.928,   0.82126
   2.934,   0.82860
   2.941,   0.83596
   2.948,   0.84333
   2.955,   0.85072
   2.962,   0.85812
   2.969,   0.86553
   2.975,   0.87296
   2.982,   0.88039
   2.989,   0.88783
   2.996,   0.89528
   3.003,   0.90273
   3.010,   0.91018
   3.017,   0.91763
   3.023,   0.92509
   3.030,   0.93254
   3.037,   0.94000
   3.044,   0.94744
   3.051,   0.95488
   3.058,   0.96232
   3.064,   0.96975
   3.071,   0.97716
   3.078,   0.98457
   3.085,   0.99196
   3.092,   0.99934
   3.099,   1.00671
   3.106,   1.01406
   3.112,   1.02139
   3.119,   1.02870
   3.126,   1.03599
   3.133,   1.04326
   3.140,   1.05051
   3.147,   1.05773
   3.154,   1.06492
   3.160,   1.07209
   3.167,   1.07923
   3.174,   1.08634
   3.181,   1.09342
   3.188,   1.10047
   3.195,   1.10749
   3.201,   1.11447
   3.208,   1.12141
   3.215,   1.12832
   3.222,   1.13518
   3.229,   1.14201
   3.236,   1.14880
   3.243,   1.15555
   3.249,   1.16225
   3.256,   1.16891
   3.263,   1.17552
   3.270,   1.18209
   3.277,   1.18861
   3.284,   1.19508
   3.291,   1.20150
   3.297,   1.20787
   3.304,   1.21418
   3.311,   1.22045
   3.318,   1.22666
   3.325,   1.23281
   3.332,   1.23891
   3.338,   1.24495
   3.345,   1.25094
   3.352,   1.25686
   3.359,   1.26273
   3.366,   1.26853
   3.373,   1.27427
   3.380,   1.27995
   3.386,   1.28556
   3.393,   1.29111
   3.400,   1.29660
   3.407,   1.30201
   3.414,   1.30736
   3.421,   1.31265
   3.428,   1.31786
   3.434,   1.32300
   3.441,   1.32807
   3.448,   1.33308
   3.455,   1.33801
   3.462,   1.34286
   3.469,   1.34764
   3.475,   1.35235
   3.482,   1.35699
   3.489,   1.36154
   3.496,   1.36603
   3.503,   1.37043
   3.510,   1.37476
   3.517,   1.37900
   3.523,   1.38317
   3.530,   1.38727
   3.537,   1.39128
   3.544,   1.39521
   3.551,   1.39905
   3.558,   1.40282
   3.565,   1.40651
   3.571,   1.41011
   3.578,   1.41363
   3.585,   1.41707
   3.592,   1.42042
   3.599,   1.42369
   3.606,   1.42687
   3.612,   1.42997
   3.619,   1.43298
   3.626,   1.43591
   3.633,   1.43875
   3.640,   1.44151
   3.647,   1.44418
   3.654,   1.44676
   3.660,   1.44925
   3.667,   1.45166
   3.674,   1.45398
   3.681,   1.45621
   3.688,   1.45835
   3.695,   1.46041
   3.702,   1.46237
   3.708,   1.46425
   3.715,   1.46604
   3.722,   1.46774
   3.729,   1.46935
   3.736,   1.47088
   3.743,   1.47231
   3.749,   1.47366
   3.756,   1.47491
   3.763,   1.47608
   3.770,   1.47716
   3.777,   1.47815
   3.784,   1.47905
   3.791,   1.47986
   3.797,   1.48058
   3.804,   1.48121
   3.811,   1.48176
   3.818,   1.48222
   3.825,   1.48259
   3.832,   1.48287
   3.838,   1.48306
   3.845,   1.48317
   3.852,   1.48318
   3.859,   1.48311
   3.866,   1.48296
   3.873,   1.48271
   3.880,   1.48238
   3.886,   1.48197
   3.893,   1.48147
   3.900,   1.48088
   3.907,   1.48021
   3.914,   1.47945
   3.921,   1.47861
   3.928,   1.47768
   3.934,   1.47667
   3.941,   1.47558
   3.948,   1.47440
   3.955,   1.47315
   3.962,   1.47181
   3.969,   1.47039
   3.975,   1.46888
   3.982,   1.46730
   3.989,   1.46564
   3.996,   1.46389
   4.003,   1.46207
   4.010,   1.46017
   4.017,   1.45820
   4.023,   1.45614
   4.030,   1.45401
   4.037,   1.45180
   4.044,   1.44952
   4.051,   1.44716
   4.058,   1.44473
   4.065,   1.44223
   4.071,   1.43965
   4.078,   1.43700
   4.085,   1.43428
   4.092,   1.43149
   4.099,   1.42863
   4.106,   1.42569
   4.112,   1.42269
   4.119,   1.41963
   4.126,   1.41649
   4.133,   1.41329
   4.140,   1.41003
   4.147,   1.40670
   4.154,   1.40330
   4.160,   1.39984
   4.167,   1.39632
   4.174,   1.39274
   4.181,   1.38910
   4.188,   1.38540
   4.195,   1.38164
   4.202,   1.37782
   4.208,   1.37395
   4.215,   1.37001
   4.222,   1.36603
   4.229,   1.36199
   4.236,   1.35789
   4.243,   1.35374
   4.249,   1.34955
   4.256,   1.34530
   4.263,   1.34100
   4.270,   1.33665
   4.277,   1.33225
   4.284,   1.32781
   4.291,   1.32332
   4.297,   1.31878
   4.304,   1.31421
   4.311,   1.30958
   4.318,   1.30492
   4.325,   1.30022
   4.332,   1.29547
   4.339,   1.29069
   4.345,   1.28587
   4.352,   1.28101
   4.359,   1.27611
   4.366,   1.27118
   4.373,   1.26622
   4.380,   1.26122
   4.386,   1.25619
   4.393,   1.25113
   4.400,   1.24604
   4.407,   1.24093
   4.414,   1.23578
   4.421,   1.23061
   4.428,   1.22541
   4.434,   1.22018
   4.441,   1.21494
   4.448,   1.20967
   4.455,   1.20438
   4.462,   1.19907
   4.469,   1.19373
   4.476,   1.18839
   4.482,   1.18302
   4.489,   1.17764
   4.496,   1.17224
   4.503,   1.16683
   4.510,   1.16140
   4.517,   1.15597
   4.523,   1.15052
   4.530,   1.14506
   4.537,   1.13959
   4.544,   1.13412
   4.551,   1.12864
   4.558,   1.12315
   4.565,   1.11766
   4.571,   1.11217
   4.578,   1.10667
   4.585,   1.10117
   4.592,   1.09567
   4.599,   1.09017
   4.606,   1.08468
   4.613,   1.07918
   4.619,   1.07369
   4.626,   1.06821
   4.633,   1.06273
   4.640,   1.05725
   4.647,   1.05179
   4.654,   1.04633
   4.660,   1.04088
   4.667,   1.03545
   4.674,   1.03002
   4.681,   1.02461
   4.688,   1.01921
   4.695,   1.01383
   4.702,   1.00846
   4.708,   1.00311
   4.715,   0.99778
   4.722,   0.99246
   4.729,   0.98717
   4.736,   0.98190
   4.743,   0.97664
   4.749,   0.97141
   4.756,   0.96620
   4.763,   0.96102
   4.770,   0.95586
   4.777,   0.95073
   4.784,   0.94563
   4.791,   0.94055
   4.797,   0.93550
   4.804,   0.93048
   4.811,   0.92549
   4.818,   0.92053
   4.825,   0.91561
   4.832,   0.91072
   4.839,   0.90586
   4.845,   0.90103
   4.852,   0.89625
   4.859,   0.89149
   4.866,   0.88678
   4.873,   0.88210
   4.880,   0.87746
   4.886,   0.87286
   4.893,   0.86830
   4.900,   0.86378
   4.907,   0.85931
   4.914,   0.85487
   4.921,   0.85048
   4.928,   0.84613
   4.934,   0.84183
   4.941,   0.83757
   4.948,   0.83336
   4.955,   0.82919
   4.962,   0.82507
   4.969,   0.82100
   4.976,   0.81698
   4.982,   0.81301
   4.989,   0.80908
   4.996,   0.80521
   5.003,   0.80138
   5.010,   0.79761
   5.017,   0.79389
   5.023,   0.79023
   5.030,   0.78661
   5.037,   0.78305
   5.044,   0.77955
   5.051,   0.77610
   5.058,   0.77270
   5.065,   0.76936
   5.071,   0.76608
   5.078,   0.76285
   5.085,   0.75968
   5.092,   0.75656
   5.099,   0.75351
   5.106,   0.75051
   5.113,   0.74757
   5.119,   0.74469
   5.126,   0.74187
   5.133,   0.73912
   5.140,   0.73642
   5.147,   0.73378
   5.154,   0.73120
   5.160,   0.72868
   5.167,   0.72623
   5.174,   0.72383
   5.181,   0.72150
   5.188,   0.71923
   5.195,   0.71703
   5.202,   0.71488
   5.208,   0.71280
   5.215,   0.71079
   5.222,   0.70883
   5.229,   0.70694
   5.236,   0.70512
   5.243,   0.70335
   5.250,   0.70166
   5.256,   0.70002
   5.263,   0.69845
   5.270,   0.69695
   5.277,   0.69551
   5.284,   0.69413
   5.291,   0.69282
   5.297,   0.69158
   5.304,   0.69040
   5.311,   0.68928
   5.318,   0.68823
   5.325,   0.68725
   5.332,   0.68633
   5.339,   0.68547
   5.345,   0.68468
   5.352,   0.68396
   5.359,   0.68330
   5.366,   0.68270
   5.373,   0.68217
   5.380,   0.68171
   5.387,   0.68131
   5.393,   0.68097
   5.400,   0.68070
   5.407,   0.68049
   5.414,   0.68035
   5.421,   0.68027
   5.428,   0.68025
   5.434,   0.68030
   5.441,   0.68041
   5.448,   0.68059
   5.455,   0.68082
   5.462,   0.68112
   5.469,   0.68149
   5.476,   0.68191
   5.482,   0.68240
   5.489,   0.68295
   5.496,   0.68356
   5.503,   0.68424
   5.510,   0.68497
   5.517,   0.68576
   5.523,   0.68662
   5.530,   0.68753
   5.537,   0.68851
   5.544,   0.68954
   5.551,   0.69063
   5.558,   0.69178
   5.565,   0.69299
   5.571,   0.69426
   5.578,   0.69559
   5.585,   0.69697
   5.592,   0.69841
   5.599,   0.69990
   5.606,   0.70145
   5.613,   0.70306
   5.619,   0.70472
   5.626,   0.70643
   5.633,   0.70820
   5.640,   0.71002
   5.647,   0.71190
   5.654,   0.71382
   5.660,   0.71580
   5.667,   0.71783
   5.674,   0.71991
   5.681,   0.72204
   5.688,   0.72422
   5.695,   0.72646
   5.702,   0.72873
   5.708,   0.73106
   5.715,   0.73344
   5.722,   0.73586
   5.729,   0.73832
   5.736,   0.74084
   5.743,   0.74340
   5.750,   0.74600
   5.756,   0.74865
   5.763,   0.75134
   5.770,   0.75407
   5.777,   0.75684
   5.784,   0.75966
   5.791,   0.76252
   5.797,   0.76541
   5.804,   0.76835
   5.811,   0.77132
   5.818,   0.77434
   5.825,   0.77739
   5.832,   0.78047
   5.839,   0.78359
   5.845,   0.78675
   5.852,   0.78994
   5.859,   0.79317
   5.866,   0.79643
   5.873,   0.79972
   5.880,   0.80305
   5.887,   0.80640
   5.893,   0.80979
   5.900,   0.81320
   5.907,   0.81664
   5.914,   0.82012
   5.921,   0.82362
   5.928,   0.82714
   5.934,   0.83069
   5.941,   0.83427
   5.948,   0.83787
   5.955,   0.84149
   5.962,   0.84514
   5.969,   0.84881
   5.976,   0.85250
   5.982,   0.85621
   5.989,   0.85995
   5.996,   0.86370
   6.003,   0.86747
   6.010,   0.87125
   6.017,   0.87505
   6.024,   0.87887
   6.030,   0.88271
   6.037,   0.88656
   6.044,   0.89042
   6.051,   0.89430
   6.058,   0.89818
   6.065,   0.90208
   6.071,   0.90599
   6.078,   0.90991
   6.085,   0.91384
   6.092,   0.91778
   6.099,   0.92172
   6.106,   0.92567
   6.113,   0.92963
   6.119,   0.93359
   6.126,   0.93756
   6.133,   0.94153
   6.140,   0.94550
   6.147,   0.94948
   6.154,   0.95345
   6.161,   0.95743
   6.167,   0.96141
   6.174,   0.96538
   6.181,   0.96936
   6.188,   0.97333
   6.195,   0.97730
   6.202,   0.98126
   6.208,   0.98522
   6.215,   0.98918
   6.222,   0.99313
   6.229,   0.99707
   6.236,   1.00101
   6.243,   1.00493
   6.250,   1.00885
   6.256,   1.01276
   6.263,   1.01665
   6.270,   1.02054
   6.277,   1.02441
   6.283,   1.02793
