Time, u-vel
   1.682,   0.78161
   1.688,   0.77019
   1.693,   0.75985
   1.699,   0.74851
   1.704,   0.73824
   1.710,   0.72699
   1.716,   0.71679
   1.727,   0.69552
   1.733,   0.68444
   1.738,   0.67442
   1.744,   0.66344
   1.750,   0.65351
   1.756,   0.64265
   1.761,   0.63281
   1.767,   0.62205
   1.772,   0.61233
   1.778,   0.60168
   1.789,   0.58154
   1.795,   0.57203
   1.801,   0.56164
   1.806,   0.55225
   1.812,   0.54199
   1.818,   0.53272
   1.823,   0.52260
   1.829,   0.51346
   1.835,   0.50347
   1.846,   0.48463
   1.852,   0.47576
   1.857,   0.46608
   1.863,   0.45735
   1.869,   0.44783
   1.874,   0.43924
   1.880,   0.42988
   1.885,   0.42145
   1.891,   0.41226
   1.903,   0.39495
   1.908,   0.38683
   1.914,   0.37799
   1.919,   0.37003
   1.925,   0.36137
   1.931,   0.35358
   1.937,   0.34510
   1.942,   0.33748
   1.948,   0.32920
   1.959,   0.31366
   1.965,   0.30639
   1.971,   0.29850
   1.976,   0.29142
   1.982,   0.28373
   1.987,   0.27683
   1.993,   0.26934
   1.999,   0.26264
   2.005,   0.25536
   2.016,   0.24179
   2.021,   0.23547
   2.027,   0.22863
   2.033,   0.22251
   2.039,   0.21589
   2.044,   0.20997
   2.050,   0.20358
   2.055,   0.19787
   2.061,   0.19170
   2.073,   0.18026
   2.078,   0.17497
   2.084,   0.16927
   2.089,   0.16419
   2.095,   0.15873
   2.101,   0.15387
   2.107,   0.14864
   2.112,   0.14400
   2.118,   0.13902
   2.129,   0.12987
   2.135,   0.12567
   2.141,   0.12118
   2.146,   0.11722
   2.152,   0.11298
   2.157,   0.10924
   2.163,   0.10525
   2.169,   0.10174
   2.175,   0.09801
   2.186,   0.09125
   2.191,   0.08821
   2.197,   0.08499
   2.203,   0.08218
   2.209,   0.07922
   2.214,   0.07665
   2.220,   0.07395
   2.225,   0.07161
   2.231,   0.06918
   2.243,   0.06491
   2.248,   0.06305
   2.254,   0.06115
   2.259,   0.05953
   2.265,   0.05789
   2.271,   0.05652
   2.277,   0.05514
   2.282,   0.05401
   2.288,   0.05290
   2.299,   0.05118
   2.305,   0.05054
   2.310,   0.04996
   2.316,   0.04956
   2.322,   0.04926
   2.327,   0.04911
   2.333,   0.04907
   2.339,   0.04916
   2.344,   0.04940
   2.356,   0.05023
   2.361,   0.05081
   2.367,   0.05158
   2.373,   0.05241
   2.378,   0.05344
   2.384,   0.05451
   2.390,   0.05582
   2.395,   0.05713
   2.401,   0.05870
   2.406,   0.06025
   2.418,   0.06388
   2.424,   0.06598
   2.429,   0.06802
   2.435,   0.07039
   2.440,   0.07266
   2.446,   0.07529
   2.452,   0.07780
   2.458,   0.08069
   2.463,   0.08344
   2.474,   0.08957
   2.480,   0.09298
   2.486,   0.09620
   2.492,   0.09987
   2.497,   0.10332
   2.503,   0.10724
   2.508,   0.11092
   2.514,   0.11509
   2.520,   0.11900
   2.531,   0.12756
   2.537,   0.13223
   2.542,   0.13659
   2.548,   0.14151
   2.554,   0.14609
   2.560,   0.15126
   2.565,   0.15606
   2.571,   0.16146
   2.576,   0.16648
   2.588,   0.17736
   2.594,   0.18323
   2.599,   0.18868
   2.605,   0.19479
   2.610,   0.20044
   2.616,   0.20678
   2.622,   0.21264
   2.628,   0.21920
   2.633,   0.22527
   2.639,   0.23205
   2.650,   0.24532
   2.656,   0.25179
   2.662,   0.25901
   2.667,   0.26566
   2.673,   0.27309
   2.678,   0.27994
   2.684,   0.28758
   2.690,   0.29462
   2.696,   0.30246
   2.707,   0.31772
   2.712,   0.32512
   2.718,   0.33335
   2.724,   0.34093
   2.730,   0.34935
   2.735,   0.35710
   2.741,   0.36572
   2.746,   0.37363
   2.752,   0.38243
   2.764,   0.39948
   2.769,   0.40772
   2.775,   0.41687
   2.780,   0.42526
   2.786,   0.43458
   2.792,   0.44312
   2.798,   0.45261
   2.803,   0.46130
   2.809,   0.47094
   2.820,   0.48957
   2.826,   0.49854
   2.831,   0.50848
   2.837,   0.51759
   2.843,   0.52768
   2.848,   0.53691
   2.854,   0.54714
   2.860,   0.55650
   2.865,   0.56686
   2.877,   0.58682
   2.882,   0.59642
   2.888,   0.60703
   2.894,   0.61673
   2.899,   0.62746
   2.905,   0.63726
   2.911,   0.64811
   2.916,   0.65801
   2.922,   0.66896
   2.933,   0.69001
   2.939,   0.70009
   2.945,   0.71124
   2.950,   0.72141
   2.956,   0.73264
   2.961,   0.74289
   2.967,   0.75421
   2.973,   0.76453
   2.979,   0.77593
   2.990,   0.79779
   2.995,   0.80824
   3.001,   0.81977
   3.007,   0.83029
   3.013,   0.84188
   3.018,   0.85244
   3.024,   0.86409
   3.029,   0.87470
   3.035,   0.88640
   3.047,   0.90879
   3.052,   0.91948
   3.058,   0.93125
   3.063,   0.94197
   3.069,   0.95377
   3.075,   0.96451
   3.081,   0.97634
   3.086,   0.98711
   3.092,   0.99895
   3.103,   1.02159
   3.109,   1.03237
   3.115,   1.04423
   3.120,   1.05502
   3.126,   1.06689
   3.131,   1.07767
   3.137,   1.08953
   3.143,   1.10030
   3.149,   1.11215
   3.160,   1.13474
   3.165,   1.14548
   3.171,   1.15728
   3.177,   1.16800
   3.183,   1.17977
   3.188,   1.19046
   3.194,   1.20219
   3.199,   1.21284
   3.205,   1.22454
   3.217,   1.24679
   3.222,   1.25735
   3.228,   1.26894
   3.233,   1.27945
   3.239,   1.29098
   3.245,   1.30143
   3.251,   1.31290
   3.256,   1.32328
   3.262,   1.33468
   3.267,   1.34500
   3.279,   1.36656
   3.285,   1.37778
   3.290,   1.38795
   3.296,   1.39909
   3.301,   1.40918
   3.307,   1.42022
   3.313,   1.43021
   3.318,   1.44116
   3.324,   1.45106
   3.335,   1.47169
   3.341,   1.48242
   3.347,   1.49211
   3.352,   1.50272
   3.358,   1.51230
   3.364,   1.52279
   3.369,   1.53226
   3.375,   1.54261
   3.381,   1.55196
   3.392,   1.57141
   3.398,   1.58149
   3.403,   1.59059
   3.409,   1.60053
   3.414,   1.60950
   3.420,   1.61928
   3.426,   1.62811
   3.432,   1.63774
   3.437,   1.64643
   3.448,   1.66444
   3.454,   1.67375
   3.460,   1.68213
   3.466,   1.69128
   3.471,   1.69951
   3.477,   1.70847
   3.482,   1.71654
   3.488,   1.72533
   3.494,   1.73324
   3.505,   1.74958
   3.511,   1.75800
   3.516,   1.76557
   3.522,   1.77379
   3.528,   1.78118
   3.534,   1.78921
   3.539,   1.79642
   3.545,   1.80425
   3.550,   1.81128
   3.556,   1.81891
   3.568,   1.83317
   3.573,   1.83981
   3.579,   1.84702
   3.584,   1.85348
   3.590,   1.86047
   3.596,   1.86673
   3.602,   1.87350
   3.607,   1.87956
   3.613,   1.88611
   3.624,   1.89828
   3.630,   1.90393
   3.636,   1.91003
   3.641,   1.91546
   3.647,   1.92133
   3.652,   1.92655
   3.658,   1.93218
   3.664,   1.93719
   3.670,   1.94258
   3.681,   1.95252
   3.686,   1.95709
   3.692,   1.96200
   3.698,   1.96635
   3.704,   1.97101
   3.709,   1.97513
   3.715,   1.97955
   3.720,   1.98344
   3.726,   1.98760
   3.738,   1.99518
   3.743,   1.99862
   3.749,   2.00227
   3.754,   2.00548
   3.760,   2.00888
   3.766,   2.01185
   3.772,   2.01499
   3.777,   2.01772
   3.783,   2.02060
   3.794,   2.02572
   3.800,   2.02798
   3.806,   2.03033
   3.811,   2.03236
   3.817,   2.03445
   3.822,   2.03623
   3.828,   2.03805
   3.834,   2.03959
   3.839,   2.04115
   3.851,   2.04374
   3.856,   2.04480
   3.862,   2.04582
   3.868,   2.04663
   3.873,   2.04739
   3.879,   2.04796
   3.885,   2.04844
   3.890,   2.04877
   3.896,   2.04899
   3.907,   2.04902
   3.913,   2.04885
   3.919,   2.04853
   3.924,   2.04812
   3.930,   2.04754
   3.935,   2.04688
   3.941,   2.04603
   3.947,   2.04513
   3.953,   2.04401
   3.964,   2.04148
   3.969,   2.04010
   3.975,   2.03844
   3.981,   2.03682
   3.987,   2.03489
   3.992,   2.03303
   3.998,   2.03084
   4.003,   2.02873
   4.009,   2.02628
   4.021,   2.02123
   4.026,   2.01864
   4.032,   2.01567
   4.037,   2.01285
   4.043,   2.00962
   4.049,   2.00656
   4.055,   2.00307
   4.060,   1.99978
   4.066,   1.99604
   4.077,   1.98852
   4.083,   1.98477
   4.089,   1.98051
   4.094,   1.97653
   4.100,   1.97203
   4.105,   1.96783
   4.111,   1.96308
   4.117,   1.95865
   4.123,   1.95365
   4.134,   1.94377
   4.139,   1.93890
   4.145,   1.93342
   4.151,   1.92833
   4.157,   1.92262
   4.162,   1.91732
   4.168,   1.91137
   4.173,   1.90586
   4.179,   1.89968
   4.185,   1.89396
   4.196,   1.88163
   4.202,   1.87500
   4.207,   1.86887
   4.213,   1.86201
   4.219,   1.85569
   4.225,   1.84862
   4.230,   1.84209
   4.236,   1.83481
   4.241,   1.82809
   4.253,   1.81369
   4.259,   1.80599
   4.264,   1.79889
   4.270,   1.79099
   4.275,   1.78372
   4.281,   1.77561
   4.287,   1.76816
   4.293,   1.75987
   4.298,   1.75224
   4.309,   1.73595
   4.315,   1.72728
   4.321,   1.71931
   4.327,   1.71046
   4.332,   1.70233
   4.338,   1.69330
   4.343,   1.68502
   4.349,   1.67582
   4.355,   1.66737
   4.366,   1.64941
   4.372,   1.63988
   4.377,   1.63115
   4.383,   1.62146
   4.389,   1.61258
   4.394,   1.60274
   4.400,   1.59372
   4.406,   1.58373
   4.411,   1.57459
   4.417,   1.56446
   4.428,   1.54491
   4.434,   1.53552
   4.440,   1.52512
   4.445,   1.51560
   4.451,   1.50508
   4.456,   1.49545
   4.462,   1.48480
   4.468,   1.47507
   4.474,   1.46430
   4.485,   1.44359
   4.490,   1.43366
   4.496,   1.42268
   4.502,   1.41265
   4.508,   1.40157
   4.513,   1.39146
   4.519,   1.38029
   4.524,   1.37009
   4.530,   1.35883
   4.542,   1.33721
   4.547,   1.32687
   4.553,   1.31545
   4.558,   1.30504
   4.564,   1.29355
   4.570,   1.28308
   4.576,   1.27153
   4.581,   1.26100
   4.587,   1.24939
   4.598,   1.22714
   4.604,   1.21652
   4.610,   1.20481
   4.615,   1.19415
   4.621,   1.18240
   4.626,   1.17170
   4.632,   1.15992
   4.638,   1.14919
   4.644,   1.13738
   4.655,   1.11479
   4.660,   1.10403
   4.666,   1.09217
   4.672,   1.08140
   4.678,   1.06953
   4.683,   1.05875
   4.689,   1.04688
   4.694,   1.03610
   4.700,   1.02423
   4.712,   1.00160
   4.717,   0.99083
   4.723,   0.97899
   4.728,   0.96823
   4.734,   0.95641
   4.740,   0.94567
   4.746,   0.93388
   4.751,   0.92317
   4.757,   0.91141
   4.768,   0.88901
   4.774,   0.87837
   4.780,   0.86670
   4.785,   0.85610
   4.791,   0.84447
   4.796,   0.83393
   4.802,   0.82235
   4.808,   0.81186
   4.814,   0.80035
   4.825,   0.77848
   4.830,   0.76811
   4.836,   0.75674
   4.842,   0.74644
   4.848,   0.73516
   4.853,   0.72493
   4.859,   0.71373
   4.864,   0.70359
   4.870,   0.69248
   4.881,   0.67141
   4.887,   0.66144
   4.893,   0.65053
   4.898,   0.64066
   4.904,   0.62986
   4.910,   0.62009
   4.915,   0.60941
   4.921,   0.59974
   4.927,   0.58918
   4.938,   0.56918
   4.944,   0.55975
   4.949,   0.54943
   4.955,   0.54012
   4.961,   0.52994
   4.966,   0.52075
   4.972,   0.51072
   4.977,   0.50166
   4.983,   0.49177
   4.995,   0.47310
   5.000,   0.46432
   5.006,   0.45473
   5.011,   0.44609
   5.017,   0.43667
   5.023,   0.42818
   5.029,   0.41892
   5.034,   0.41058
   5.040,   0.40150
   5.045,   0.39332
   5.057,   0.37638
   5.063,   0.36765
   5.068,   0.35980
   5.074,   0.35125
   5.079,   0.34356
   5.085,   0.33520
   5.091,   0.32769
   5.097,   0.31953
   5.102,   0.31219
   5.113,   0.29707
   5.119,   0.28930
   5.125,   0.28233
   5.131,   0.27477
   5.136,   0.26799
   5.142,   0.26063
   5.147,   0.25404
   5.153,   0.24690
   5.159,   0.24051
   5.170,   0.22739
   5.176,   0.22069
   5.181,   0.21469
   5.187,   0.20821
   5.193,   0.20242
   5.199,   0.19617
   5.204,   0.19058
   5.210,   0.18456
   5.215,   0.17919
   5.227,   0.16824
   5.233,   0.16268
   5.238,   0.15774
   5.244,   0.15243
   5.249,   0.14770
   5.255,   0.14263
   5.261,   0.13812
   5.267,   0.13329
   5.272,   0.12901
   5.278,   0.12443
   5.289,   0.11604
   5.295,   0.11221
   5.301,   0.10813
   5.306,   0.10453
   5.312,   0.10070
   5.317,   0.09734
   5.323,   0.09376
   5.329,   0.09063
   5.335,   0.08731
   5.346,   0.08135
   5.351,   0.07869
   5.357,   0.07589
   5.363,   0.07347
   5.368,   0.07093
   5.374,   0.06875
   5.380,   0.06647
   5.385,   0.06453
   5.391,   0.06252
   5.402,   0.05907
   5.408,   0.05760
   5.414,   0.05613
   5.419,   0.05491
   5.425,   0.05370
   5.431,   0.05272
   5.436,   0.05177
   5.442,   0.05104
   5.448,   0.05036
   5.459,   0.04947
   5.464,   0.04922
   5.470,   0.04908
   5.476,   0.04908
   5.482,   0.04921
   5.487,   0.04945
   5.493,   0.04985
   5.498,   0.05034
   5.504,   0.05101
   5.516,   0.05268
   5.521,   0.05365
   5.527,   0.05485
   5.532,   0.05607
   5.538,   0.05754
   5.544,   0.05900
   5.550,   0.06074
   5.555,   0.06244
   5.561,   0.06444
   5.572,   0.06865
   5.578,   0.07083
   5.584,   0.07336
   5.589,   0.07578
   5.595,   0.07858
   5.600,   0.08123
   5.606,   0.08429
   5.612,   0.08718
   5.618,   0.09049
   5.629,   0.09719
   5.634,   0.10055
   5.640,   0.10438
   5.646,   0.10797
   5.652,   0.11205
   5.657,   0.11587
   5.663,   0.12020
   5.668,   0.12425
   5.674,   0.12883
   5.686,   0.13793
   5.691,   0.14242
   5.697,   0.14749
   5.702,   0.15221
   5.708,   0.15752
   5.714,   0.16246
   5.720,   0.16801
   5.725,   0.17317
   5.731,   0.17895
   5.742,   0.19034
   5.748,   0.19592
   5.754,   0.20217
   5.759,   0.20795
   5.765,   0.21443
   5.770,   0.22042
   5.776,   0.22712
   5.782,   0.23331
   5.788,   0.24023
   5.799,   0.25375
   5.804,   0.26034
   5.810,   0.26769
   5.816,   0.27446
   5.822,   0.28202
   5.827,   0.28899
   5.833,   0.29675
   5.838,   0.30390
   5.844,   0.31187
   5.856,   0.32736
   5.861,   0.33487
   5.867,   0.34322
   5.872,   0.35091
   5.878,   0.35945
   5.884,   0.36730
   5.889,   0.37603
   5.895,   0.38405
   5.901,   0.39295
   5.906,   0.40113
   5.918,   0.41855
   5.923,   0.42780
   5.929,   0.43629
   5.935,   0.44571
   5.940,   0.45435
   5.946,   0.46393
   5.952,   0.47271
   5.957,   0.48245
   5.963,   0.49137
   5.974,   0.51031
   5.980,   0.52034
   5.985,   0.52953
   5.991,   0.53971
   5.997,   0.54902
   6.003,   0.55933
   6.008,   0.56876
   6.014,   0.57920
   6.019,   0.58875
   6.031,   0.60898
   6.037,   0.61966
   6.042,   0.62943
   6.048,   0.64023
   6.053,   0.65009
   6.059,   0.66100
   6.065,   0.67096
   6.071,   0.68198
   6.076,   0.69203
   6.087,   0.71328
   6.093,   0.72448
   6.099,   0.73470
   6.105,   0.74599
   6.110,   0.75628
   6.116,   0.76765
   6.121,   0.77801
   6.127,   0.78945
   6.133,   0.79989
   6.144,   0.82189
   6.150,   0.83346
   6.155,   0.84400
   6.161,   0.85563
   6.167,   0.86622
   6.173,   0.87790
   6.178,   0.88854
   6.184,   0.90026
   6.189,   0.91094
   6.195,   0.92270
   6.207,   0.94520
   6.212,   0.95593
   6.218,   0.96775
   6.223,   0.97851
   6.229,   0.99035
   6.235,   1.00112
   6.241,   1.01297
   6.246,   1.02375
   6.252,   1.03562
   6.263,   1.05827
   6.269,   1.06905
   6.275,   1.08092
   6.280,   1.09169
   6.283,   1.09813
