s,Pa,Pa,Pa
 6.3500000E+000, 2.7447765E+003, 2.7448820E+003, 1.7883769E+003
 6.4500000E+000, 2.7222320E+003, 2.7223381E+003, 1.8570276E+003
 6.5500000E+000, 2.7018330E+003, 2.7019420E+003, 1.9191663E+003
 6.6500000E+000, 2.6833776E+003, 2.6835105E+003, 1.9753994E+003
 6.7500000E+000, 2.6666857E+003, 2.6668686E+003, 2.0262796E+003
 6.8500000E+000, 2.6515921E+003, 2.6518439E+003, 2.0723075E+003
 6.9500000E+000, 2.6379497E+003, 2.6382738E+003, 2.1139432E+003
 7.0500000E+000, 2.6256245E+003, 2.6260069E+003, 2.1516058E+003
 7.1500000E+000, 2.6144918E+003, 2.6149049E+003, 2.1856735E+003
 7.2500000E+000, 2.6044398E+003, 2.6048500E+003, 2.2164895E+003
 7.3500000E+000, 2.5953659E+003, 2.5957419E+003, 2.2443627E+003
 7.4500000E+000, 2.5871742E+003, 2.5874934E+003, 2.2695685E+003
 7.5500000E+000, 2.5797786E+003, 2.5800307E+003, 2.2923573E+003
 7.6500000E+000, 2.5731015E+003, 2.5732873E+003, 2.3129569E+003
 7.7500000E+000, 2.5670716E+003, 2.5671990E+003, 2.3315746E+003
 7.8500000E+000, 2.5616256E+003, 2.5617040E+003, 2.3484013E+003
 7.9500000E+000, 2.5567062E+003, 2.5567418E+003, 2.3636119E+003
 8.0500000E+000, 2.5522604E+003, 2.5522539E+003, 2.3773649E+003
 8.1500000E+000, 2.5482404E+003, 2.5481878E+003, 2.3898041E+003
 8.2500000E+000, 2.5446027E+003, 2.5444986E+003, 2.4010596E+003
 8.3500000E+000, 2.5413064E+003, 2.5411485E+003, 2.4112469E+003
 8.4500000E+000, 2.5383151E+003, 2.5381071E+003, 2.4204702E+003
 8.5000000E+000, 2.5369236E+003, 2.5366941E+003, 2.4247502E+003
 8.6000000E+000, 2.5343297E+003, 2.5340683E+003, 2.4327004E+003
 8.7000000E+000, 2.5319660E+003, 2.5316904E+003, 2.4399040E+003
 8.8000000E+000, 2.5298086E+003, 2.5295371E+003, 2.4464332E+003
 8.9000000E+000, 2.5278371E+003, 2.5275857E+003, 2.4523539E+003
 9.0000000E+000, 2.5260338E+003, 2.5258140E+003, 2.4577253E+003
 9.1000000E+000, 2.5243832E+003, 2.5242017E+003, 2.4626000E+003
 9.2000000E+000, 2.5228714E+003, 2.5227316E+003, 2.4670246E+003
 9.3000000E+000, 2.5214862E+003, 2.5213896E+003, 2.4710404E+003
 9.4000000E+000, 2.5202172E+003, 2.5201653E+003, 2.4746842E+003
 9.5000000E+000, 2.5190557E+003, 2.5190501E+003, 2.4779891E+003
 9.6000000E+000, 2.5179941E+003, 2.5180366E+003, 2.4809844E+003
 9.7000000E+000, 2.5170258E+003, 2.5171174E+003, 2.4836965E+003
 9.8000000E+000, 2.5161453E+003, 2.5162849E+003, 2.4861497E+003
 9.9000000E+000, 2.5153477E+003, 2.5155315E+003, 2.4883659E+003
 1.0000000E+001, 2.5146285E+003, 2.5148497E+003, 2.4903653E+003
 1.0100000E+001, 2.5139831E+003, 2.5142326E+003, 2.4921660E+003
 1.0200000E+001, 2.5134067E+003, 2.5136738E+003, 2.4937843E+003
 1.0300000E+001, 2.5128944E+003, 2.5131680E+003, 2.4952353E+003
 1.0400000E+001, 2.5124415E+003, 2.5127110E+003, 2.4965330E+003
 1.0500000E+001, 2.5120427E+003, 2.5122989E+003, 2.4976905E+003
 1.0600000E+001, 2.5116930E+003, 2.5119279E+003, 2.4987203E+003
 1.0700000E+001, 2.5113872E+003, 2.5115943E+003, 2.4996342E+003
 1.0800000E+001, 2.5111203E+003, 2.5112940E+003, 2.5004438E+003
 1.0900000E+001, 2.5108874E+003, 2.5110231E+003, 2.5011602E+003
 1.1000000E+001, 2.5106836E+003, 2.5107778E+003, 2.5017939E+003
 1.1100000E+001, 2.5105043E+003, 2.5105547E+003, 2.5023550E+003
 1.1200000E+001, 2.5103451E+003, 2.5103509E+003, 2.5028528E+003
 1.1300000E+001, 2.5102017E+003, 2.5101638E+003, 2.5032961E+003
 1.1400000E+001, 2.5100703E+003, 2.5099915E+003, 2.5036928E+003
 1.1500000E+001, 2.5099472E+003, 2.5098322E+003, 2.5040500E+003
 1.1600000E+001, 2.5098292E+003, 2.5096844E+003, 2.5043742E+003
 1.1700000E+001, 2.5097138E+003, 2.5095465E+003, 2.5046709E+003
 1.1800000E+001, 2.5095988E+003, 2.5094171E+003, 2.5049450E+003
 1.1900000E+001, 2.5094825E+003, 2.5092949E+003, 2.5052006E+003
 1.2000000E+001, 2.5093639E+003, 2.5091786E+003, 2.5054406E+003
 1.2100000E+001, 2.5092422E+003, 2.5090671E+003, 2.5056674E+003
 1.2200000E+001, 2.5091172E+003, 2.5089594E+003, 2.5058823E+003
 1.2300000E+001, 2.5089891E+003, 2.5088550E+003, 2.5060861E+003
 1.2400000E+001, 2.5088585E+003, 2.5087536E+003, 2.5062788E+003
 1.2500000E+001, 2.5087267E+003, 2.5086552E+003, 2.5064604E+003
 1.2600000E+001, 2.5085953E+003, 2.5085602E+003, 2.5066308E+003
 1.2700000E+001, 2.5084662E+003, 2.5084691E+003, 2.5067894E+003
 1.2800000E+001, 2.5083413E+003, 2.5083823E+003, 2.5069355E+003
 1.2900000E+001, 2.5082227E+003, 2.5083002E+003, 2.5070685E+003
 1.3000000E+001, 2.5081122E+003, 2.5082234E+003, 2.5071876E+003
 1.3100000E+001, 2.5080115E+003, 2.5081521E+003, 2.5072921E+003
 1.3200000E+001, 2.5079220E+003, 2.5080868E+003, 2.5073816E+003
 1.3300000E+001, 2.5078448E+003, 2.5080275E+003, 2.5074555E+003
 1.3400000E+001, 2.5077801E+003, 2.5079743E+003, 2.5075135E+003
 1.3500000E+001, 2.5077282E+003, 2.5079268E+003, 2.5075555E+003
 1.3600000E+001, 2.5076885E+003, 2.5078848E+003, 2.5075816E+003
 1.3700000E+001, 2.5076603E+003, 2.5078476E+003, 2.5075923E+003
 1.3800000E+001, 2.5076425E+003, 2.5078145E+003, 2.5075887E+003
 1.3900000E+001, 2.5076339E+003, 2.5077851E+003, 2.5075719E+003
 1.4000000E+001, 2.5076329E+003, 2.5077587E+003, 2.5075439E+003
 1.4100000E+001, 2.5076380E+003, 2.5077346E+003, 2.5075065E+003
 1.4200000E+001, 2.5076473E+003, 2.5077123E+003, 2.5074619E+003
 1.4300000E+001, 2.5076591E+003, 2.5076912E+003, 2.5074125E+003
 1.4400000E+001, 2.5076716E+003, 2.5076708E+003, 2.5073604E+003
 1.4500000E+001, 2.5076830E+003, 2.5076506E+003, 2.5073080E+003
 1.4600000E+001, 2.5076916E+003, 2.5076303E+003, 2.5072574E+003
 1.4700000E+001, 2.5076960E+003, 2.5076092E+003, 2.5072105E+003
 1.4800000E+001, 2.5076949E+003, 2.5075873E+003, 2.5071689E+003
 1.4900000E+001, 2.5076874E+003, 2.5075640E+003, 2.5071341E+003
 1.5000000E+001, 2.5076726E+003, 2.5075392E+003, 2.5071069E+003
 1.5100000E+001, 2.3874315E+003, 2.3869666E+003, 2.3858941E+003
 1.5200000E+001, 2.1640832E+003, 2.1621119E+003, 2.1602721E+003
 1.5300000E+001, 1.9604181E+003, 1.9574403E+003, 1.9550326E+003
 1.5400000E+001, 1.7748701E+003, 1.7719392E+003, 1.7690846E+003
 1.5500000E+001, 1.6067235E+003, 1.6040164E+003, 1.6008593E+003
 1.5600000E+001, 1.4543859E+003, 1.4520098E+003, 1.4486207E+003
 1.5700000E+001, 1.3151667E+003, 1.3137823E+003, 1.3104790E+003
 1.5800000E+001, 1.1879273E+003, 1.1873927E+003, 1.1855655E+003
 1.5900000E+001, 1.0722366E+003, 1.0724667E+003, 1.0727330E+003
 1.6000000E+001, 9.6731189E+002, 9.6842740E+002, 9.7050650E+002
 1.6100000E+001, 8.7242292E+002, 8.7435440E+002, 8.7768371E+002
 1.6200000E+001, 7.8823593E+002, 7.9036841E+002, 7.9394985E+002
 1.6300000E+001, 7.1239103E+002, 7.1457381E+002, 7.1820364E+002
 1.6400000E+001, 6.4383040E+002, 6.4599839E+002, 6.4960237E+002
 1.6500000E+001, 5.8187204E+002, 5.8397538E+002, 5.8749089E+002
 1.6600000E+001, 5.2589992E+002, 5.2790609E+002, 5.3128077E+002
 1.6700000E+001, 4.7535759E+002, 4.7724896E+002, 4.8044002E+002
 1.6800000E+001, 4.2973907E+002, 4.3150333E+002, 4.3447860E+002
 1.6900000E+001, 3.8858519E+002, 3.9021765E+002, 3.9295788E+002
 1.7000000E+001, 3.5147580E+002, 3.5297475E+002, 3.5547407E+002
 1.7100000E+001, 3.2017488E+002, 3.2086581E+002, 3.2229458E+002
 1.7200000E+001, 2.9207249E+002, 2.9209850E+002, 2.9241790E+002
 1.7300000E+001, 2.6569443E+002, 2.6537970E+002, 2.6502063E+002
 1.7400000E+001, 2.4092845E+002, 2.4052114E+002, 2.3992963E+002
 1.7500000E+001, 2.1850643E+002, 2.1800506E+002, 2.1720238E+002
 1.7600000E+001, 1.9819841E+002, 1.9760225E+002, 1.9661471E+002
 1.7700000E+001, 1.7979389E+002, 1.7910579E+002, 1.7796377E+002
 1.7800000E+001, 1.6310043E+002, 1.6233305E+002, 1.6106895E+002
 1.7900000E+001, 1.4794326E+002, 1.4712278E+002, 1.4577117E+002
 1.8000000E+001, 1.3416443E+002, 1.3332546E+002, 1.3192371E+002
 1.8100000E+001, 1.2162456E+002, 1.2080662E+002, 1.1939708E+002
 1.8200000E+001, 1.1020109E+002, 1.0944011E+002, 1.0806879E+002
 1.8300000E+001, 9.9786957E+001, 9.9110501E+001, 9.7825905E+001
 1.8400000E+001, 9.0288350E+001, 8.9714234E+001, 8.8563262E+001
 1.8500000E+001, 8.1622099E+001, 8.1160058E+001, 8.0182422E+001
 1.8600000E+001, 7.3713394E+001, 7.3367543E+001, 7.2592557E+001
 1.8700000E+001, 6.6494598E+001, 6.6266764E+001, 6.5711132E+001
 1.8800000E+001, 5.9904277E+001, 5.9795921E+001, 5.9464466E+001
 1.8900000E+001, 5.3886735E+001, 5.3899134E+001, 5.3787770E+001
 1.9000000E+001, 4.8392226E+001, 4.8526211E+001, 4.8625242E+001
 1.9100000E+001, 4.3376871E+001, 4.3631614E+001, 4.3928951E+001
 1.9200000E+001, 3.8802479E+001, 3.9174251E+001, 3.9657461E+001
 1.9300000E+001, 3.4636058E+001, 3.5117644E+001, 3.5774510E+001
 1.9400000E+001, 3.0848939E+001, 3.1429819E+001, 3.2247583E+001
 1.9500000E+001, 2.7415729E+001, 2.8083058E+001, 2.9046984E+001
 1.9600000E+001, 2.4313340E+001, 2.5053122E+001, 2.6145319E+001
 1.9700000E+001, 2.1520121E+001, 2.2318388E+001, 2.3517461E+001
 1.9800000E+001, 1.9015354E+001, 1.9858939E+001, 2.1140965E+001
 1.9900000E+001, 1.6778890E+001, 1.7655096E+001, 1.8995009E+001
 2.0000000E+001, 1.4791498E+001, 1.5688662E+001, 1.7061935E+001
 2.0100000E+001, 1.3034826E+001, 1.3941871E+001, 1.5324893E+001
 2.0200000E+001, 1.1491579E+001, 1.2397475E+001, 1.3766956E+001
 2.0300000E+001, 1.0145491E+001, 1.1038529E+001, 1.2371181E+001
 2.0400000E+001, 8.9814553E+000, 9.8496651E+000, 1.1122732E+001
 2.0500000E+001, 7.9849918E+000, 8.8155311E+000, 1.0007064E+001
 2.0600000E+001, 7.1421379E+000, 7.9220244E+000, 9.0113769E+000
 2.0700000E+001, 6.4390217E+000, 7.1555245E+000, 8.1235869E+000
 2.0800000E+001, 5.8616658E+000, 6.5028706E+000, 7.3322237E+000
 2.0900000E+001, 5.3959585E+000, 5.9515230E+000, 6.6271248E+000
 2.1000000E+001, 5.0276537E+000, 5.4891474E+000, 5.9993544E+000
 2.1100000E+001, 4.7425961E+000, 5.1038207E+000, 5.4413561E+000
 2.1200000E+001, 4.5269825E+000, 4.7842056E+000, 4.9465251E+000
 2.1300000E+001, 4.3676040E+000, 4.5196842E+000, 4.5088262E+000
 2.1400000E+001, 4.2520315E+000, 4.3004422E+000, 4.1224728E+000
 2.1500000E+001, 4.1687135E+000, 4.1174606E+000, 3.7816976E+000
 2.1600000E+001, 4.1070150E+000, 3.9624009E+000, 3.4806558E+000
 2.1700000E+001, 4.0572096E+000, 3.8274786E+000, 3.2135188E+000
 2.1800000E+001, 4.0104669E+000, 3.7053841E+000, 2.9746928E+000
 2.1900000E+001, 3.9588510E+000, 3.5893467E+000, 2.7589505E+000
 2.2000000E+001, 3.8953565E+000, 3.4730774E+000, 2.5616281E+000
 2.2100000E+001, 3.8139914E+000, 3.3513967E+000, 2.3787799E+000
 2.2200000E+001, 3.7099741E+000, 3.2203886E+000, 2.2079403E+000
 2.2300000E+001, 3.5795220E+000, 3.0763109E+000, 2.0459069E+000
 2.2400000E+001, 3.4203908E+000, 2.9176220E+000, 1.8917179E+000
 2.2500000E+001, 3.2312524E+000, 2.7423207E+000, 1.7428004E+000
 2.2600000E+001, 3.0122926E+000, 2.5506093E+000, 1.5988666E+000
 2.2700000E+001, 2.7646108E+000, 2.3426477E+000, 1.4589242E+000
 2.2800000E+001, 2.4904146E+000, 2.1198127E+000, 1.3228507E+000
 2.2900000E+001, 2.1927230E+000, 1.8839391E+000, 1.1904450E+000
 2.3000000E+001, 1.8752605E+000, 1.6372096E+000, 1.0615514E+000
 2.3100000E+001, 1.5423320E+000, 1.3820893E+000, 9.3606468E-001
 2.3200000E+001, 1.1986938E+000, 1.1212463E+000, 8.1391843E-001
 2.3300000E+001, 8.4942333E-001, 8.5750331E-001, 6.9510931E-001
 2.3400000E+001, 4.9978736E-001, 5.9384640E-001, 5.7970163E-001
 2.3500000E+001, 1.5511010E-001, 3.3344388E-001, 4.6788333E-001
 2.3600000E+001,-1.7935502E-001, 7.9636186E-002, 3.6001466E-001
 2.3700000E+001,-4.9854148E-001,-1.6411239E-001, 2.5664041E-001
 2.3800000E+001,-7.9767349E-001,-3.9430507E-001, 1.5846869E-001
 2.3900000E+001,-1.0723580E+000,-6.0752938E-001, 6.6353037E-002
 2.4000000E+001,-1.3186654E+000,-8.0058853E-001,-1.8747939E-002
 2.4100000E+001,-1.5331996E+000,-9.7061357E-001,-9.5793168E-002
 2.4200000E+001,-1.7131472E+000,-1.1151388E+000,-1.6369613E-001
 2.4300000E+001,-1.8563407E+000,-1.2322020E+000,-2.2147366E-001
 2.4400000E+001,-1.9612900E+000,-1.3205704E+000,-2.6859188E-001
 2.4500000E+001,-2.0271495E+000,-1.3793466E+000,-3.0434023E-001
 2.4600000E+001,-2.0537084E+000,-1.4080457E+000,-3.2806965E-001
 2.4700000E+001,-2.0415133E+000,-1.4071731E+000,-3.4004520E-001
 2.4800000E+001,-1.9917345E+000,-1.3776592E+000,-3.4055572E-001
 2.4900000E+001,-1.9062087E+000,-1.3210982E+000,-3.3033167E-001
 2.5000000E+001,-1.7874555E+000,-1.2397162E+000,-3.1063176E-001
