s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 9.6449469E+000, 7.0225742E+003, 7.0225760E+003, 7.0225756E+003, 2.5624150E+001, 2.5623742E+001, 2.5624615E+001, 1.2540339E+000, 1.2540356E+000, 1.2540319E+000
 1.0277402E+001, 7.5277611E+003, 7.5277644E+003, 7.5277650E+003, 2.6018048E+001, 2.6017618E+001, 2.6018567E+001, 1.2582222E+000, 1.2582240E+000, 1.2582200E+000
 1.0830801E+001, 8.0019543E+003, 8.0019576E+003, 8.0019577E+003, 2.6386582E+001, 2.6386131E+001, 2.6387151E+001, 1.2621487E+000, 1.2621506E+000, 1.2621463E+000
 1.1463257E+001, 8.4767226E+003, 8.4767257E+003, 8.4767250E+003, 2.6754357E+001, 2.6753888E+001, 2.6754979E+001, 1.2660752E+000, 1.2660772E+000, 1.2660726E+000
 1.2016655E+001, 8.9520454E+003, 8.9520494E+003, 8.9520489E+003, 2.7121420E+001, 2.7120944E+001, 2.7122107E+001, 1.2700017E+000, 1.2700037E+000, 1.2699988E+000
 1.2649111E+001, 9.4279435E+003, 9.4279488E+003, 9.4279490E+003, 2.7487734E+001, 2.7487261E+001, 2.7488496E+001, 1.2739281E+000, 1.2739301E+000, 1.2739249E+000
 1.3202509E+001, 9.9043839E+003, 9.9043898E+003, 9.9043899E+003, 2.7853333E+001, 2.7852864E+001, 2.7854173E+001, 1.2778545E+000, 1.2778565E+000, 1.2778509E+000
 1.3834965E+001, 1.0381389E+004, 1.0381395E+004, 1.0381394E+004, 2.8218183E+001, 2.8217731E+001, 2.8219119E+001, 1.2817808E+000, 1.2817827E+000, 1.2817768E+000
 1.4467420E+001, 1.0890786E+004, 1.0890793E+004, 1.0890792E+004, 2.8606538E+001, 2.8606122E+001, 2.8607598E+001, 1.2859688E+000, 1.2859705E+000, 1.2859643E+000
 1.5020819E+001, 1.1368899E+004, 1.1368906E+004, 1.1368906E+004, 2.8969861E+001, 2.8969494E+001, 2.8971057E+001, 1.2898949E+000, 1.2898965E+000, 1.2898898E+000
 1.5653274E+001, 1.1847569E+004, 1.1847576E+004, 1.1847576E+004, 2.9332438E+001, 2.9332132E+001, 2.9333786E+001, 1.2938209E+000, 1.2938222E+000, 1.2938152E+000
 1.6206673E+001, 1.2326767E+004, 1.2326774E+004, 1.2326773E+004, 2.9694298E+001, 2.9694059E+001, 2.9695807E+001, 1.2977469E+000, 1.2977479E+000, 1.2977404E+000
 1.6839129E+001, 1.2806523E+004, 1.2806530E+004, 1.2806530E+004, 3.0055428E+001, 3.0055263E+001, 3.0057109E+001, 1.3016728E+000, 1.3016735E+000, 1.3016655E+000
 1.7471584E+001, 1.3318863E+004, 1.3318869E+004, 1.3318869E+004, 3.0439846E+001, 3.0439780E+001, 3.0441735E+001, 1.3058604E+000, 1.3058607E+000, 1.3058522E+000
 1.8024983E+001, 1.3799739E+004, 1.3799746E+004, 1.3799746E+004, 3.0799508E+001, 3.0799540E+001, 3.0801601E+001, 1.3097862E+000, 1.3097861E+000, 1.3097772E+000
 1.8657438E+001, 1.4281178E+004, 1.4281184E+004, 1.4281184E+004, 3.1158472E+001, 3.1158599E+001, 3.1160767E+001, 1.3137120E+000, 1.3137115E+000, 1.3137021E+000
 1.9210837E+001, 1.4763151E+004, 1.4763156E+004, 1.4763156E+004, 3.1516762E+001, 3.1516978E+001, 3.1519258E+001, 1.3176378E+000, 1.3176368E+000, 1.3176270E+000
 1.9843292E+001, 1.5245680E+004, 1.5245685E+004, 1.5245685E+004, 3.1874349E+001, 3.1874649E+001, 3.1877044E+001, 1.3215634E+000, 1.3215621E+000, 1.3215517E+000
 2.0475748E+001, 1.5760976E+004, 1.5760980E+004, 1.5760981E+004, 3.2255042E+001, 3.2255428E+001, 3.2257950E+001, 1.3257507E+000, 1.3257490E+000, 1.3257381E+000
 2.1029146E+001, 1.6244621E+004, 1.6244624E+004, 1.6244625E+004, 3.2611244E+001, 3.2611706E+001, 3.2614351E+001, 1.3296762E+000, 1.3296742E+000, 1.3296627E+000
 2.1661602E+001, 1.6728822E+004, 1.6728825E+004, 1.6728826E+004, 3.2966762E+001, 3.2967296E+001, 3.2970068E+001, 1.3336017E+000, 1.3335993E+000, 1.3335873E+000
 2.2215001E+001, 1.7213557E+004, 1.7213560E+004, 1.7213561E+004, 3.3321632E+001, 3.3322238E+001, 3.3325137E+001, 1.3375271E+000, 1.3375244E+000, 1.3375118E+000
 2.2847456E+001, 1.7698845E+004, 1.7698847E+004, 1.7698849E+004, 3.3675809E+001, 3.3676494E+001, 3.3679518E+001, 1.3414524E+000, 1.3414495E+000, 1.3414362E+000
 2.3400855E+001, 1.8184665E+004, 1.8184667E+004, 1.8184669E+004, 3.4029341E+001, 3.4030114E+001, 3.4033257E+001, 1.3453778E+000, 1.3453744E+000, 1.3453606E+000
 2.4033310E+001, 1.8671043E+004, 1.8671044E+004, 1.8671047E+004, 3.4382202E+001, 3.4383077E+001, 3.4386332E+001, 1.3493031E+000, 1.3492993E+000, 1.3492850E+000
 2.4665766E+001, 1.9190438E+004, 1.9190438E+004, 1.9190442E+004, 3.4757862E+001, 3.4758864E+001, 3.4762227E+001, 1.3534902E+000, 1.3534858E+000, 1.3534710E+000
 2.5219164E+001, 1.9677928E+004, 1.9677928E+004, 1.9677933E+004, 3.5109383E+001, 3.5110526E+001, 3.5113975E+001, 1.3574156E+000, 1.3574105E+000, 1.3573953E+000
 2.5851620E+001, 2.0165973E+004, 2.0165972E+004, 2.0165978E+004, 3.5460242E+001, 3.5461532E+001, 3.5465064E+001, 1.3613409E+000, 1.3613352E+000, 1.3613196E+000
 2.6405018E+001, 2.0654543E+004, 2.0654541E+004, 2.0654548E+004, 3.5810459E+001, 3.5811889E+001, 3.5815517E+001, 1.3652663E+000, 1.3652599E+000, 1.3652439E+000
 2.7037474E+001, 2.1143667E+004, 2.1143663E+004, 2.1143671E+004, 3.6160028E+001, 3.6161513E+001, 3.6165325E+001, 1.3691916E+000, 1.3691850E+000, 1.3691681E+000
 2.7669930E+001, 2.1665985E+004, 2.1665980E+004, 2.1665989E+004, 3.6532201E+001, 3.6533411E+001, 3.6537755E+001, 1.3733786E+000, 1.3733732E+000, 1.3733539E+000
 2.8223328E+001, 2.2156208E+004, 2.2156202E+004, 2.2156212E+004, 3.6880463E+001, 3.6879551E+001, 3.6886256E+001, 1.3773039E+000, 1.3773079E+000, 1.3772781E+000
 2.8855784E+001, 2.2646984E+004, 2.2646978E+004, 2.2646989E+004, 3.7228090E+001, 3.7216554E+001, 3.7234122E+001, 1.3812291E+000, 1.3812805E+000, 1.3812023E+000
 2.9409182E+001, 2.3138287E+004, 2.3138280E+004, 2.3138292E+004, 3.7575104E+001, 3.7550597E+001, 3.7581369E+001, 1.3851544E+000, 1.3852637E+000, 1.3851265E+000
 3.0041638E+001, 2.3630141E+004, 2.3630134E+004, 2.3630146E+004, 3.7921485E+001, 3.7891334E+001, 3.7927978E+001, 1.3890797E+000, 1.3892144E+000, 1.3890507E+000
 3.0674093E+001, 2.4155377E+004, 2.4155369E+004, 2.4155381E+004, 3.8290296E+001, 3.8262458E+001, 3.8297026E+001, 1.3932667E+000, 1.3933912E+000, 1.3932366E+000
 3.1227492E+001, 2.4648335E+004, 2.4648328E+004, 2.4648340E+004, 3.8635424E+001, 3.8612807E+001, 3.8642369E+001, 1.3971920E+000, 1.3972934E+000, 1.3971609E+000
 3.1859947E+001, 2.5141844E+004, 2.5141837E+004, 2.5141848E+004, 3.8979933E+001, 3.8960317E+001, 3.8987088E+001, 1.4011174E+000, 1.4012054E+000, 1.4010852E+000
 3.2413346E+001, 2.5635882E+004, 2.5635876E+004, 2.5635886E+004, 3.9323857E+001, 3.9305291E+001, 3.9331215E+001, 1.4050427E+000, 1.4051262E+000, 1.4050096E+000
 3.3045802E+001, 2.6130468E+004, 2.6130463E+004, 2.6130472E+004, 3.9667158E+001, 3.9648656E+001, 3.9674713E+001, 1.4089681E+000, 1.4090514E+000, 1.4089341E+000
 3.3678257E+001, 2.6658614E+004, 2.6658610E+004, 2.6658618E+004, 4.0032698E+001, 4.0016309E+001, 4.0040460E+001, 1.4131552E+000, 1.4132292E+000, 1.4131202E+000
 3.4231656E+001, 2.7154302E+004, 2.7154299E+004, 2.7154306E+004, 4.0374791E+001, 4.0362537E+001, 4.0382749E+001, 1.4170807E+000, 1.4171361E+000, 1.4170447E+000
 3.4864111E+001, 2.7650536E+004, 2.7650533E+004, 2.7650539E+004, 4.0716272E+001, 4.0708635E+001, 4.0724428E+001, 1.4210061E+000, 1.4210407E+000, 1.4209692E+000
 3.5417510E+001, 2.8147294E+004, 2.8147291E+004, 2.8147296E+004, 4.1057185E+001, 4.1053431E+001, 4.1065545E+001, 1.4249316E+000, 1.4249486E+000, 1.4248937E+000
 3.6049965E+001, 2.8644598E+004, 2.8644596E+004, 2.8644600E+004, 4.1397507E+001, 4.1396153E+001, 4.1406073E+001, 1.4288571E+000, 1.4288632E+000, 1.4288182E+000
 3.6603364E+001, 2.9142419E+004, 2.9142418E+004, 2.9142421E+004, 4.1737254E+001, 4.1737264E+001, 4.1745989E+001, 1.4327826E+000, 1.4327825E+000, 1.4327428E+000
 3.7235819E+001, 2.9640785E+004, 2.9640783E+004, 2.9640786E+004, 4.2076417E+001, 4.2077165E+001, 4.2084946E+001, 1.4367080E+000, 1.4367046E+000, 1.4366691E+000
 3.7868275E+001, 3.0172957E+004, 3.0172956E+004, 3.0172957E+004, 4.2437571E+001, 4.2438649E+001, 4.2435608E+001, 1.4408952E+000, 1.4408903E+000, 1.4409042E+000
 3.8421674E+001, 3.0672414E+004, 3.0672413E+004, 3.0672413E+004, 4.2775564E+001, 4.2776441E+001, 4.2702140E+001, 1.4448207E+000, 1.4448167E+000, 1.4451566E+000
 3.9054129E+001, 3.1172421E+004, 3.1172420E+004, 3.1172420E+004, 4.3112988E+001, 4.3109442E+001, 4.2905481E+001, 1.4487463E+000, 1.4487625E+000, 1.4496976E+000
 3.9607528E+001, 3.1672957E+004, 3.1672956E+004, 3.1672954E+004, 4.3449864E+001, 4.3427218E+001, 4.3082894E+001, 1.4526720E+000, 1.4527759E+000, 1.4543578E+000
 4.0239983E+001, 3.2174038E+004, 3.2174037E+004, 3.2174034E+004, 4.3786157E+001, 4.3730531E+001, 4.3275305E+001, 1.4565978E+000, 1.4568535E+000, 1.4589495E+000
 4.0872439E+001, 3.2709105E+004, 3.2709105E+004, 3.2709101E+004, 4.4144263E+001, 4.4053188E+001, 4.3506935E+001, 1.4607853E+000, 1.4612047E+000, 1.4637255E+000
 4.1425837E+001, 3.3211270E+004, 3.3211269E+004, 3.3211265E+004, 4.4479413E+001, 4.4369571E+001, 4.3761914E+001, 1.4647112E+000, 1.4652179E+000, 1.4680274E+000
 4.2058293E+001, 3.3713970E+004, 3.3713969E+004, 3.3713964E+004, 4.4813984E+001, 4.4697095E+001, 4.4049285E+001, 1.4686371E+000, 1.4691772E+000, 1.4721776E+000
 4.2611691E+001, 3.4217180E+004, 3.4217179E+004, 3.4217174E+004, 4.5147997E+001, 4.5028010E+001, 4.4352560E+001, 1.4725630E+000, 1.4731183E+000, 1.4762522E+000
 4.3244147E+001, 3.4720921E+004, 3.4720921E+004, 3.4720916E+004, 4.5481303E+001, 4.5357315E+001, 4.4660308E+001, 1.4764896E+000, 1.4770644E+000, 1.4803038E+000
 4.3876603E+001, 3.5258808E+004, 3.5258807E+004, 3.5258803E+004, 4.5835464E+001, 4.5694057E+001, 4.4985619E+001, 1.4806814E+000, 1.4813381E+000, 1.4846368E+000
 4.4430001E+001, 3.5763607E+004, 3.5763607E+004, 3.5763603E+004, 4.6165054E+001, 4.5998634E+001, 4.5294493E+001, 1.4846200E+000, 1.4853942E+000, 1.4886787E+000
 4.5062457E+001, 3.6268938E+004, 3.6268937E+004, 3.6268934E+004, 4.6491145E+001, 4.6311927E+001, 4.5634452E+001, 1.4885723E+000, 1.4894074E+000, 1.4925727E+000
 4.5615855E+001, 3.6774777E+004, 3.6774776E+004, 3.6774774E+004, 4.6813614E+001, 4.6637881E+001, 4.6014721E+001, 1.4925391E+000, 1.4933593E+000, 1.4962750E+000
 4.6248311E+001, 3.7281187E+004, 3.7281184E+004, 3.7281184E+004, 4.7132510E+001, 4.6970217E+001, 4.6447261E+001, 1.4965207E+000, 1.4972793E+000, 1.4997293E+000
 4.6801709E+001, 3.7788115E+004, 3.7788112E+004, 3.7788112E+004, 4.7448704E+001, 4.7318816E+001, 4.6889980E+001, 1.5005127E+000, 1.5011208E+000, 1.5031322E+000
 4.7434165E+001, 3.8295551E+004, 3.8295547E+004, 3.8295547E+004, 4.7764078E+001, 4.7683565E+001, 4.7274141E+001, 1.5045059E+000, 1.5048835E+000, 1.5068063E+000
 4.8066620E+001, 3.8837357E+004, 3.8837353E+004, 3.8837353E+004, 4.8101388E+001, 4.8069446E+001, 4.7624320E+001, 1.5087584E+000, 1.5089084E+000, 1.5110023E+000
 4.8620019E+001, 3.9345807E+004, 3.9345802E+004, 3.9345802E+004, 4.8420339E+001, 4.8420232E+001, 4.7910505E+001, 1.5127298E+000, 1.5127303E+000, 1.5151320E+000
 4.9252475E+001, 3.9854760E+004, 3.9854756E+004, 3.9854756E+004, 4.8742807E+001, 4.8757072E+001, 4.8103370E+001, 1.5166819E+000, 1.5166147E+000, 1.5197009E+000
 4.9805873E+001, 4.0364202E+004, 4.0364198E+004, 4.0364198E+004, 4.9068854E+001, 4.9084350E+001, 4.8297156E+001, 1.5206146E+000, 1.5205415E+000, 1.5242653E+000
 5.0438329E+001, 4.0874160E+004, 4.0874156E+004, 4.0874156E+004, 4.9398767E+001, 4.9403252E+001, 4.8544561E+001, 1.5245265E+000, 1.5245053E+000, 1.5285747E+000
 5.1070784E+001, 4.1418667E+004, 4.1418664E+004, 4.1418663E+004, 4.9753903E+001, 4.9738431E+001, 4.8841670E+001, 1.5286811E+000, 1.5287544E+000, 1.5330120E+000
 5.1624183E+001, 4.1929668E+004, 4.1929665E+004, 4.1929665E+004, 5.0088365E+001, 5.0050830E+001, 4.9139580E+001, 1.5325662E+000, 1.5327442E+000, 1.5370780E+000
 5.2256638E+001, 4.2441196E+004, 4.2441193E+004, 4.2441192E+004, 5.0422684E+001, 5.0364974E+001, 4.9458691E+001, 1.5364494E+000, 1.5367235E+000, 1.5410405E+000
 5.2810037E+001, 4.2953222E+004, 4.2953220E+004, 4.2953219E+004, 5.0755512E+001, 5.0683888E+001, 4.9798215E+001, 1.5403373E+000, 1.5406779E+000, 1.5449032E+000
 5.3442492E+001, 4.3465770E+004, 4.3465768E+004, 4.3465767E+004, 5.1085860E+001, 5.1006030E+001, 5.0163583E+001, 1.5442343E+000, 1.5446146E+000, 1.5486393E+000
 5.4074948E+001, 4.4013039E+004, 4.4013037E+004, 4.4013036E+004, 5.1435309E+001, 5.1351038E+001, 5.0574906E+001, 1.5484022E+000, 1.5488044E+000, 1.5525176E+000
 5.4628347E+001, 4.4526615E+004, 4.4526613E+004, 4.4526612E+004, 5.1760514E+001, 5.1674927E+001, 5.0958751E+001, 1.5523186E+000, 1.5527276E+000, 1.5561586E+000
 5.5260802E+001, 4.5040700E+004, 4.5040699E+004, 4.5040698E+004, 5.2084121E+001, 5.1997308E+001, 5.1337609E+001, 1.5562400E+000, 1.5566555E+000, 1.5598202E+000
 5.5814201E+001, 4.5555272E+004, 4.5555271E+004, 4.5555270E+004, 5.2407298E+001, 5.2318265E+001, 5.1705715E+001, 1.5601610E+000, 1.5605878E+000, 1.5635304E+000
 5.6446656E+001, 4.6070345E+004, 4.6070345E+004, 4.6070344E+004, 5.2730888E+001, 5.2639626E+001, 5.2050231E+001, 1.5640774E+000, 1.5645156E+000, 1.5673511E+000
 5.7000055E+001, 4.6585901E+004, 4.6585901E+004, 4.6585900E+004, 5.3055465E+001, 5.2960015E+001, 5.2386277E+001, 1.5679866E+000, 1.5684455E+000, 1.5712098E+000
 5.7632510E+001, 4.7101961E+004, 4.7101961E+004, 4.7101961E+004, 5.3381304E+001, 5.3277256E+001, 5.2717043E+001, 1.5718871E+000, 1.5723881E+000, 1.5750913E+000
 5.8264966E+001, 4.7652963E+004, 4.7652963E+004, 4.7652963E+004, 5.3728880E+001, 5.3614509E+001, 5.3073021E+001, 1.5760448E+000, 1.5765964E+000, 1.5792133E+000
 5.8818364E+001, 4.8170034E+004, 4.8170034E+004, 4.8170034E+004, 5.4052721E+001, 5.3931425E+001, 5.3410693E+001, 1.5799497E+000, 1.5805356E+000, 1.5830559E+000
 5.9450820E+001, 4.8687613E+004, 4.8687614E+004, 4.8687614E+004, 5.4374328E+001, 5.4246666E+001, 5.3734994E+001, 1.5838629E+000, 1.5844805E+000, 1.5869607E+000
 6.0004219E+001, 4.9205676E+004, 4.9205676E+004, 4.9205677E+004, 5.4694481E+001, 5.4561306E+001, 5.4044492E+001, 1.5877808E+000, 1.5884260E+000, 1.5909350E+000
 6.0636674E+001, 4.9653210E+004, 4.9653220E+004, 4.9653225E+004, 5.4969813E+001, 5.4833463E+001, 5.4306998E+001, 1.5911652E+000, 1.5918267E+000, 1.5943860E+000
 6.1269130E+001, 4.9838174E+004, 4.9838184E+004, 4.9838192E+004, 5.5082321E+001, 5.4936729E+001, 5.4413475E+001, 1.5925687E+000, 1.5932754E+000, 1.5958205E+000
 6.1822528E+001, 4.9844856E+004, 4.9844859E+004, 4.9844863E+004, 5.5083574E+001, 5.4914725E+001, 5.4414818E+001, 1.5926329E+000, 1.5934526E+000, 1.5958844E+000
 6.2454984E+001, 4.9843818E+004, 4.9843814E+004, 4.9843813E+004, 5.5076974E+001, 5.4876232E+001, 5.4412149E+001, 1.5926539E+000, 1.5936286E+000, 1.5958864E+000
 6.3008382E+001, 4.9843006E+004, 4.9843003E+004, 4.9843004E+004, 5.5069543E+001, 5.4836068E+001, 5.4409504E+001, 1.5926815E+000, 1.5938152E+000, 1.5958907E+000
 6.3640838E+001, 4.9842376E+004, 4.9842378E+004, 4.9842383E+004, 5.5059377E+001, 5.4797439E+001, 5.4408967E+001, 1.5927242E+000, 1.5939963E+000, 1.5958868E+000
 6.4273293E+001, 4.9841858E+004, 4.9841859E+004, 4.9841864E+004, 5.5045401E+001, 5.4749584E+001, 5.4408660E+001, 1.5927866E+000, 1.5942235E+000, 1.5958828E+000
 6.4826692E+001, 4.9841481E+004, 4.9841477E+004, 4.9841479E+004, 5.5032961E+001, 5.4668878E+001, 5.4408354E+001, 1.5928429E+000, 1.5946120E+000, 1.5958802E+000
 6.5459148E+001, 4.9841182E+004, 4.9841177E+004, 4.9841179E+004, 5.5022382E+001, 5.4533151E+001, 5.4405503E+001, 1.5928911E+000, 1.5952693E+000, 1.5958910E+000
 6.6012546E+001, 4.9840940E+004, 4.9840937E+004, 4.9840941E+004, 5.5014234E+001, 5.4382561E+001, 5.4391617E+001, 1.5929281E+000, 1.5960002E+000, 1.5959561E+000
 6.6645002E+001, 4.9840748E+004, 4.9840745E+004, 4.9840750E+004, 5.5009589E+001, 5.4290418E+001, 5.4345470E+001, 1.5929487E+000, 1.5964473E+000, 1.5961790E+000
 6.7277457E+001, 4.9840585E+004, 4.9840580E+004, 4.9840582E+004, 5.5007517E+001, 5.4262076E+001, 5.4241342E+001, 1.5929570E+000, 1.5965838E+000, 1.5966849E+000
 6.7830856E+001, 4.9840460E+004, 4.9840454E+004, 4.9840455E+004, 5.5007922E+001, 5.4262198E+001, 5.4126982E+001, 1.5929537E+000, 1.5965818E+000, 1.5972415E+000
 6.8463311E+001, 4.9840354E+004, 4.9840349E+004, 4.9840352E+004, 5.5009413E+001, 5.4312768E+001, 5.4038118E+001, 1.5929453E+000, 1.5963342E+000, 1.5976742E+000
 6.9016710E+001, 4.9840263E+004, 4.9840259E+004, 4.9840262E+004, 5.5011032E+001, 5.4419484E+001, 5.3986908E+001, 1.5929365E+000, 1.5958132E+000, 1.5979233E+000
 6.9649165E+001, 4.9840183E+004, 4.9840178E+004, 4.9840180E+004, 5.5012332E+001, 5.4528811E+001, 5.3963095E+001, 1.5929294E+000, 1.5952799E+000, 1.5980388E+000
 7.0202564E+001, 4.9840109E+004, 4.9840103E+004, 4.9840104E+004, 5.5012806E+001, 5.4625906E+001, 5.3956990E+001, 1.5929263E+000, 1.5948065E+000, 1.5980678E+000
 7.0835020E+001, 4.9840038E+004, 4.9840032E+004, 4.9840034E+004, 5.5011798E+001, 5.4701847E+001, 5.3959815E+001, 1.5929304E+000, 1.5944364E+000, 1.5980533E+000
 7.1467475E+001, 4.9839965E+004, 4.9839960E+004, 4.9839962E+004, 5.5009825E+001, 5.4753655E+001, 5.3980592E+001, 1.5929392E+000, 1.5941837E+000, 1.5979510E+000
 7.2020874E+001, 4.9839901E+004, 4.9839895E+004, 4.9839897E+004, 5.5007518E+001, 5.4781965E+001, 5.4022558E+001, 1.5929498E+000, 1.5940454E+000, 1.5977454E+000
 7.2653329E+001, 4.9839840E+004, 4.9839834E+004, 4.9839835E+004, 5.5005001E+001, 5.4788040E+001, 5.4065006E+001, 1.5929613E+000, 1.5940152E+000, 1.5975375E+000
 7.3206728E+001, 4.9839782E+004, 4.9839775E+004, 4.9839777E+004, 5.5002499E+001, 5.4728412E+001, 5.4110304E+001, 1.5929729E+000, 1.5943045E+000, 1.5973157E+000
 7.3839183E+001, 4.9839728E+004, 4.9839722E+004, 4.9839724E+004, 5.5000237E+001, 5.4613458E+001, 5.4139091E+001, 1.5929833E+000, 1.5948631E+000, 1.5971747E+000
 7.4471639E+001, 4.9839676E+004, 4.9839669E+004, 4.9839671E+004, 5.4998422E+001, 5.4525610E+001, 5.4151423E+001, 1.5929915E+000, 1.5952901E+000, 1.5971139E+000
 7.5025037E+001, 4.9839632E+004, 4.9839625E+004, 4.9839626E+004, 5.4997230E+001, 5.4497216E+001, 5.4151220E+001, 1.5929969E+000, 1.5954279E+000, 1.5971145E+000
 7.5657493E+001, 4.9839591E+004, 4.9839584E+004, 4.9839585E+004, 5.4996418E+001, 5.4497586E+001, 5.4154987E+001, 1.5930004E+000, 1.5954257E+000, 1.5970956E+000
 7.6210892E+001, 4.9839553E+004, 4.9839547E+004, 4.9839548E+004, 5.4995763E+001, 5.4525731E+001, 5.4165770E+001, 1.5930032E+000, 1.5952882E+000, 1.5970426E+000
 7.6843347E+001, 4.9839518E+004, 4.9839512E+004, 4.9839513E+004, 5.4995194E+001, 5.4571620E+001, 5.4182787E+001, 1.5930056E+000, 1.5950645E+000, 1.5969592E+000
 7.7475803E+001, 4.9839483E+004, 4.9839477E+004, 4.9839477E+004, 5.4994529E+001, 5.4614185E+001, 5.4198832E+001, 1.5930084E+000, 1.5948570E+000, 1.5968806E+000
 7.8029201E+001, 4.9839451E+004, 4.9839445E+004, 4.9839446E+004, 5.4993622E+001, 5.4638109E+001, 5.4159322E+001, 1.5930125E+000, 1.5947402E+000, 1.5970730E+000
 7.8661657E+001, 4.9839420E+004, 4.9839414E+004, 4.9839416E+004, 5.4991721E+001, 5.4657047E+001, 5.4089477E+001, 1.5930214E+000, 1.5946478E+000, 1.5974136E+000
 7.9215055E+001, 4.9839390E+004, 4.9839383E+004, 4.9839386E+004, 5.4987767E+001, 5.4672852E+001, 5.4044672E+001, 1.5930402E+000, 1.5945706E+000, 1.5976320E+000
 7.9847511E+001, 4.9839359E+004, 4.9839352E+004, 4.9839356E+004, 5.4981025E+001, 5.4685443E+001, 5.4034269E+001, 1.5930727E+000, 1.5945090E+000, 1.5976825E+000
 8.0400910E+001, 4.9839329E+004, 4.9839322E+004, 4.9839325E+004, 5.4972180E+001, 5.4696618E+001, 5.4022242E+001, 1.5931153E+000, 1.5944543E+000, 1.5977409E+000
 8.1033365E+001, 4.9839300E+004, 4.9839292E+004, 4.9839296E+004, 5.4961551E+001, 5.4707666E+001, 5.3989969E+001, 1.5931666E+000, 1.5944003E+000, 1.5978982E+000
 8.1665821E+001, 4.9839269E+004, 4.9839262E+004, 4.9839265E+004, 5.4951258E+001, 5.4718472E+001, 5.3967852E+001, 1.5932162E+000, 1.5943474E+000, 1.5980059E+000
 8.2219219E+001, 4.9839242E+004, 4.9839234E+004, 4.9839238E+004, 5.4943114E+001, 5.4728593E+001, 5.3962140E+001, 1.5932555E+000, 1.5942979E+000, 1.5980335E+000
