s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa,Pa,Pa
 6.5319729E+000, 0.0000000E+000,-1.3181663E-001,-5.0811868E-001,-1.3905464E-001, 0.0000000E+000, 1.1742106E+001, 0.0000000E+000, 1.0971840E+001, 1.0963117E+001, 0.0000000E+000, 1.0000000E-001, 1.2631877E+003,-1.1779915E+000,-1.1692767E+000
 6.7360969E+000, 0.0000000E+000,-1.3656589E-001,-5.0811871E-001,-1.4468669E-001, 0.0000000E+000, 1.1737976E+001, 0.0000000E+000, 1.0957346E+001, 1.0948605E+001, 0.0000000E+000, 1.0000000E-001, 1.3031277E+003,-1.1778704E+000,-1.1690466E+000
 6.9402208E+000, 0.0000000E+000,-1.3867102E-001,-5.0811874E-001,-1.5035556E-001, 0.0000000E+000, 1.1734359E+001, 0.0000000E+000, 1.0942810E+001, 1.0937213E+001, 0.0000000E+000, 1.0000000E-001, 1.3430536E+003,-1.1777494E+000,-1.1688154E+000
 7.1443453E+000, 0.0000000E+000,-1.4340740E-001,-5.0811877E-001,-1.5606127E-001, 0.0000000E+000, 1.1730729E+001, 0.0000000E+000, 1.0931918E+001, 1.0923142E+001, 0.0000000E+000, 1.0000000E-001, 1.3829689E+003,-1.1776268E+000,-1.1685828E+000
 7.3484693E+000, 0.0000000E+000,-1.4813654E-001,-5.0811878E-001,-1.6180051E-001, 0.0000000E+000, 1.1726564E+001, 0.0000000E+000, 1.0917299E+001, 1.0908508E+001, 0.0000000E+000, 1.0000000E-001, 1.4228701E+003,-1.1775041E+000,-1.1683488E+000
 7.5525932E+000, 0.0000000E+000,-1.5016065E-001,-5.0811879E-001,-1.6757168E-001, 0.0000000E+000, 1.1722925E+001, 0.0000000E+000, 1.0902645E+001, 1.0897074E+001, 0.0000000E+000, 1.0000000E-001, 1.4627571E+003,-1.1773813E+000,-1.1681136E+000
 7.7567177E+000, 0.0000000E+000,-1.5487683E-001,-5.0811879E-001,-1.7337501E-001, 0.0000000E+000, 1.1719277E+001, 0.0000000E+000, 1.0891727E+001, 1.0882906E+001, 0.0000000E+000, 1.0000000E-001, 1.5026336E+003,-1.1772577E+000,-1.1678777E+000
 7.9608417E+000, 0.0000000E+000,-1.5958573E-001,-5.0811877E-001,-1.7920724E-001, 0.0000000E+000, 1.1715082E+001, 0.0000000E+000, 1.0877003E+001, 1.0868170E+001, 0.0000000E+000, 1.0000000E-001, 1.5424958E+003,-1.1771341E+000,-1.1676417E+000
 8.1649656E+000, 0.0000000E+000,-1.6160152E-001,-5.0811876E-001,-1.8506692E-001, 0.0000000E+000, 1.1711414E+001, 0.0000000E+000, 1.0862250E+001, 1.0856627E+001, 0.0000000E+000, 1.0000000E-001, 1.5823437E+003,-1.1770107E+000,-1.1674062E+000
 8.3690901E+000, 0.0000000E+000,-1.6629739E-001,-5.0811874E-001,-1.9095444E-001, 0.0000000E+000, 1.1707737E+001, 0.0000000E+000, 1.0851223E+001, 1.0842366E+001, 0.0000000E+000, 1.0000000E-001, 1.6221809E+003,-1.1768869E+000,-1.1671716E+000
 8.5732145E+000, 0.0000000E+000,-1.7098583E-001,-5.0811872E-001,-1.9686657E-001, 0.0000000E+000, 1.1703372E+001, 0.0000000E+000, 1.0836155E+001, 1.0827401E+001, 0.0000000E+000, 1.0000000E-001, 1.6620035E+003,-1.1767633E+000,-1.1669382E+000
 8.7773380E+000, 0.0000000E+000,-1.7306197E-001,-5.0811871E-001,-2.0280190E-001, 0.0000000E+000, 1.1699637E+001, 0.0000000E+000, 1.0821014E+001, 1.0815654E+001, 0.0000000E+000, 1.0000000E-001, 1.7018115E+003,-1.1766399E+000,-1.1667060E+000
 8.9814625E+000, 0.0000000E+000,-1.7773709E-001,-5.0811870E-001,-2.0876085E-001, 0.0000000E+000, 1.1695898E+001, 0.0000000E+000, 1.0809703E+001, 1.0801281E+001, 0.0000000E+000, 1.0000000E-001, 1.7416086E+003,-1.1765162E+000,-1.1664749E+000
 9.1855869E+000, 0.0000000E+000,-1.8240485E-001,-5.0811870E-001,-2.1474044E-001, 0.0000000E+000, 1.1691659E+001, 0.0000000E+000, 1.0794775E+001, 1.0786395E+001, 0.0000000E+000, 1.0000000E-001, 1.7813911E+003,-1.1763926E+000,-1.1662446E+000
 9.3897104E+000, 0.0000000E+000,-1.8457470E-001,-5.0811871E-001,-2.2073947E-001, 0.0000000E+000, 1.1687911E+001, 0.0000000E+000, 1.0779873E+001, 1.0774479E+001, 0.0000000E+000, 1.0000000E-001, 1.8211593E+003,-1.1762690E+000,-1.1660146E+000
 9.5938349E+000, 0.0000000E+000,-1.8922919E-001,-5.0811872E-001,-2.2675843E-001, 0.0000000E+000, 1.1684160E+001, 0.0000000E+000, 1.0768438E+001, 1.0760054E+001, 0.0000000E+000, 1.0000000E-001, 1.8609164E+003,-1.1761453E+000,-1.1657844E+000
 9.7979593E+000, 0.0000000E+000,-1.9387632E-001,-5.0811873E-001,-2.3279440E-001, 0.0000000E+000, 1.1679910E+001, 0.0000000E+000, 1.0753508E+001, 1.0745120E+001, 0.0000000E+000, 1.0000000E-001, 1.9006590E+003,-1.1760216E+000,-1.1655539E+000
 1.0002083E+001, 0.0000000E+000,-1.9593076E-001,-5.0811874E-001,-2.3884621E-001, 0.0000000E+000, 1.1676170E+001, 0.0000000E+000, 1.0738565E+001, 1.0733274E+001, 0.0000000E+000, 1.0000000E-001, 1.9403872E+003,-1.1758981E+000,-1.1653227E+000
 1.0206207E+001, 0.0000000E+000,-2.0053007E-001,-4.4497486E-001,-2.4004980E-001, 0.0000000E+000, 1.0843936E+001, 0.0000000E+000,-1.2567803E+000, 9.9583816E+000, 0.0000000E+000, 1.0000000E-001, 1.9801043E+003,-1.1757745E+000,-1.1650910E+000
 1.0410332E+001, 0.0000000E+000,-2.0486617E-001,-4.7046428E-001,-2.1632640E-001, 0.0000000E+000, 1.0756719E+001, 0.0000000E+000, 9.2387135E+000, 9.8650624E+000, 0.0000000E+000, 1.0000000E-001, 1.7531156E+003, 1.3498597E+002,-1.1648601E+000
 1.0614455E+001, 0.0000000E+000,-2.0764835E-001,-4.8780302E-001,-2.0370936E-001, 0.0000000E+000, 1.1189311E+001, 0.0000000E+000, 9.9917357E+000, 1.0290150E+001, 0.0000000E+000, 1.0000000E-001, 1.5706143E+003, 2.4907292E+002,-1.1646675E+000
 1.0818580E+001, 0.0000000E+000,-2.1234281E-001,-4.9916242E-001,-1.9675444E-001, 0.0000000E+000, 1.1500685E+001, 0.0000000E+000, 1.0463382E+001, 1.0592426E+001, 0.0000000E+000, 1.0000000E-001, 1.4243379E+003, 3.4502296E+002,-1.1646484E+000
 1.1022704E+001, 0.0000000E+000,-2.1715968E-001,-5.0631735E-001,-1.9347251E-001, 0.0000000E+000, 1.1723729E+001, 0.0000000E+000, 1.0855152E+001, 1.0806779E+001, 0.0000000E+000, 1.0000000E-001, 1.3076019E+003, 4.2611541E+002,-1.1648382E+000
 1.1226828E+001, 0.0000000E+000,-2.2010891E-001,-5.1054864E-001,-1.9272551E-001, 0.0000000E+000, 1.1885260E+001, 0.0000000E+000, 1.1191542E+001, 1.0961877E+001, 0.0000000E+000, 1.0000000E-001, 1.2149611E+003, 4.9504305E+002,-1.1651999E+000
 1.1430952E+001, 0.0000000E+000,-2.2514205E-001,-5.1277458E-001,-1.9378521E-001, 0.0000000E+000, 1.2000544E+001, 0.0000000E+000, 1.1485390E+001, 1.1068842E+001, 0.0000000E+000, 1.0000000E-001, 1.1419782E+003, 5.5401447E+002,-1.1656563E+000
 1.1635077E+001, 0.0000000E+000,-2.3026467E-001,-5.1365968E-001,-1.9617123E-001, 0.0000000E+000, 1.2079859E+001, 0.0000000E+000, 1.1731556E+001, 1.1139763E+001, 0.0000000E+000, 1.0000000E-001, 1.0850309E+003, 6.0483557E+002,-1.1661154E+000
 1.1839200E+001, 0.0000000E+000,-2.3353208E-001,-5.1368631E-001,-1.9947363E-001, 0.0000000E+000, 1.2130853E+001, 0.0000000E+000, 1.1930025E+001, 1.1184161E+001, 0.0000000E+000, 1.0000000E-001, 1.0411634E+003, 6.4898347E+002,-1.1664927E+000
 1.2043324E+001, 0.0000000E+000,-2.3878492E-001,-5.1320332E-001,-2.0335648E-001, 0.0000000E+000, 1.2157708E+001, 0.0000000E+000, 1.2079048E+001, 1.1202364E+001, 0.0000000E+000, 1.0000000E-001, 1.0079622E+003, 6.8766516E+002,-1.1667282E+000
 1.2247449E+001, 0.0000000E+000,-2.4407157E-001,-5.1246004E-001,-2.0755084E-001, 0.0000000E+000, 1.2163348E+001, 0.0000000E+000, 1.2169092E+001, 1.1199265E+001, 0.0000000E+000, 1.0000000E-001, 9.8345320E+002, 7.2186371E+002,-1.1667953E+000
 1.2451572E+001, 0.0000000E+000,-2.4725830E-001,-5.1162785E-001,-2.1188204E-001, 0.0000000E+000, 1.2151310E+001, 0.0000000E+000, 1.2201266E+001, 1.1180542E+001, 0.0000000E+000, 1.0000000E-001, 9.6602394E+002, 7.5238140E+002,-1.1667012E+000
 1.2655697E+001, 0.0000000E+000,-2.5254464E-001,-5.1081660E-001,-2.1628123E-001, 0.0000000E+000, 1.2123717E+001, 0.0000000E+000, 1.2179432E+001, 1.1144075E+001, 0.0000000E+000, 1.0000000E-001, 9.5435722E+002, 7.7987339E+002,-1.1664802E+000
 1.2859821E+001, 0.0000000E+000,-2.5779667E-001,-5.1008988E-001,-2.2071585E-001, 0.0000000E+000, 1.2082633E+001, 0.0000000E+000, 1.2101435E+001, 1.1094030E+001, 0.0000000E+000, 1.0000000E-001, 9.4737490E+002, 8.0487236E+002,-1.1661824E+000
 1.3063946E+001, 0.0000000E+000,-2.6040726E-001,-5.0947739E-001,-2.2517823E-001, 0.0000000E+000, 1.2031407E+001, 0.0000000E+000, 1.1976072E+001, 1.1036344E+001, 0.0000000E+000, 1.0000000E-001, 9.4419711E+002, 8.2781397E+002,-1.1658618E+000
 1.3268069E+001, 0.0000000E+000,-2.6553589E-001,-5.0898587E-001,-2.2964225E-001, 0.0000000E+000, 1.1971812E+001, 0.0000000E+000, 1.1814245E+001, 1.0967648E+001, 0.0000000E+000, 1.0000000E-001, 9.4410669E+002, 8.4905551E+002,-1.1655639E+000
 1.3472194E+001, 0.0000000E+000,-2.7057989E-001,-5.0860878E-001,-2.3410589E-001, 0.0000000E+000, 1.1905435E+001, 0.0000000E+000, 1.1616349E+001, 1.0892140E+001, 0.0000000E+000, 1.0000000E-001, 9.4651630E+002, 8.6888713E+002,-1.1653193E+000
 1.3676318E+001, 0.0000000E+000,-2.7233996E-001,-5.0833237E-001,-2.3852761E-001, 0.0000000E+000, 1.1835542E+001, 0.0000000E+000, 1.1393716E+001, 1.0816342E+001, 0.0000000E+000, 1.0000000E-001, 9.5094806E+002, 8.8754760E+002,-1.1651399E+000
 1.3880442E+001, 0.0000000E+000,-2.7718780E-001,-5.0813993E-001,-2.4292801E-001, 0.0000000E+000, 1.1763669E+001, 0.0000000E+000, 1.1159451E+001, 1.0735413E+001, 0.0000000E+000, 1.0000000E-001, 9.5701459E+002, 9.0523485E+002,-1.1650208E+000
 1.4084566E+001, 0.0000000E+000,-2.8192961E-001,-5.0801487E-001,-2.4729006E-001, 0.0000000E+000, 1.1691318E+001, 0.0000000E+000, 1.0913157E+001, 1.0654083E+001, 0.0000000E+000, 1.0000000E-001, 9.6439869E+002, 9.2210970E+002,-1.1649456E+000
 1.4288691E+001, 0.0000000E+000,-2.8323702E-001,-5.0794184E-001,-2.5158928E-001, 0.0000000E+000, 1.1621926E+001, 0.0000000E+000, 1.0667630E+001, 1.0579158E+001, 0.0000000E+000, 1.0000000E-001, 9.7284477E+002, 9.3830697E+002,-1.1648925E+000
 1.4492814E+001, 0.0000000E+000,-2.8777408E-001,-5.0790742E-001,-2.5583423E-001, 0.0000000E+000, 1.1556964E+001, 0.0000000E+000, 1.0435991E+001, 1.0505449E+001, 0.0000000E+000, 1.0000000E-001, 9.8214840E+002, 9.5394106E+002,-1.1648407E+000
 1.4696939E+001, 0.0000000E+000,-2.9221797E-001,-5.0790033E-001,-2.6001664E-001, 0.0000000E+000, 1.1497832E+001, 0.0000000E+000, 1.0217016E+001, 1.0437697E+001, 0.0000000E+000, 1.0000000E-001, 9.9214300E+002, 9.6910580E+002,-1.1647745E+000
 1.4901063E+001, 0.0000000E+000,-2.9310368E-001,-5.0791143E-001,-2.6414618E-001, 0.0000000E+000, 1.1447838E+001, 0.0000000E+000, 1.0022983E+001, 1.0382677E+001, 0.0000000E+000, 1.0000000E-001, 1.0026972E+003, 9.8388256E+002,-1.1646852E+000
 1.5105186E+001, 0.0000000E+000,-2.9739962E-001,-5.0793351E-001,-2.6820267E-001, 0.0000000E+000, 1.1408070E+001, 0.0000000E+000, 9.8659379E+000, 1.0334534E+001, 0.0000000E+000, 1.0000000E-001, 1.0137093E+003, 9.9834321E+002,-1.1645706E+000
 1.5309311E+001, 0.0000000E+000,-3.0468367E-001,-4.8852018E-001,-2.8177732E-001, 0.0000000E+000, 1.1155553E+001, 0.0000000E+000, 4.7787626E+000, 1.0080572E+001, 0.0000000E+000, 1.0000000E-001, 1.0250971E+003, 1.0125474E+003,-1.1644336E+000
 1.5513435E+001, 0.0000000E+000,-3.0677109E-001,-4.9586995E-001,-2.7572975E-001, 0.0000000E+000, 1.1048759E+001, 0.0000000E+000, 9.2197940E+000, 9.9703884E+000, 0.0000000E+000, 1.0000000E-001, 9.8716674E+002, 9.7691732E+002, 1.4900955E+002
 1.5717559E+001, 0.0000000E+000,-3.1086951E-001,-5.0052737E-001,-2.7448268E-001, 0.0000000E+000, 1.1139873E+001, 0.0000000E+000, 9.2602113E+000, 1.0053993E+001, 0.0000000E+000, 1.0000000E-001, 9.5804512E+002, 9.4967433E+002, 2.7351444E+002
 1.5921683E+001, 0.0000000E+000,-3.1497164E-001,-5.0345438E-001,-2.7523892E-001, 0.0000000E+000, 1.1206912E+001, 0.0000000E+000, 9.3147547E+000, 1.0113247E+001, 0.0000000E+000, 1.0000000E-001, 9.3610662E+002, 9.2927011E+002, 3.7704412E+002
 1.6125807E+001, 0.0000000E+000,-3.1667749E-001,-5.0529317E-001,-2.7710652E-001, 0.0000000E+000, 1.1262556E+001, 0.0000000E+000, 9.3907971E+000, 1.0163478E+001, 0.0000000E+000, 1.0000000E-001, 9.2003197E+002, 9.1444854E+002, 4.6344049E+002
 1.6329931E+001, 0.0000000E+000,-3.2083507E-001,-5.0644747E-001,-2.7965981E-001, 0.0000000E+000, 1.1314485E+001, 0.0000000E+000, 9.4953174E+000, 1.0207543E+001, 0.0000000E+000, 1.0000000E-001, 9.0875037E+002, 9.0419032E+002, 5.3584791E+002
 1.6534056E+001, 0.0000000E+000,-3.2504071E-001,-5.0716954E-001,-2.8268241E-001, 0.0000000E+000, 1.1365592E+001, 0.0000000E+000, 9.6221576E+000, 1.0250699E+001, 0.0000000E+000, 1.0000000E-001, 9.0138945E+002, 8.9766522E+002, 5.9683659E+002
 1.6738180E+001, 0.0000000E+000,-3.2573305E-001,-5.0761965E-001,-2.8602501E-001, 0.0000000E+000, 1.1418734E+001, 0.0000000E+000, 9.7714638E+000, 1.0299356E+001, 0.0000000E+000, 1.0000000E-001, 8.9723933E+002, 8.9419771E+002, 6.4850821E+002
 1.6942305E+001, 0.0000000E+000,-3.3006812E-001,-5.0790061E-001,-2.8959031E-001, 0.0000000E+000, 1.1473082E+001, 0.0000000E+000, 9.9434401E+000, 1.0345522E+001, 0.0000000E+000, 1.0000000E-001, 8.9572228E+002, 8.9323817E+002, 6.9258129E+002
 1.7146429E+001, 0.0000000E+000,-3.3447594E-001,-5.0807840E-001,-2.9331399E-001, 0.0000000E+000, 1.1526513E+001, 0.0000000E+000, 1.0120227E+001, 1.0390645E+001, 0.0000000E+000, 1.0000000E-001, 8.9636372E+002, 8.9433493E+002, 7.3045661E+002
 1.7350552E+001, 0.0000000E+000,-3.3542733E-001,-5.0819398E-001,-2.9715678E-001, 0.0000000E+000, 1.1578161E+001, 0.0000000E+000, 1.0297205E+001, 1.0437383E+001, 0.0000000E+000, 1.0000000E-001, 8.9877553E+002, 8.9711859E+002, 7.6327767E+002
 1.7554676E+001, 0.0000000E+000,-3.3997964E-001,-5.0827125E-001,-3.0107048E-001, 0.0000000E+000, 1.1624702E+001, 0.0000000E+000, 1.0468440E+001, 1.0475381E+001, 0.0000000E+000, 1.0000000E-001, 9.0263952E+002, 9.0128628E+002, 7.9197717E+002
 1.7758801E+001, 0.0000000E+000,-3.4459293E-001,-5.0832323E-001,-3.0504278E-001, 0.0000000E+000, 1.1662911E+001, 0.0000000E+000, 1.0614050E+001, 1.0504952E+001, 0.0000000E+000, 1.0000000E-001, 9.0769074E+002, 9.0658554E+002, 8.1731178E+002
 1.7962925E+001, 0.0000000E+000,-3.4592276E-001,-5.0835644E-001,-3.0909028E-001, 0.0000000E+000, 1.1691750E+001, 0.0000000E+000, 1.0729649E+001, 1.0528380E+001, 0.0000000E+000, 1.0000000E-001, 9.1371063E+002, 9.1280800E+002, 8.3989731E+002
 1.8167049E+001, 0.0000000E+000,-3.5062015E-001,-5.0837407E-001,-3.1320387E-001, 0.0000000E+000, 1.1708739E+001, 0.0000000E+000, 1.0811772E+001, 1.0536541E+001, 0.0000000E+000, 1.0000000E-001, 9.2051846E+002, 9.1978127E+002, 8.6023443E+002
 1.8371174E+001, 0.0000000E+000,-3.5533311E-001,-5.0837835E-001,-3.1739641E-001, 0.0000000E+000, 1.1712497E+001, 0.0000000E+000, 1.0846423E+001, 1.0531389E+001, 0.0000000E+000, 1.0000000E-001, 9.2796159E+002, 9.2735953E+002, 8.7872708E+002
