s,Pa,Pa,Pa
 8.1649658E+000, 1.5635711E+003, 4.4762590E-003, 8.5136524E-003
 8.3690900E+000, 1.6034142E+003, 4.5963644E-003, 8.7551042E-003
 8.5732141E+000, 1.6432429E+003, 4.7163515E-003, 8.9959373E-003
 8.7773382E+000, 1.6830571E+003, 4.8361871E-003, 9.2345710E-003
 8.9814624E+000, 1.7228601E+003, 4.9558455E-003, 9.4699639E-003
 9.1855865E+000, 1.7626487E+003, 5.0753133E-003, 9.7017389E-003
 9.3897107E+000, 1.8024228E+003, 5.1945470E-003, 9.9301831E-003
 9.5938348E+000, 1.8421858E+003, 5.3135270E-003, 1.0156124E-002
 9.7979590E+000, 1.8819344E+003, 5.4322435E-003, 1.0380712E-002
 1.0002083E+001, 1.9216685E+003, 5.5506828E-003, 1.0605172E-002
 1.0206207E+001, 1.9613916E+003, 5.6702006E-003, 1.0831071E-002
 1.0410331E+001, 1.7375487E+003, 1.3572795E+002, 3.5069114E-002
 1.0614456E+001, 1.5574465E+003, 2.4919699E+002, 3.2160125E-002
 1.0818580E+001, 1.4129850E+003, 3.4448614E+002, 2.2206613E-002
 1.1022704E+001, 1.2975855E+003, 4.2490450E+002, 1.7859010E-002
 1.1226828E+001, 1.2058899E+003, 4.9314427E+002, 1.5798582E-002
 1.1430952E+001, 1.1335366E+003, 5.5142034E+002, 1.5270404E-002
 1.1635076E+001, 1.0769709E+003, 6.0154936E+002, 1.5834276E-002
 1.1839200E+001, 1.0332933E+003, 6.4501854E+002, 1.7103257E-002
 1.2043325E+001, 1.0001355E+003, 6.8304183E+002, 1.8754392E-002
 1.2247449E+001, 9.7556134E+002, 7.1660871E+002, 2.0534989E-002
 1.2451573E+001, 9.5799046E+002, 7.4652780E+002, 2.2256082E-002
 1.2655697E+001, 9.4613153E+002, 7.7345904E+002, 2.3786405E-002
 1.2859821E+001, 9.3892855E+002, 7.9793995E+002, 2.5040406E-002
 1.3063945E+001, 9.3552361E+002, 8.2041416E+002, 2.5972098E-002
 1.3268069E+001, 9.3522188E+002, 8.4124982E+002, 2.6567835E-002
 1.3472194E+001, 9.3745361E+002, 8.6074543E+002, 2.6840996E-002
 1.3676318E+001, 9.4175371E+002, 8.7914500E+002, 2.6823907E-002
 1.3880442E+001, 9.4774519E+002, 8.9665074E+002, 2.6569911E-002
 1.4084566E+001, 9.5511610E+002, 9.1342375E+002, 2.6138533E-002
 1.4288690E+001, 9.6361325E+002, 9.2959718E+002, 2.5585762E-002
 1.4492814E+001, 9.7303159E+002, 9.4528161E+002, 2.4961580E-002
 1.4696938E+001, 9.8319985E+002, 9.6056358E+002, 2.4303690E-002
 1.4901063E+001, 9.9397982E+002, 9.7551554E+002, 2.3630387E-002
 1.5105187E+001, 1.0052607E+003, 9.9019882E+002, 2.2945503E-002
 1.5309311E+001, 1.0169485E+003, 1.0046603E+003, 2.2236295E-002
 1.5513435E+001, 9.7967440E+002, 9.6961230E+002, 1.4915366E+002
 1.5717559E+001, 9.5115730E+002, 9.4293352E+002, 2.7285803E+002
 1.5921683E+001, 9.2975968E+002, 9.2303365E+002, 3.7578022E+002
 1.6125807E+001, 9.1416301E+002, 9.0865142E+002, 4.6171670E+002
 1.6329932E+001, 9.0329738E+002, 8.9877148E+002, 5.3377400E+002
 1.6534056E+001, 8.9629046E+002, 8.9256564E+002, 5.9449060E+002
 1.6738180E+001, 8.9243143E+002, 8.8935910E+002, 6.4594139E+002
 1.6942304E+001, 8.9114140E+002, 8.8860242E+002, 6.8982262E+002
 1.7146428E+001, 8.9194658E+002, 8.8984571E+002, 7.2751869E+002
 1.7350552E+001, 8.9446000E+002, 8.9272119E+002, 7.6016033E+002
 1.7554676E+001, 8.9836776E+002, 8.9693013E+002, 7.8867322E+002
 1.7758801E+001, 9.0341283E+002, 9.0222738E+002, 8.1381285E+002
 1.7962925E+001, 9.0938644E+002, 9.0841326E+002, 8.3619745E+002
 1.8167049E+001, 9.1611910E+002, 9.1532511E+002, 8.5633296E+002
 1.8371173E+001, 9.2347085E+002, 9.2282817E+002, 8.7463106E+002
 1.8575297E+001, 9.3132796E+002, 9.3081257E+002, 8.9142855E+002
 1.8779421E+001, 9.3959899E+002, 9.3918986E+002, 9.0700190E+002
 1.8983546E+001, 9.4820628E+002, 9.4788479E+002, 9.2157387E+002
 1.9187670E+001, 9.5708757E+002, 9.5683713E+002, 9.3532753E+002
 1.9391794E+001, 9.6619338E+002, 9.6599923E+002, 9.4841372E+002
 1.9595918E+001, 9.7548042E+002, 9.7532958E+002, 9.6095272E+002
 1.9800042E+001, 9.8491478E+002, 9.8479603E+002, 9.7304414E+002
 2.0004166E+001, 9.9447016E+002, 9.9437409E+002, 9.8477077E+002
 2.0208290E+001, 1.0041227E+003, 1.0040417E+003, 9.9619772E+002
 2.0412415E+001, 8.2004174E+002, 8.1976772E+002, 8.1348240E+002
 2.0616539E+001, 6.6975829E+002, 6.6951241E+002, 6.6437412E+002
 2.0820663E+001, 5.4703642E+002, 5.4686555E+002, 5.4263948E+002
 2.1024787E+001, 4.4680267E+002, 4.4665947E+002, 4.4320339E+002
 2.1228911E+001, 3.6493885E+002, 3.6479967E+002, 3.6198827E+002
 2.1433035E+001, 2.9807829E+002, 2.9792801E+002, 2.9565559E+002
 2.1637159E+001, 2.4347092E+002, 2.4330002E+002, 2.4147737E+002
 2.1841284E+001, 1.9887077E+002, 1.9867494E+002, 1.9722581E+002
 2.2045408E+001, 1.6244358E+002, 1.6222321E+002, 1.6108159E+002
 2.2249532E+001, 1.3269131E+002, 1.3245077E+002, 1.3155895E+002
 2.2453656E+001, 1.0839051E+002, 1.0813720E+002, 1.0744452E+002
 2.2657780E+001, 8.8542006E+001, 8.8285208E+001, 8.7747380E+001
 2.2861904E+001, 7.2329764E+001, 7.2079535E+001, 7.1658287E+001
 2.3066028E+001, 5.9087331E+001, 5.8853353E+001, 5.8516358E+001
 2.3270153E+001, 4.8270414E+001, 4.8061075E+001, 4.7781872E+001
 2.3474277E+001, 3.9434483E+001, 3.9256126E+001, 3.9014032E+001
 2.3678401E+001, 3.2216479E+001, 3.2072989E+001, 3.1852833E+001
 2.3882525E+001, 2.6319884E+001, 2.6212501E+001, 2.6004233E+001
 2.4086649E+001, 2.1502515E+001, 2.1429935E+001, 2.1228050E+001
 2.4290773E+001, 1.7566561E+001, 1.7525264E+001, 1.7328077E+001
 2.4494897E+001, 1.4350456E+001, 1.4335188E+001, 1.4144022E+001
 2.4699022E+001, 1.1722230E+001, 1.1726603E+001, 1.1544906E+001
 2.4903146E+001, 9.5740771E+000, 9.5911783E+000, 9.4236359E+000
 2.5107270E+001, 7.8179475E+000, 7.8409210E+000, 7.6926079E+000
 2.5311394E+001, 6.3819700E+000, 6.4047943E+000, 6.2805511E+000
 2.5515518E+001, 5.2074122E+000, 5.2251528E+000, 5.1288750E+000
 2.5719642E+001, 4.2463350E+000, 4.2554945E+000, 4.1897210E+000
 2.5923766E+001, 3.4596019E+000, 3.4582949E+000, 3.4239363E+000
 2.6127891E+001, 2.8152736E+000, 2.8032557E+000, 2.7995290E+000
 2.6332015E+001, 2.2872814E+000, 2.2657941E+000, 2.2902971E+000
 2.6536139E+001, 1.8543553E+000, 1.8258861E+000, 1.8748486E+000
 2.6740263E+001, 1.4991368E+000, 1.4670584E+000, 1.5356916E+000
 2.6944387E+001, 1.2074628E+000, 1.1756651E+000, 1.2585886E+000
 2.7148511E+001, 9.6776980E-001, 9.4025638E-001, 1.0318807E+000
 2.7352635E+001, 7.7061825E-001, 7.5113419E-001, 8.4610153E-001
 2.7556760E+001, 6.0829646E-001, 6.0000103E-001, 6.9355149E-001
 2.7760884E+001, 4.7450447E-001, 4.7972932E-001, 5.6797462E-001
 2.7965008E+001, 3.6409163E-001, 3.8417805E-001, 4.6429717E-001
 2.8169132E+001, 2.7284990E-001, 3.0808930E-001, 3.7841079E-001
 2.8373256E+001, 1.9733960E-001, 2.4699411E-001, 3.0699577E-001
 2.8577380E+001, 1.3475137E-001, 1.9717307E-001, 2.4737775E-001
 2.8781504E+001, 8.2793223E-002, 1.5559583E-001, 1.9740800E-001
 2.8985629E+001, 3.9597640E-002, 1.1989060E-001, 1.5536819E-001
 2.9189753E+001, 3.6450361E-003, 8.8285637E-002, 1.1988943E-001
 2.9393877E+001,-2.6297784E-002, 5.9543699E-002, 8.9884861E-002
 2.9598001E+001,-5.1229708E-002, 3.2900187E-002, 6.4497511E-002
 2.9802125E+001,-7.1958103E-002, 7.9824633E-003, 4.3052654E-002
 3.0000000E+001,-8.8894649E-002,-1.5188268E-002, 2.5231838E-002
