s,Pa,Pa,Pa
 2.3678401E+001, 3.1007503E+001, 3.1609819E+001, 3.1772593E+001
 2.3882525E+001, 2.5062821E+001, 2.5688373E+001, 2.5920590E+001
 2.4086649E+001, 2.0217680E+001, 2.0845633E+001, 2.1147180E+001
 2.4290773E+001, 1.6272320E+001, 1.6884650E+001, 1.7253642E+001
 2.4494897E+001, 1.3063160E+001, 1.3645492E+001, 1.4077699E+001
 2.4699022E+001, 1.0455861E+001, 1.0997907E+001, 1.1486477E+001
 2.4903146E+001, 8.3404131E+000, 8.8360657E+000, 9.3715468E+000
 2.5107270E+001, 6.6267482E+000, 7.0738448E+000, 7.6444015E+000
 2.5311394E+001, 5.2412666E+000, 5.6410663E+000, 6.2329046E+000
 2.5515518E+001, 4.1241155E+000, 4.4805552E+000, 5.0785791E+000
 2.5719642E+001, 3.2263215E+000, 3.5450133E+000, 4.1335521E+000
 2.5923766E+001, 2.5080774E+000, 2.7954867E+000, 3.3593772E+000
 2.6127891E+001, 1.9365585E+000, 2.1991130E+000, 2.7245530E+000
 2.6332015E+001, 1.4846756E+000, 1.7280284E+000, 2.2034484E+000
 2.6536139E+001, 1.1300262E+000, 1.3585321E+000, 1.7753288E+000
 2.6740263E+001, 8.5400916E-001, 1.0703923E+000, 1.4233878E+000
 2.6944387E+001, 6.4104310E-001, 8.4631270E-001, 1.1338539E+000
 2.7148511E+001, 4.7819881E-001, 6.7182036E-001, 8.9559122E-001
 2.7352635E+001, 3.5473540E-001, 5.3495981E-001, 6.9953619E-001
 2.7556760E+001, 2.6177768E-001, 4.2606897E-001, 5.3834274E-001
 2.7760884E+001, 1.9203199E-001, 3.3754843E-001, 4.0605840E-001
 2.7965008E+001, 1.3954169E-001, 2.6357304E-001, 2.9786852E-001
 2.8169132E+001, 9.9527151E-002, 1.9990987E-001, 2.0988398E-001
 2.8373256E+001, 6.8092192E-002, 1.4358817E-001, 1.3889805E-001
 2.8577380E+001, 4.2157261E-002, 9.2733725E-002, 8.2255626E-002
 2.8781504E+001, 1.9581476E-002, 4.6555320E-002, 3.8002454E-002
 2.8985629E+001,-1.5851608E-003, 4.5207340E-003, 4.1609762E-003
 2.9189753E+001,-2.2652656E-002,-3.3311191E-002,-2.0740809E-002
 2.9393877E+001,-4.4728082E-002,-6.6856333E-002,-3.8142656E-002
 2.9598001E+001,-6.8713482E-002,-9.6068149E-002,-4.9385595E-002
 2.9802125E+001,-9.5245997E-002,-1.2097056E-001,-5.5674631E-002
 3.0000000E+001,-1.2502497E-001,-1.4187833E-001,-5.7541752E-002
