s,s
Time,"cpu"
 1.3231081E+001, 1.6223279E+003
 1.3269143E+001, 1.6262474E+003
 1.3297055E+001, 1.6301153E+003
 1.3324968E+001, 1.6332955E+003
 1.3352880E+001, 1.6358439E+003
 1.3380792E+001, 1.6388925E+003
 1.3422660E+001, 1.6429885E+003
 1.3450573E+001, 1.6467324E+003
 1.3478485E+001, 1.6496634E+003
 1.3506397E+001, 1.6524829E+003
 1.3534309E+001, 1.6553214E+003
 1.3562221E+001, 1.6584848E+003
 1.3590134E+001, 1.6619144E+003
 1.3627536E+001, 1.6663970E+003
 1.3650982E+001, 1.6709708E+003
 1.3686152E+001, 1.6747777E+003
 1.3721322E+001, 1.6795825E+003
 1.3744768E+001, 1.6836540E+003
 1.3779937E+001, 1.6879326E+003
 1.3800921E+001, 1.6934619E+003
 1.3832396E+001, 1.6978502E+003
 1.3863872E+001, 1.7027627E+003
 1.3895347E+001, 1.7079969E+003
 1.3928920E+001, 1.7127729E+003
 1.3952002E+001, 1.7168087E+003
 1.3986625E+001, 1.7206394E+003
 1.4021248E+001, 1.7250526E+003
 1.4044330E+001, 1.7292151E+003
 1.4078953E+001, 1.7335485E+003
 1.4102034E+001, 1.7378372E+003
 1.4138965E+001, 1.7418288E+003
 1.4164355E+001, 1.7456754E+003
 1.4202441E+001, 1.7498708E+003
 1.4227831E+001, 1.7541875E+003
 1.4253221E+001, 1.7576359E+003
 1.4291306E+001, 1.7613711E+003
 1.4316696E+001, 1.7654726E+003
 1.4342086E+001, 1.7690076E+003
 1.4380171E+001, 1.7730677E+003
 1.4405561E+001, 1.7769296E+003
 1.4430951E+001, 1.7804979E+003
 1.4470306E+001, 1.7841600E+003
 1.4498235E+001, 1.7879699E+003
 1.4526164E+001, 1.7914667E+003
 1.4554093E+001, 1.7949067E+003
 1.4582022E+001, 1.7978580E+003
 1.4623915E+001, 1.8018225E+003
 1.4651844E+001, 1.8065727E+003
 1.4679773E+001, 1.8102971E+003
 1.4707702E+001, 1.8130386E+003
 1.4735632E+001, 1.8153839E+003
 1.4763561E+001, 1.8183704E+003
 1.4791490E+001, 1.8216644E+003
 1.4827628E+001, 1.8267502E+003
 1.4851720E+001, 1.8312423E+003
 1.4887858E+001, 1.8354878E+003
 1.4911950E+001, 1.8398059E+003
 1.4944146E+001, 1.8440269E+003
 1.4974371E+001, 1.8495701E+003
 1.5004596E+001, 1.8545965E+003
 1.5035829E+001, 1.8600611E+003
 1.5069077E+001, 1.8653474E+003
 1.5091242E+001, 1.8696369E+003
