s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 1.6812336E+001, 1.0000755E+000, 1.0276066E+000, 9.9787426E-004, 2.0000000E+001, 3.0496398E+001
 1.6900995E+001, 1.0000856E+000, 1.0275424E+000, 9.9815317E-004, 1.9000000E+001, 3.0576631E+001
 1.6989654E+001, 1.0000985E+000, 1.0264957E+000, 9.8582988E-004, 1.3000000E+001, 3.0676307E+001
 1.7078313E+001, 1.0001126E+000, 1.0247781E+000, 9.9057375E-004, 1.0000000E+001, 3.0760848E+001
 1.7166971E+001, 1.0001273E+000, 1.0226184E+000, 9.4109646E-004, 1.0000000E+001, 3.0940948E+001
 1.7255630E+001, 1.0001419E+000, 1.0201718E+000, 8.2968169E-004, 1.0000000E+001, 3.1031488E+001
 1.7344289E+001, 1.0001551E+000, 1.0175502E+000, 8.2271779E-004, 1.0000000E+001, 3.1178268E+001
 1.7432947E+001, 1.0001654E+000, 1.0148568E+000, 8.7743746E-004, 8.0000000E+000, 3.1264676E+001
 1.7521606E+001, 1.0001723E+000, 1.0123208E+000, 9.0394822E-004, 9.0000000E+000, 3.1393352E+001
 1.7610265E+001, 1.0001749E+000, 1.0099827E+000, 9.1936651E-004, 9.0000000E+000, 3.1509635E+001
 1.7698924E+001, 1.0001743E+000, 1.0078737E+000, 9.2834431E-004, 9.0000000E+000, 3.1589191E+001
 1.7787582E+001, 1.0001716E+000, 1.0059828E+000, 9.4443435E-004, 1.0000000E+001, 3.1640290E+001
 1.7876241E+001, 1.0001673E+000, 1.0042782E+000, 9.8570428E-004, 1.1000000E+001, 3.1708455E+001
 1.7964900E+001, 1.0001612E+000, 1.0027823E+000, 9.5200141E-004, 1.1000000E+001, 3.1766824E+001
 1.8053558E+001, 1.0001524E+000, 1.0015101E+000, 9.3339112E-004, 1.1000000E+001, 3.1819120E+001
 1.8142217E+001, 1.0001405E+000, 1.0004625E+000, 9.1552643E-004, 1.0000000E+001, 3.1867728E+001
 1.8230876E+001, 1.0001246E+000, 9.9959117E-001, 9.4757394E-004, 1.0000000E+001, 3.2330672E+001
 1.8319534E+001, 1.0001050E+000, 9.9884402E-001, 9.2437575E-004, 1.0000000E+001, 3.2407859E+001
 1.8408193E+001, 1.0000827E+000, 9.9820514E-001, 9.8833267E-004, 8.0000000E+000, 3.2470523E+001
 1.8496852E+001, 1.0000577E+000, 9.9756900E-001, 8.7262329E-004, 8.0000000E+000, 3.2526462E+001
 1.8585511E+001, 1.0000303E+000, 9.9693249E-001, 8.1304329E-004, 8.0000000E+000, 3.2576129E+001
 1.8674169E+001, 1.0000006E+000, 9.9628492E-001, 9.2511375E-004, 8.0000000E+000, 3.2621116E+001
 1.8762828E+001, 9.9996688E-001, 9.9554306E-001, 7.0531321E-004, 1.0000000E+001, 3.2670543E+001
 1.8851487E+001, 9.9993015E-001, 9.9495562E-001, 8.8144973E-004, 8.0000000E+000, 3.2737624E+001
 1.8940145E+001, 9.9989003E-001, 9.9458298E-001, 9.1210131E-004, 9.0000000E+000, 3.2803634E+001
 1.9028804E+001, 9.9984916E-001, 9.9437292E-001, 8.6126791E-004, 1.2000000E+001, 3.2863868E+001
 1.9117463E+001, 9.9981090E-001, 9.9451274E-001, 9.9466291E-004, 1.2000000E+001, 3.2931010E+001
 1.9206122E+001, 9.9980592E-001, 9.9347607E-001, 9.9907982E-004, 9.0000000E+001, 3.3112640E+001
 1.9294780E+001, 9.9980586E-001, 9.9284071E-001, 9.8846504E-004, 1.0000000E+001, 3.3158733E+001
 1.9383439E+001, 9.9981055E-001, 9.9211940E-001, 9.7293341E-004, 9.0000000E+000, 3.3202033E+001
 1.9472098E+001, 9.9981978E-001, 9.9119668E-001, 9.1239484E-004, 8.0000000E+000, 3.3285628E+001
 1.9560756E+001, 9.9983287E-001, 9.9012288E-001, 8.4451601E-004, 8.0000000E+000, 3.3341354E+001
 1.9649415E+001, 9.9984925E-001, 9.8901889E-001, 8.6350924E-004, 8.0000000E+000, 3.3391669E+001
 1.9738074E+001, 9.9986814E-001, 9.8791823E-001, 9.5066832E-004, 8.0000000E+000, 3.3437999E+001
 1.9826733E+001, 9.9988855E-001, 9.8670176E-001, 7.9859262E-004, 1.0000000E+001, 3.3486179E+001
 1.9915391E+001, 9.9990814E-001, 9.8522161E-001, 9.0173422E-004, 1.0000000E+001, 3.3535419E+001
 2.0004050E+001, 9.9992311E-001, 9.8326495E-001, 9.2260123E-004, 1.2000000E+001, 3.3587646E+001
 2.0092709E+001, 9.9993030E-001, 9.8078917E-001, 9.3169585E-004, 1.4000000E+001, 3.3643745E+001
 2.0181367E+001, 9.9993060E-001, 9.7796259E-001, 9.6733887E-004, 1.6000000E+001, 3.3704200E+001
 2.0270026E+001, 9.9992968E-001, 9.7519444E-001, 9.9667736E-004, 1.8000000E+001, 3.3771674E+001
 2.0358685E+001, 9.9993460E-001, 9.7307950E-001, 9.9692389E-004, 2.3000000E+001, 3.3848247E+001
 2.0447344E+001, 9.9994663E-001, 9.7186836E-001, 9.9630650E-004, 2.6000000E+001, 3.3932170E+001
 2.0536002E+001, 9.9996003E-001, 9.7131584E-001, 9.9459894E-004, 2.3000000E+001, 3.4016780E+001
 2.0624661E+001, 9.9997018E-001, 9.7115800E-001, 9.9215279E-004, 1.9000000E+001, 3.4086963E+001
 2.0713320E+001, 9.9997556E-001, 9.7124820E-001, 9.9730971E-004, 1.5000000E+001, 3.4173934E+001
 2.0801978E+001, 9.9997620E-001, 9.7155872E-001, 9.9016952E-004, 1.3000000E+001, 3.4347877E+001
 2.0890637E+001, 9.9997278E-001, 9.7206470E-001, 9.9734616E-004, 1.2000000E+001, 3.4502242E+001
 2.0979296E+001, 9.9996545E-001, 9.7269955E-001, 9.8158942E-004, 1.6000000E+001, 3.4893230E+001
 2.1067955E+001, 9.9995609E-001, 9.7354119E-001, 9.9697073E-004, 1.4000000E+001, 3.5031928E+001
 2.1156613E+001, 9.9994631E-001, 9.7469077E-001, 9.6022311E-004, 1.4000000E+001, 3.5302711E+001
