s,m/s,m/s,Pa,m/s,,,,,m3/s,m3/s
 2.2600000E-001, 7.3619560E-002, 8.5105312E-002, 9.4760600E-002, 5.9696765E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9480000E-002, 0.0000000E+000
 2.3000000E-001, 7.4000819E-002, 8.5550162E-002, 9.4798682E-002, 7.2832786E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9580000E-002, 0.0000000E+000
 2.3600000E-001, 7.4382449E-002, 8.5995409E-002, 9.4836967E-002, 8.9603427E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9680000E-002, 0.0000000E+000
 2.4000000E-001, 7.4764404E-002, 8.6440998E-002, 9.4875394E-002, 1.1004135E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9780000E-002, 0.0000000E+000
 2.4600000E-001, 7.5146728E-002, 8.6886970E-002, 9.4913928E-002, 1.3507432E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9880000E-002, 0.0000000E+000
 2.5000000E-001, 7.5529376E-002, 8.7333267E-002, 9.4952505E-002, 1.6398456E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9980000E-002, 0.0000000E+000
 2.5600000E-001, 7.5307773E-002, 8.7082067E-002,-8.8347860E-002, 1.6994281E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9920000E-002, 0.0000000E+000
 2.6000000E-001, 7.4935384E-002, 8.6656745E-002,-8.8358662E-002, 2.2846498E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9820000E-002, 0.0000000E+000
 2.6600000E-001, 7.4563382E-002, 8.6231597E-002,-8.8372491E-002, 2.4839086E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9720000E-002, 0.0000000E+000
 2.7000000E-001, 7.4191715E-002, 8.5806634E-002,-8.8386612E-002, 2.6767272E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9620000E-002, 0.0000000E+000
 2.7600000E-001, 7.3820419E-002, 8.5381833E-002,-8.8401458E-002, 2.7037830E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9520000E-002, 0.0000000E+000
 2.8000000E-001, 7.3449438E-002, 8.4957151E-002,-8.8416690E-002, 2.5459567E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9420000E-002, 0.0000000E+000
 2.8600000E-001, 7.3078805E-002, 8.4532588E-002,-8.8432264E-002, 2.1607609E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9320000E-002, 0.0000000E+000
 2.9000000E-001, 7.2708466E-002, 8.4108122E-002,-8.8447987E-002, 1.5980552E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9220000E-002, 0.0000000E+000
 2.9600000E-001, 7.2338448E-002, 8.3683776E-002,-8.8463704E-002, 8.9884048E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9120000E-002, 0.0000000E+000
 3.0000000E-001, 7.1968696E-002, 8.3259551E-002,-8.8479274E-002, 1.9847075E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9020000E-002, 0.0000000E+000
 3.0600000E-001, 7.1055054E-002, 8.2207417E-002,-2.5350260E-001, 8.7134463E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8776000E-002, 0.0000000E+000
 3.1000000E-001, 7.0005613E-002, 8.0998463E-002,-2.5356145E-001, 1.2090645E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8496000E-002, 0.0000000E+000
 3.1600000E-001, 6.8956384E-002, 7.9789599E-002,-2.5362176E-001, 1.7017666E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8216000E-002, 0.0000000E+000
 3.2000000E-001, 6.7907319E-002, 7.8580897E-002,-2.5368118E-001, 1.9916994E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7936000E-002, 0.0000000E+000
 3.2600000E-001, 6.6858402E-002, 7.7372394E-002,-2.5373999E-001, 2.1486199E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7656000E-002, 0.0000000E+000
 3.3000000E-001, 6.5809584E-002, 7.6164090E-002,-2.5379812E-001, 2.1857500E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7376000E-002, 0.0000000E+000
 3.3600000E-001, 6.4760845E-002, 7.4956036E-002,-2.5385556E-001, 2.1043758E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7096000E-002, 0.0000000E+000
 3.4000000E-001, 6.3712150E-002, 7.3748220E-002,-2.5391241E-001, 1.9375844E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6816000E-002, 0.0000000E+000
 3.4600000E-001, 6.2663474E-002, 7.2540691E-002,-2.5396865E-001, 1.6888783E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6536000E-002, 0.0000000E+000
 3.5000000E-001, 6.1614792E-002, 7.1333424E-002,-2.5402441E-001, 1.3784871E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6256000E-002, 0.0000000E+000
 3.5600000E-001, 6.0082359E-002, 6.9568161E-002,-4.0075954E-001, 1.1988775E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5848000E-002, 0.0000000E+000
 3.6000000E-001, 5.8428941E-002, 6.7663586E-002,-4.0085009E-001, 5.6151816E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5408000E-002, 0.0000000E+000
 3.6600000E-001, 5.6775407E-002, 6.5759138E-002,-4.0094137E-001, 2.2634027E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4968000E-002, 0.0000000E+000
 3.7000000E-001, 5.5121759E-002, 6.3854827E-002,-4.0103147E-001, 4.4717764E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4528000E-002, 0.0000000E+000
 3.7600000E-001, 5.3467966E-002, 6.1950619E-002,-4.0112068E-001, 9.3572361E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4088000E-002, 0.0000000E+000
 3.8000000E-001, 5.1814034E-002, 6.0046458E-002,-4.0120904E-001, 1.3971526E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3648000E-002, 0.0000000E+000
 3.8600000E-001, 5.0159939E-002, 5.8142293E-002,-4.0129653E-001, 1.7865253E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3208000E-002, 0.0000000E+000
 3.9000000E-001, 4.8505700E-002, 5.6238066E-002,-4.0138329E-001, 2.0806152E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2768000E-002, 0.0000000E+000
 3.9600000E-001, 4.6851298E-002, 5.4333702E-002,-4.0146920E-001, 2.2553202E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2328000E-002, 0.0000000E+000
 4.0000000E-001, 4.5196758E-002, 5.2429160E-002,-4.0155432E-001, 2.2718196E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1888000E-002, 0.0000000E+000
 4.0600000E-001, 4.3179265E-002, 5.0105626E-002,-5.1165499E-001, 1.9457903E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1352000E-002, 0.0000000E+000
 4.1000000E-001, 4.1070918E-002, 4.7677123E-002,-5.1176004E-001, 1.7792462E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0792000E-002, 0.0000000E+000
 4.1600000E-001, 3.8962366E-002, 4.5248134E-002,-5.1186405E-001, 1.2953965E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0232000E-002, 0.0000000E+000
 4.2000000E-001, 3.6853635E-002, 4.2818732E-002,-5.1196555E-001, 8.0149606E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6720000E-003, 0.0000000E+000
 4.2600000E-001, 3.4744689E-002, 4.0388827E-002,-5.1206429E-001, 3.5623311E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1120000E-003, 0.0000000E+000
 4.3000000E-001, 3.2635543E-002, 3.7958475E-002,-5.1216040E-001, 2.7357433E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5520000E-003, 0.0000000E+000
 4.3600000E-001, 3.0526152E-002, 3.5527605E-002,-5.1225344E-001, 5.6284822E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9920000E-003, 0.0000000E+000
 4.4000000E-001, 2.8416533E-002, 3.3096281E-002,-5.1234375E-001, 8.1469640E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4320000E-003, 0.0000000E+000
 4.4600000E-001, 2.6306635E-002, 3.0664439E-002,-5.1243090E-001, 9.8054451E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8720000E-003, 0.0000000E+000
 4.5000000E-001, 2.4196475E-002, 2.8232143E-002,-5.1251528E-001, 1.0882605E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3120000E-003, 0.0000000E+000
 4.5600000E-001, 2.1904596E-002, 2.5589960E-002,-5.6760894E-001, 1.2190835E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7040000E-003, 0.0000000E+000
 4.6000000E-001, 1.9567054E-002, 2.2894968E-002,-5.6769528E-001, 1.1503162E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0840000E-003, 0.0000000E+000
 4.6600000E-001, 1.7229120E-002, 2.0199381E-002,-5.6777848E-001, 1.1490797E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4640000E-003, 0.0000000E+000
 4.7000000E-001, 1.4890833E-002, 1.7503287E-002,-5.6785821E-001, 1.1093125E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8440000E-003, 0.0000000E+000
 4.7600000E-001, 1.2552124E-002, 1.4806604E-002,-5.6793410E-001, 1.0590568E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2240000E-003, 0.0000000E+000
 4.8000000E-001, 1.0213033E-002, 1.2109402E-002,-5.6800658E-001, 1.0030583E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6040000E-003, 0.0000000E+000
 4.8600000E-001, 7.8734898E-003, 9.4116012E-003,-5.6807516E-001, 9.4425740E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9840000E-003, 0.0000000E+000
 4.9000000E-001, 5.5335384E-003, 6.7132712E-003,-5.6814034E-001, 8.8532709E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3640000E-003, 0.0000000E+000
 4.9600000E-001, 3.1931056E-003, 4.0143306E-003,-5.6820164E-001, 8.2759805E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4400000E-004, 4.7571566E-007
 5.0000000E-001, 8.5223816E-004, 1.3148503E-003,-5.6825960E-001, 7.7167112E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2400000E-004, 4.2542693E-005
 5.0600000E-001, 2.2599761E-003, 2.9417127E-003, 5.6869150E-001, 1.7908263E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9600000E-004, 5.6520739E-006
 5.1000000E-001, 4.6051696E-003, 5.6500964E-003, 5.6872111E-001, 9.4921985E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1160000E-003, 0.0000000E+000
 5.1600000E-001, 6.9508784E-003, 8.3594394E-003, 5.6876943E-001, 5.3032494E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7360000E-003, 0.0000000E+000
 5.2000000E-001, 9.2969502E-003, 1.1069217E-002, 5.6881955E-001, 5.5622850E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3560000E-003, 0.0000000E+000
 5.2600000E-001, 1.1643423E-002, 1.3779582E-002, 5.6887435E-001, 5.3644838E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9760000E-003, 0.0000000E+000
 5.3000000E-001, 1.3990222E-002, 1.6490446E-002, 5.6893220E-001, 5.1923351E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5960000E-003, 0.0000000E+000
 5.3600000E-001, 1.6337366E-002, 1.9201874E-002, 5.6899375E-001, 5.0561340E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2160000E-003, 0.0000000E+000
 5.4000000E-001, 1.8684789E-002, 2.1913790E-002, 5.6905851E-001, 4.9111691E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8360000E-003, 0.0000000E+000
 5.4600000E-001, 2.1032502E-002, 2.4626255E-002, 5.6912694E-001, 4.7674439E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4560000E-003, 0.0000000E+000
 5.5000000E-001, 2.3380445E-002, 2.7339197E-002, 5.6919857E-001, 4.6159634E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0760000E-003, 0.0000000E+000
 5.5600000E-001, 2.5547224E-002, 2.9843310E-002, 5.1426267E-001, 5.1307908E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6480000E-003, 0.0000000E+000
 5.6000000E-001, 2.7668826E-002, 3.2295540E-002, 5.1433448E-001, 4.1003727E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2080000E-003, 0.0000000E+000
 5.6600000E-001, 2.9790592E-002, 3.4748229E-002, 5.1440851E-001, 4.0518224E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7680000E-003, 0.0000000E+000
 5.7000000E-001, 3.1912484E-002, 3.7201334E-002, 5.1448519E-001, 3.7481664E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3280000E-003, 0.0000000E+000
 5.7600000E-001, 3.4034502E-002, 3.9654898E-002, 5.1456472E-001, 3.4149411E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8880000E-003, 0.0000000E+000
 5.8000000E-001, 3.6156611E-002, 4.2108854E-002, 5.1464676E-001, 3.0644777E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4480000E-003, 0.0000000E+000
 5.8600000E-001, 3.8278807E-002, 4.4563244E-002, 5.1473164E-001, 2.9195763E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0008000E-002, 0.0000000E+000
 5.9000000E-001, 4.0401063E-002, 4.7017999E-002, 5.1481898E-001, 2.9652668E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0568000E-002, 0.0000000E+000
 5.9600000E-001, 4.2523370E-002, 4.9473154E-002, 5.1490910E-001, 3.0238307E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1128000E-002, 0.0000000E+000
 6.0000000E-001, 4.4645707E-002, 5.1928642E-002, 5.1500165E-001, 3.0170028E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1688000E-002, 0.0000000E+000
 6.0600000E-001, 4.6405279E-002, 5.3965768E-002, 4.0508278E-001, 2.9831035E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2152000E-002, 0.0000000E+000
 6.1000000E-001, 4.8074167E-002, 5.5898516E-002, 4.0516105E-001, 3.1367461E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2592000E-002, 0.0000000E+000
 6.1600000E-001, 4.9743040E-002, 5.7831488E-002, 4.0523954E-001, 2.3779741E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3032000E-002, 0.0000000E+000
 6.2000000E-001, 5.1411899E-002, 5.9764685E-002, 4.0531967E-001, 2.2760711E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3472000E-002, 0.0000000E+000
 6.2600000E-001, 5.3080732E-002, 6.1698122E-002, 4.0540147E-001, 2.5357505E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3912000E-002, 0.0000000E+000
