,,s,s,s
   2900,2020-06-26T16:21:23.397+02:00,   0.241E-03,   1.53883, 861.83880
   3000,2020-06-26T16:21:33.437+02:00,   0.265E-03,   1.56496, 901.78646
   3100,2020-06-26T16:21:42.440+02:00,   0.265E-03,   1.59143, 937.61499
   3200,2020-06-26T16:21:52.243+02:00,   0.265E-03,   1.61790, 976.61210
   3300,2020-06-26T16:22:01.266+02:00,   0.238E-03,   1.64247,1012.52177
   3400,2020-06-26T16:22:10.905+02:00,   0.262E-03,   1.66750,1050.95774
   3500,2020-06-26T16:22:20.305+02:00,   0.262E-03,   1.69371,1088.29193
   3600,2020-06-26T16:22:31.369+02:00,   0.262E-03,   1.71991,1132.35469
   3700,2020-06-26T16:22:40.492+02:00,   0.236E-03,   1.74432,1168.72063
   3800,2020-06-26T16:22:49.821+02:00,   0.259E-03,   1.76893,1205.88626
   3900,2020-06-26T16:22:55.865+02:00,   0.259E-03,   1.79485,1229.91868
   4000,2020-06-26T16:23:02.764+02:00,   0.259E-03,   1.82077,1257.37374
   4100,2020-06-26T16:23:10.545+02:00,   0.233E-03,   1.84505,1288.23817
   4200,2020-06-26T16:23:16.821+02:00,   0.257E-03,   1.86926,1313.02470
   4300,2020-06-26T16:23:21.031+02:00,   0.231E-03,   1.89414,1329.66276
   4400,2020-06-26T16:23:29.984+02:00,   0.254E-03,   1.91815,1365.24686
   4500,2020-06-26T16:23:40.275+02:00,   0.254E-03,   1.94353,1406.20478
   4600,2020-06-26T16:23:49.902+02:00,   0.254E-03,   1.96892,1444.45576
   4700,2020-06-26T16:23:59.833+02:00,   0.254E-03,   1.99431,1484.00473
   4723,2020-06-26T16:24:02.172+02:00,   0.108E-03,   2.00000,1493.34525
