s,m/s,m/s,Pa,m/s,,,,,m3/s,m3/s
 2.2600000E-001, 7.3619561E-002, 8.5105298E-002, 9.4760058E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9480000E-002, 0.0000000E+000
 2.3000000E-001, 7.4000820E-002, 8.5550147E-002, 9.4798084E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9580000E-002, 0.0000000E+000
 2.3600000E-001, 7.4382450E-002, 8.5995392E-002, 9.4836315E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9680000E-002, 0.0000000E+000
 2.4000000E-001, 7.4764405E-002, 8.6440980E-002, 9.4874683E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9780000E-002, 0.0000000E+000
 2.4600000E-001, 7.5146730E-002, 8.6886950E-002, 9.4913155E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9880000E-002, 0.0000000E+000
 2.5000000E-001, 7.5529378E-002, 8.7333245E-002, 9.4951667E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9980000E-002, 0.0000000E+000
 2.5600000E-001, 7.5307782E-002, 8.7082083E-002,-8.8347499E-002, 4.6259293E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9920000E-002, 0.0000000E+000
 2.6000000E-001, 7.4935386E-002, 8.6656711E-002,-8.8359556E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9820000E-002, 0.0000000E+000
 2.6600000E-001, 7.4563386E-002, 8.6231574E-002,-8.8373313E-002, 4.6259293E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9720000E-002, 0.0000000E+000
 2.7000000E-001, 7.4191721E-002, 8.5806609E-002,-8.8387589E-002, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9620000E-002, 0.0000000E+000
 2.7600000E-001, 7.3820426E-002, 8.5381809E-002,-8.8402399E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9520000E-002, 0.0000000E+000
 2.8000000E-001, 7.3449446E-002, 8.4957129E-002,-8.8417589E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9420000E-002, 0.0000000E+000
 2.8600000E-001, 7.3078814E-002, 8.4532569E-002,-8.8433069E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9320000E-002, 0.0000000E+000
 2.9000000E-001, 7.2708476E-002, 8.4108108E-002,-8.8448658E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9220000E-002, 0.0000000E+000
 2.9600000E-001, 7.2338458E-002, 8.3683769E-002,-8.8464204E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9120000E-002, 0.0000000E+000
 3.0000000E-001, 7.1968705E-002, 8.3259550E-002,-8.8479582E-002, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9020000E-002, 0.0000000E+000
 3.0600000E-001, 7.1055069E-002, 8.2207459E-002,-2.5350157E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8776000E-002, 0.0000000E+000
 3.1000000E-001, 7.0005618E-002, 8.0998468E-002,-2.5356132E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8496000E-002, 0.0000000E+000
 3.1600000E-001, 6.8956390E-002, 7.9789621E-002,-2.5362135E-001, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8216000E-002, 0.0000000E+000
 3.2000000E-001, 6.7907323E-002, 7.8580923E-002,-2.5368076E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7936000E-002, 0.0000000E+000
 3.2600000E-001, 6.6858405E-002, 7.7372424E-002,-2.5373946E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7656000E-002, 0.0000000E+000
 3.3000000E-001, 6.5809585E-002, 7.6164123E-002,-2.5379756E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7376000E-002, 0.0000000E+000
 3.3600000E-001, 6.4760845E-002, 7.4956071E-002,-2.5385499E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7096000E-002, 0.0000000E+000
 3.4000000E-001, 6.3712148E-002, 7.3748256E-002,-2.5391186E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6816000E-002, 0.0000000E+000
 3.4600000E-001, 6.2663471E-002, 7.2540728E-002,-2.5396816E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6536000E-002, 0.0000000E+000
 3.5000000E-001, 6.1614788E-002, 7.1333460E-002,-2.5402400E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6256000E-002, 0.0000000E+000
 3.5600000E-001, 6.0082360E-002, 6.9568227E-002,-4.0075821E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5848000E-002, 0.0000000E+000
 3.6000000E-001, 5.8428934E-002, 6.7663612E-002,-4.0084983E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5408000E-002, 0.0000000E+000
 3.6600000E-001, 5.6775401E-002, 6.5759171E-002,-4.0094112E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4968000E-002, 0.0000000E+000
 3.7000000E-001, 5.5121753E-002, 6.3854856E-002,-4.0103143E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4528000E-002, 0.0000000E+000
 3.7600000E-001, 5.3467960E-002, 6.1950645E-002,-4.0112072E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4088000E-002, 0.0000000E+000
 3.8000000E-001, 5.1814029E-002, 6.0046481E-002,-4.0120917E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3648000E-002, 0.0000000E+000
 3.8600000E-001, 5.0159936E-002, 5.8142312E-002,-4.0129673E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3208000E-002, 0.0000000E+000
 3.9000000E-001, 4.8505699E-002, 5.6238082E-002,-4.0138355E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2768000E-002, 0.0000000E+000
 3.9600000E-001, 4.6851300E-002, 5.4333715E-002,-4.0146949E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2328000E-002, 0.0000000E+000
 4.0000000E-001, 4.5196761E-002, 5.2429171E-002,-4.0155462E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1888000E-002, 0.0000000E+000
 4.0600000E-001, 4.3179275E-002, 5.0105659E-002,-5.1165450E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1352000E-002, 0.0000000E+000
 4.1000000E-001, 4.1070924E-002, 4.7677127E-002,-5.1176023E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0792000E-002, 0.0000000E+000
 4.1600000E-001, 3.8962375E-002, 4.5248146E-002,-5.1186410E-001, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0232000E-002, 0.0000000E+000
 4.2000000E-001, 3.6853644E-002, 4.2818744E-002,-5.1196560E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6720000E-003, 0.0000000E+000
 4.2600000E-001, 3.4744698E-002, 4.0388842E-002,-5.1206424E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1120000E-003, 0.0000000E+000
 4.3000000E-001, 3.2635551E-002, 3.7958492E-002,-5.1216026E-001, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5520000E-003, 0.0000000E+000
 4.3600000E-001, 3.0526160E-002, 3.5527624E-002,-5.1225321E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9920000E-003, 0.0000000E+000
 4.4000000E-001, 2.8416540E-002, 3.3096302E-002,-5.1234344E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4320000E-003, 0.0000000E+000
 4.4600000E-001, 2.6306640E-002, 3.0664461E-002,-5.1243054E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8720000E-003, 0.0000000E+000
 4.5000000E-001, 2.4196480E-002, 2.8232166E-002,-5.1251487E-001, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3120000E-003, 0.0000000E+000
 4.5600000E-001, 2.1904602E-002, 2.5589994E-002,-5.6760813E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7040000E-003, 0.0000000E+000
 4.6000000E-001, 1.9567056E-002, 2.2894988E-002,-5.6769482E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0840000E-003, 0.0000000E+000
 4.6600000E-001, 1.7229122E-002, 2.0199404E-002,-5.6777798E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4640000E-003, 0.0000000E+000
 4.7000000E-001, 1.4890834E-002, 1.7503308E-002,-5.6785776E-001, 1.0408341E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8440000E-003, 0.0000000E+000
 4.7600000E-001, 1.2552125E-002, 1.4806625E-002,-5.6793366E-001, 1.1564823E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2240000E-003, 0.0000000E+000
 4.8000000E-001, 1.0213033E-002, 1.2109422E-002,-5.6800616E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6040000E-003, 0.0000000E+000
 4.8600000E-001, 7.8734901E-003, 9.4116191E-003,-5.6807477E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9840000E-003, 0.0000000E+000
 4.9000000E-001, 5.5335386E-003, 6.7132873E-003,-5.6813998E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3640000E-003, 0.0000000E+000
 4.9600000E-001, 3.1931058E-003, 4.0143448E-003,-5.6820131E-001, 4.6259293E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4400000E-004, 4.7571556E-007
 5.0000000E-001, 8.5223859E-004, 1.3148625E-003,-5.6825929E-001, 5.2041704E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2400000E-004, 4.2542688E-005
 5.0600000E-001, 2.2599315E-003, 2.9414904E-003, 5.6868411E-001, 3.4694470E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9600000E-004, 5.6521066E-006
 5.1000000E-001, 4.6051790E-003, 5.6501693E-003, 5.6872134E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1160000E-003, 0.0000000E+000
 5.1600000E-001, 6.9508790E-003, 8.3594399E-003, 5.6876903E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7360000E-003, 0.0000000E+000
 5.2000000E-001, 9.2969523E-003, 1.1069223E-002, 5.6881998E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3560000E-003, 0.0000000E+000
 5.2600000E-001, 1.1643426E-002, 1.3779585E-002, 5.6887463E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9760000E-003, 0.0000000E+000
 5.3000000E-001, 1.3990225E-002, 1.6490447E-002, 5.6893251E-001, 1.0408341E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5960000E-003, 0.0000000E+000
 5.3600000E-001, 1.6337370E-002, 1.9201873E-002, 5.6899406E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2160000E-003, 0.0000000E+000
 5.4000000E-001, 1.8684793E-002, 2.1913786E-002, 5.6905882E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8360000E-003, 0.0000000E+000
 5.4600000E-001, 2.1032507E-002, 2.4626249E-002, 5.6912724E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4560000E-003, 0.0000000E+000
 5.5000000E-001, 2.3380451E-002, 2.7339188E-002, 5.6919887E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0760000E-003, 0.0000000E+000
 5.5600000E-001, 2.5547233E-002, 2.9843311E-002, 5.1426333E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6480000E-003, 0.0000000E+000
 5.6000000E-001, 2.7668834E-002, 3.2295523E-002, 5.1433476E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2080000E-003, 0.0000000E+000
 5.6600000E-001, 2.9790600E-002, 3.4748213E-002, 5.1440881E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7680000E-003, 0.0000000E+000
 5.7000000E-001, 3.1912494E-002, 3.7201314E-002, 5.1448542E-001, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3280000E-003, 0.0000000E+000
 5.7600000E-001, 3.4034512E-002, 3.9654875E-002, 5.1456493E-001, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8880000E-003, 0.0000000E+000
 5.8000000E-001, 3.6156623E-002, 4.2108828E-002, 5.1464694E-001, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4480000E-003, 0.0000000E+000
 5.8600000E-001, 3.8278819E-002, 4.4563214E-002, 5.1473177E-001, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0008000E-002, 0.0000000E+000
 5.9000000E-001, 4.0401076E-002, 4.7017966E-002, 5.1481906E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0568000E-002, 0.0000000E+000
 5.9600000E-001, 4.2523384E-002, 4.9473116E-002, 5.1490914E-001, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1128000E-002, 0.0000000E+000
 6.0000000E-001, 4.4645722E-002, 5.1928600E-002, 5.1500165E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1688000E-002, 0.0000000E+000
 6.0600000E-001, 4.6405298E-002, 5.3965745E-002, 4.0508348E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2152000E-002, 0.0000000E+000
 6.1000000E-001, 4.8074181E-002, 5.5898462E-002, 4.0516099E-001, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2592000E-002, 0.0000000E+000
 6.1600000E-001, 4.9743055E-002, 5.7831437E-002, 4.0523951E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3032000E-002, 0.0000000E+000
 6.2000000E-001, 5.1411914E-002, 5.9764630E-002, 4.0531954E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3472000E-002, 0.0000000E+000
 6.2600000E-001, 5.3080747E-002, 6.1698064E-002, 4.0540132E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3912000E-002, 0.0000000E+000
