s,m/s,m/s,Pa,m/s,,,,,m3/s,m3/s
 2.2600000E-001, 6.9410482E-002, 7.8654600E-002, 2.5852978E-001, 4.2654251E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9480000E-002, 0.0000000E+000
 2.3000000E-001, 7.0327326E-002, 8.0140255E-002, 2.9315927E-001, 3.8702053E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9580000E-002, 0.0000000E+000
 2.3600000E-001, 7.1364787E-002, 8.1778234E-002, 3.1828028E-001, 3.3826141E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9680000E-002, 0.0000000E+000
 2.4000000E-001, 7.2565165E-002, 8.3587397E-002, 3.3445299E-001, 2.6157092E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9780000E-002, 0.0000000E+000
 2.4600000E-001, 7.3966268E-002, 8.5579981E-002, 3.4025988E-001, 1.6874546E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9880000E-002, 0.0000000E+000
 2.5000000E-001, 7.5516249E-002, 8.7681573E-002, 3.3754466E-001, 1.6400096E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9980000E-002, 0.0000000E+000
 2.5600000E-001, 7.7160848E-002, 8.9818953E-002, 3.2615089E-001, 2.2138667E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9920000E-002, 0.0000000E+000
 2.6000000E-001, 7.8777994E-002, 9.1900121E-002, 3.0710954E-001, 4.4952928E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9820000E-002, 0.0000000E+000
 2.6600000E-001, 8.0166958E-002, 9.3778498E-002, 2.7747501E-001, 6.4740957E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9720000E-002, 0.0000000E+000
 2.7000000E-001, 8.1179745E-002, 9.5314109E-002, 2.3735211E-001, 7.8400649E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9620000E-002, 0.0000000E+000
 2.7600000E-001, 8.1678414E-002, 9.6303639E-002, 1.8603851E-001, 8.4920148E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9520000E-002, 0.0000000E+000
 2.8000000E-001, 8.1771537E-002, 9.6785818E-002, 1.2703682E-001, 8.6985473E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9420000E-002, 0.0000000E+000
 2.8600000E-001, 8.1509454E-002, 9.6760689E-002, 6.1813244E-002, 8.6549042E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9320000E-002, 0.0000000E+000
 2.9000000E-001, 8.1020225E-002, 9.6368242E-002,-6.8248537E-003, 8.4117717E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9220000E-002, 0.0000000E+000
 2.9600000E-001, 8.0338196E-002, 9.5610441E-002,-7.6719505E-002, 8.0298994E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9120000E-002, 0.0000000E+000
 3.0000000E-001, 7.9520715E-002, 9.4554948E-002,-1.4491705E-001, 7.5304240E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9020000E-002, 0.0000000E+000
 3.0600000E-001, 7.8552118E-002, 9.3169181E-002,-2.0783852E-001, 7.8076235E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8776000E-002, 0.0000000E+000
 3.1000000E-001, 7.7414815E-002, 9.1500827E-002,-2.6444293E-001, 8.0610149E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8496000E-002, 0.0000000E+000
 3.1600000E-001, 7.5975702E-002, 8.9486255E-002,-3.1406117E-001, 7.8050580E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8216000E-002, 0.0000000E+000
 3.2000000E-001, 7.4169841E-002, 8.7109891E-002,-3.5795203E-001, 6.9909702E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7936000E-002, 0.0000000E+000
 3.2600000E-001, 7.1930874E-002, 8.4284075E-002,-3.9450239E-001, 5.5723691E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7656000E-002, 0.0000000E+000
 3.3000000E-001, 6.9406712E-002, 8.1127383E-002,-4.2327230E-001, 3.8307977E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7376000E-002, 0.0000000E+000
 3.3600000E-001, 6.6716171E-002, 7.7755389E-002,-4.4215403E-001, 2.3031329E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7096000E-002, 0.0000000E+000
 3.4000000E-001, 6.4009184E-002, 7.4343051E-002,-4.5218174E-001, 1.9365555E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6816000E-002, 0.0000000E+000
 3.4600000E-001, 6.1401730E-002, 7.1012697E-002,-4.5200879E-001, 1.9015609E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6536000E-002, 0.0000000E+000
 3.5000000E-001, 5.8956605E-002, 6.7831525E-002,-4.4264418E-001, 3.0864531E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6256000E-002, 0.0000000E+000
 3.5600000E-001, 5.6741025E-002, 6.4878781E-002,-4.2252542E-001, 3.5266381E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5848000E-002, 0.0000000E+000
 3.6000000E-001, 5.4717086E-002, 6.2158779E-002,-3.9394890E-001, 3.7113430E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5408000E-002, 0.0000000E+000
 3.6600000E-001, 5.2823608E-002, 5.9693333E-002,-3.5877981E-001, 4.0215677E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4968000E-002, 0.0000000E+000
 3.7000000E-001, 5.0944865E-002, 5.7387786E-002,-3.2068184E-001, 4.2536807E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4528000E-002, 0.0000000E+000
 3.7600000E-001, 4.9043352E-002, 5.5198599E-002,-2.8128910E-001, 4.4507568E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4088000E-002, 0.0000000E+000
 3.8000000E-001, 4.7169466E-002, 5.3120494E-002,-2.4182189E-001, 4.7683273E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3648000E-002, 0.0000000E+000
 3.8600000E-001, 4.5417189E-002, 5.1245132E-002,-2.0369828E-001, 4.9925019E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3208000E-002, 0.0000000E+000
 3.9000000E-001, 4.3835231E-002, 4.9608726E-002,-1.6830387E-001, 4.9970198E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2768000E-002, 0.0000000E+000
 3.9600000E-001, 4.2491382E-002, 4.8271110E-002,-1.3749324E-001, 4.7423575E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2328000E-002, 0.0000000E+000
 4.0000000E-001, 4.1367758E-002, 4.7182770E-002,-1.1138736E-001, 4.2519975E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1888000E-002, 0.0000000E+000
 4.0600000E-001, 4.0472396E-002, 4.6336149E-002,-9.0927594E-002, 2.8940920E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1352000E-002, 0.0000000E+000
 4.1000000E-001, 3.9716736E-002, 4.5647537E-002,-7.6094502E-002, 1.7795148E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0792000E-002, 0.0000000E+000
 4.1600000E-001, 3.8991054E-002, 4.5041803E-002,-6.9480536E-002, 1.2951187E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0232000E-002, 0.0000000E+000
 4.2000000E-001, 3.8162360E-002, 4.4386731E-002,-7.1379285E-002, 1.6365445E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6720000E-003, 0.0000000E+000
 4.2600000E-001, 3.7128855E-002, 4.3548497E-002,-8.3230536E-002, 2.6723207E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1120000E-003, 0.0000000E+000
 4.3000000E-001, 3.5908937E-002, 4.2499428E-002,-1.0316542E-001, 3.4860141E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5520000E-003, 0.0000000E+000
 4.3600000E-001, 3.4506259E-002, 4.1215067E-002,-1.3151744E-001, 4.1332476E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9920000E-003, 0.0000000E+000
 4.4000000E-001, 3.2969501E-002, 3.9738890E-002,-1.6656383E-001, 4.6554276E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4320000E-003, 0.0000000E+000
 4.4600000E-001, 3.1299956E-002, 3.8042330E-002,-2.0808357E-001, 5.0456563E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8720000E-003, 0.0000000E+000
 4.5000000E-001, 2.9522605E-002, 3.6139337E-002,-2.5369879E-001, 5.3283483E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3120000E-003, 0.0000000E+000
 4.5600000E-001, 2.7615423E-002, 3.3979333E-002,-3.0175854E-001, 5.8081955E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7040000E-003, 0.0000000E+000
 4.6000000E-001, 2.5569991E-002, 3.1576552E-002,-3.5023616E-001, 6.2307531E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0840000E-003, 0.0000000E+000
 4.6600000E-001, 2.3309810E-002, 2.8868061E-002,-3.9791087E-001, 6.4032915E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4640000E-003, 0.0000000E+000
 4.7000000E-001, 2.0808043E-002, 2.5858121E-002,-4.4388534E-001, 6.2844393E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8440000E-003, 0.0000000E+000
 4.7600000E-001, 1.8007794E-002, 2.2483341E-002,-4.8650873E-001, 5.7997819E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2240000E-003, 0.0000000E+000
 4.8000000E-001, 1.4970611E-002, 1.8811786E-002,-5.2489217E-001, 5.0353943E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6040000E-003, 0.0000000E+000
 4.8600000E-001, 1.1721403E-002, 1.4869048E-002,-5.5729670E-001, 4.0337021E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9840000E-003, 0.0000000E+000
 4.9000000E-001, 8.3454030E-003, 1.0758794E-002,-5.8380911E-001, 2.8938411E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3640000E-003, 0.0000000E+000
 4.9600000E-001, 4.8924843E-003, 6.5313139E-003,-6.0295383E-001, 1.6946988E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4400000E-004, 0.0000000E+000
 5.0000000E-001, 1.4275677E-003, 2.2595023E-003,-6.1505860E-001, 8.4395427E-004, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2400000E-004, 1.0514248E-005
 5.0600000E-001,-1.9909585E-003,-2.0079156E-003,-6.1799220E-001, 6.7393784E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9600000E-004, 6.1723828E-004
 5.1000000E-001,-4.6278266E-003,-5.9611104E-003,-5.4485497E-001, 1.2306297E-002, 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1160000E-003, 1.6377270E-003
 5.1600000E-001,-4.4192187E-003,-7.9154949E-003,-2.9274757E-001, 1.1890655E-002, 1.3333333E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7360000E-003, 2.4739553E-003
 5.2000000E-001,-2.6607890E-003,-7.1880208E-003, 1.0236674E-001, 1.2320918E-002, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3560000E-003, 2.8619681E-003
 5.2600000E-001,-5.3431055E-004,-4.9954731E-003, 4.9932986E-001, 1.2428030E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9760000E-003, 2.6977882E-003
 5.3000000E-001, 1.7127030E-003,-1.8118328E-003, 1.2041979E+000, 1.2496714E-002, 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5960000E-003, 1.6805286E-003
 5.3600000E-001, 4.8684643E-003, 3.0029624E-003, 1.4181797E+000, 1.2031550E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2160000E-003, 2.5379015E-004
 5.4000000E-001, 8.7523393E-003, 8.6807242E-003, 1.4863415E+000, 1.0901194E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8360000E-003, 0.0000000E+000
 5.4600000E-001, 1.3564743E-002, 1.5309351E-002, 1.5256152E+000, 8.8615996E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4560000E-003, 0.0000000E+000
 5.5000000E-001, 1.9073652E-002, 2.2528054E-002, 1.5401209E+000, 5.9302654E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0760000E-003, 0.0000000E+000
 5.5600000E-001, 2.5092354E-002, 3.0046536E-002, 1.5306066E+000, 2.6051427E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6480000E-003, 0.0000000E+000
 5.6000000E-001, 3.1238066E-002, 3.7515319E-002, 1.5041890E+000, 3.7838535E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2080000E-003, 0.0000000E+000
 5.6600000E-001, 3.7125903E-002, 4.4621285E-002, 1.4610324E+000, 8.1332754E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7680000E-003, 0.0000000E+000
 5.7000000E-001, 4.2265404E-002, 5.0989266E-002, 1.3775758E+000, 1.1965022E-002, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3280000E-003, 0.0000000E+000
 5.7600000E-001, 4.5159093E-002, 5.5130494E-002, 1.1045772E+000, 1.2229471E-002, 1.3333333E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8880000E-003, 0.0000000E+000
 5.8000000E-001, 4.7439592E-002, 5.8543149E-002, 1.0160163E+000, 1.1622845E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4480000E-003, 0.0000000E+000
 5.8600000E-001, 4.9455612E-002, 6.1437002E-002, 9.1460854E-001, 1.1144166E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0008000E-002, 0.0000000E+000
 5.9000000E-001, 5.1385752E-002, 6.3938521E-002, 8.0677359E-001, 1.1319808E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0568000E-002, 0.0000000E+000
 5.9600000E-001, 5.3277367E-002, 6.6012984E-002, 6.9847975E-001, 1.1047020E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1128000E-002, 0.0000000E+000
 6.0000000E-001, 5.5098600E-002, 6.7698010E-002, 5.9588606E-001, 1.0387837E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1688000E-002, 0.0000000E+000
 6.0600000E-001, 5.6714647E-002, 6.8898074E-002, 5.0556234E-001, 1.0729842E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2152000E-002, 0.0000000E+000
 6.1000000E-001, 5.8005535E-002, 6.9642280E-002, 4.2874936E-001, 1.1068003E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2592000E-002, 0.0000000E+000
 6.1600000E-001, 5.8751810E-002, 6.9833334E-002, 3.6736174E-001, 1.0481144E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3032000E-002, 0.0000000E+000
 6.2000000E-001, 5.8925556E-002, 6.9516277E-002, 3.1834028E-001, 8.9248139E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3472000E-002, 0.0000000E+000
 6.2600000E-001, 5.8488859E-002, 6.8653066E-002, 2.8251287E-001, 6.3838604E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3912000E-002, 0.0000000E+000
