s,Pa,m/s,
Time,"pres","error","iter"
 1.3942063E+000,-2.1316896E-001, 4.6336239E-004, 5.4285714E+000
 1.3960451E+000,-2.2940153E-001, 4.8196463E-004, 5.0000000E+000
 1.3980365E+000,-2.3928427E-001, 4.4194105E-004, 4.1538955E+000
 1.4002420E+000,-2.4171476E-001, 4.5397103E-004, 3.7500000E+000
 1.4021719E+000,-2.3461687E-001, 4.2134665E-004, 4.0000000E+000
 1.4041017E+000,-2.1959608E-001, 4.4933800E-004, 3.7142857E+000
 1.4060315E+000,-1.9885104E-001, 4.6745984E-004, 3.4285714E+000
 1.4082371E+000,-1.7224162E-001, 4.7361829E-004, 4.1250000E+000
 1.4101393E+000,-1.3970452E-001, 4.7138243E-004, 5.1449285E+000
 1.4121242E+000,-1.0119269E-001, 4.6666496E-004, 5.0000000E+000
 1.4141091E+000,-6.1785276E-002, 4.6766566E-004, 4.5000000E+000
 1.4160939E+000,-3.0931185E-002, 4.5461284E-004, 3.7500000E+000
 1.4180788E+000,-1.1083733E-002, 4.6147909E-004, 4.0000000E+000
 1.4200637E+000, 5.2918064E-004, 4.5468690E-004, 4.7500000E+000
 1.4220486E+000, 8.7951718E-003, 4.7803968E-004, 5.1250000E+000
 1.4240334E+000, 1.7416850E-002, 4.6740048E-004, 5.6250000E+000
 1.4260183E+000, 2.3431979E-002, 4.7331527E-004, 5.2500000E+000
 1.4280032E+000, 2.9456479E-002, 4.5074417E-004, 4.5000000E+000
 1.4300129E+000, 4.1844751E-002, 4.6231997E-004, 4.1358025E+000
 1.4321962E+000, 6.4999207E-002, 4.7329473E-004, 5.0000000E+000
 1.4341067E+000, 8.5792745E-002, 4.7511143E-004, 5.0000000E+000
 1.4360171E+000, 9.9525936E-002, 4.8397687E-004, 6.5714286E+000
 1.4382005E+000, 1.1416342E-001, 4.8145894E-004, 7.3750000E+000
 1.4401109E+000, 1.2292477E-001, 4.7078152E-004, 6.2857143E+000
 1.4420214E+000, 1.2125107E-001, 4.5676751E-004, 5.4285714E+000
 1.4442047E+000, 1.0690195E-001, 4.5427269E-004, 4.7500000E+000
 1.4461152E+000, 7.9920549E-002, 4.7759215E-004, 5.2857143E+000
 1.4480256E+000, 4.2231560E-002, 4.8573758E-004, 6.1428571E+000
 1.4502090E+000,-4.2918306E-003, 4.8628337E-004, 5.8750000E+000
 1.4521194E+000,-4.6125461E-002, 4.8157895E-004, 4.8571429E+000
 1.4540299E+000,-7.7750190E-002, 4.7284994E-004, 3.8571429E+000
 1.4562132E+000,-1.0526048E-001, 4.7216575E-004, 3.2500000E+000
 1.4581237E+000,-1.3010868E-001, 4.4854644E-004, 3.8571429E+000
 1.4601422E+000,-1.5268315E-001, 4.5746134E-004, 3.8784022E+000
 1.4621058E+000,-1.6446776E-001, 4.5923246E-004, 3.3750000E+000
 1.4640694E+000,-1.6284599E-001, 4.4854770E-004, 3.8750000E+000
 1.4660330E+000,-1.5642668E-001, 4.4880293E-004, 3.7500000E+000
 1.4682421E+000,-1.5384716E-001, 4.6703502E-004, 3.6666667E+000
 1.4702057E+000,-1.5331295E-001, 4.7041692E-004, 3.5000000E+000
 1.4721693E+000,-1.5043929E-001, 4.5182169E-004, 4.1250000E+000
 1.4741329E+000,-1.4333705E-001, 4.6563339E-004, 4.8750000E+000
 1.4760965E+000,-1.3674335E-001, 4.6604758E-004, 5.8750000E+000
 1.4780601E+000,-1.3490278E-001, 4.8906538E-004, 6.0000000E+000
 1.4800237E+000,-1.3192254E-001, 4.7304241E-004, 6.0000000E+000
 1.4822328E+000,-1.1810396E-001, 4.6314863E-004, 5.3333333E+000
 1.4841964E+000,-9.7722856E-002, 4.3204075E-004, 4.3750000E+000
 1.4860373E+000,-7.9425207E-002, 4.7179968E-004, 4.1466667E+000
 1.4881972E+000,-6.1748353E-002, 4.7359841E-004, 4.3750000E+000
 1.4900872E+000,-4.1935977E-002, 4.6216838E-004, 6.4285714E+000
 1.4922472E+000,-1.9286961E-002, 4.8396446E-004, 7.1250000E+000
 1.4941371E+000,-9.3701860E-003, 4.7100714E-004, 7.0000000E+000
 1.4960271E+000,-8.8571874E-003, 4.5730725E-004, 6.2857143E+000
 1.4981871E+000,-1.2145320E-002, 4.4850057E-004, 6.0000000E+000
 1.5000770E+000,-2.0054317E-002, 4.8129544E-004, 6.0000000E+000
 1.5022370E+000,-3.6876207E-002, 4.6716985E-004, 5.2500000E+000
 1.5041270E+000,-5.8106201E-002, 4.6711149E-004, 3.1428571E+000
 1.5060170E+000,-7.8607476E-002, 4.6260643E-004, 2.2857143E+000
 1.5081769E+000,-9.8059683E-002, 4.4180316E-004, 4.5000000E+000
 1.5100669E+000,-1.0794630E-001, 4.7308481E-004, 6.4285714E+000
 1.5121725E+000,-1.1855462E-001, 4.7652805E-004, 6.1411213E+000
 1.5141153E+000,-1.2851105E-001, 4.7008091E-004, 6.0000000E+000
 1.5160580E+000,-1.3261890E-001, 4.7233580E-004, 5.6250000E+000
 1.5180007E+000,-1.3598800E-001, 4.5498811E-004, 4.5000000E+000
 1.5201862E+000,-1.4910070E-001, 4.4564272E-004, 3.7777778E+000
 1.5221289E+000,-1.7202479E-001, 4.7019618E-004, 5.0000000E+000
 1.5240717E+000,-1.9988976E-001, 4.8302922E-004, 6.8750000E+000
 1.5260144E+000,-2.1887996E-001, 4.8129068E-004, 8.0000000E+000
 1.5281999E+000,-2.2985462E-001, 4.8434647E-004, 7.7777778E+000
 1.5301426E+000,-2.3332032E-001, 4.6331395E-004, 6.6250000E+000
 1.5320853E+000,-2.1515575E-001, 4.4498222E-004, 5.1250000E+000
 1.5340281E+000,-1.8227754E-001, 4.5285375E-004, 4.0000000E+000
 1.5362136E+000,-1.4628025E-001, 4.4445904E-004, 3.8888889E+000
 1.5382049E+000,-1.1625413E-001, 4.4737070E-004, 4.0243902E+000
 1.5400748E+000,-9.5099521E-002, 4.7581428E-004, 5.7142857E+000
 1.5422117E+000,-7.6554339E-002, 4.6791350E-004, 6.5000000E+000
 1.5440816E+000,-6.2909404E-002, 4.7438483E-004, 6.2857143E+000
 1.5462186E+000,-6.1557078E-002, 4.3699925E-004, 5.8750000E+000
 1.5480884E+000,-6.8841207E-002, 4.6341689E-004, 5.7142857E+000
 1.5502254E+000,-7.9989185E-002, 4.6039312E-004, 6.7500000E+000
 1.5520953E+000,-9.2326382E-002, 4.6294889E-004, 7.0000000E+000
 1.5542323E+000,-1.0279624E-001, 4.6117981E-004, 6.5000000E+000
 1.5561021E+000,-1.0673740E-001, 4.5197032E-004, 5.2857143E+000
 1.5582391E+000,-1.0545790E-001, 4.4918555E-004, 3.7500000E+000
 1.5601090E+000,-1.0240111E-001, 4.6944932E-004, 3.5714286E+000
 1.5622460E+000,-9.5311639E-002, 4.7325014E-004, 6.3750000E+000
 1.5641158E+000,-8.3031949E-002, 4.6126202E-004, 8.0000000E+000
 1.5662528E+000,-7.0667893E-002, 4.7944493E-004, 7.3750000E+000
 1.5681227E+000,-5.9848150E-002, 4.7031867E-004, 6.5714286E+000
 1.5702597E+000,-5.5486786E-002, 4.5576195E-004, 5.1250000E+000
 1.5721295E+000,-5.6734307E-002, 4.5475007E-004, 3.7142857E+000
 1.5742665E+000,-5.9314025E-002, 4.7151155E-004, 3.1250000E+000
 1.5761364E+000,-5.8617795E-002, 4.5161808E-004, 3.5714286E+000
 1.5780062E+000,-5.2620095E-002, 4.5080061E-004, 4.5714286E+000
 1.5801432E+000,-4.2174411E-002, 4.7271987E-004, 5.1250000E+000
 1.5820131E+000,-3.0922072E-002, 4.5664210E-004, 5.5714286E+000
 1.5841501E+000,-1.7181703E-002, 4.7193134E-004, 5.5000000E+000
 1.5860199E+000, 2.1846984E-003, 4.7604097E-004, 5.4285714E+000
 1.5881569E+000, 2.2387369E-002, 4.7694881E-004, 5.0000000E+000
 1.5900268E+000, 3.5429133E-002, 4.2626726E-004, 4.5714286E+000
 1.5921637E+000, 3.8069245E-002, 4.3018765E-004, 3.7500000E+000
 1.5940336E+000, 3.2616067E-002, 4.6268203E-004, 3.7142857E+000
 1.5961706E+000, 1.5627509E-002, 4.6616532E-004, 5.7500000E+000
 1.5980404E+000,-1.2952915E-002, 4.7717300E-004, 8.0000000E+000
 1.6001774E+000,-4.9019435E-002, 4.8002558E-004, 9.0000000E+000
 1.6020473E+000,-8.8697259E-002, 4.8297222E-004, 8.5714286E+000
 1.6041843E+000,-1.2270558E-001, 4.7910947E-004, 6.7500000E+000
 1.6060541E+000,-1.4671829E-001, 4.5927107E-004, 4.8571429E+000
 1.6081911E+000,-1.6597370E-001, 4.5755409E-004, 3.6250000E+000
 1.6100610E+000,-1.8724753E-001, 4.7020126E-004, 4.4285714E+000
 1.6121980E+000,-2.0494784E-001, 4.7977246E-004, 7.2500000E+000
 1.6140678E+000,-2.1256085E-001, 4.7670404E-004, 8.5714286E+000
 1.6162048E+000,-2.1849963E-001, 4.7170487E-004, 7.5000000E+000
 1.6181795E+000,-2.3420937E-001, 4.5333219E-004, 5.7705455E+000
 1.6201001E+000,-2.5318200E-001, 4.6608180E-004, 5.3750000E+000
 1.6220207E+000,-2.6622279E-001, 4.6491860E-004, 4.3750000E+000
 1.6241814E+000,-2.7029881E-001, 4.7428218E-004, 4.1111111E+000
 1.6261020E+000,-2.7075435E-001, 4.6818239E-004, 5.0000000E+000
 1.6280226E+000,-2.6623084E-001, 4.8891229E-004, 5.0000000E+000
 1.6301833E+000,-2.4602877E-001, 4.7072789E-004, 5.3333333E+000
 1.6321039E+000,-2.0905956E-001, 4.5243526E-004, 6.0000000E+000
 1.6340245E+000,-1.6437613E-001, 4.6246180E-004, 5.8750000E+000
 1.6361852E+000,-1.1523270E-001, 4.8078422E-004, 5.1111111E+000
 1.6381058E+000,-6.9322679E-002, 4.7965423E-004, 4.2500000E+000
 1.6400264E+000,-3.4587163E-002, 4.7365891E-004, 3.2500000E+000
 1.6421871E+000,-1.0209428E-002, 4.4773646E-004, 3.4444444E+000
 1.6441077E+000, 7.3433155E-003, 4.5392807E-004, 5.1250000E+000
 1.6460283E+000, 1.3566048E-002, 4.4628571E-004, 5.7500000E+000
 1.6480689E+000, 1.0077179E-002, 4.4572393E-004, 6.2588235E+000
 1.6501816E+000, 3.9784530E-003, 4.5939856E-004, 6.1250000E+000
 1.6520302E+000,-2.8860422E-003, 4.3592986E-004, 5.8571429E+000
 1.6541428E+000,-1.4190550E-002, 4.6353834E-004, 6.3750000E+000
 1.6562555E+000,-3.3423646E-002, 4.6357887E-004, 7.0000000E+000
 1.6581041E+000,-5.1187395E-002, 4.5666827E-004, 6.8571429E+000
 1.6602168E+000,-6.4391878E-002, 4.6774107E-004, 5.6250000E+000
 1.6620653E+000,-7.7444716E-002, 4.6458608E-004, 5.0000000E+000
 1.6641780E+000,-9.7536833E-002, 4.6852947E-004, 6.2500000E+000
 1.6660266E+000,-1.1831653E-001, 4.5166473E-004, 6.8571429E+000
 1.6681392E+000,-1.3159756E-001, 4.4556398E-004, 6.8750000E+000
 1.6700928E+000,-1.4089413E-001, 4.5600442E-004, 5.8919708E+000
 1.6722308E+000,-1.4621188E-001, 4.4828794E-004, 4.7777778E+000
 1.6741313E+000,-1.4413123E-001, 4.4293940E-004, 4.0000000E+000
 1.6760318E+000,-1.3697792E-001, 4.4972197E-004, 3.5000000E+000
 1.6781698E+000,-1.2658244E-001, 4.6513899E-004, 4.6666667E+000
 1.6800703E+000,-1.1317759E-001, 4.5206377E-004, 5.7500000E+000
 1.6822084E+000,-1.0065220E-001, 4.4876517E-004, 5.7777778E+000
 1.6841089E+000,-9.3392087E-002, 4.7120787E-004, 5.1250000E+000
 1.6860093E+000,-9.0671700E-002, 4.4130519E-004, 4.7500000E+000
 1.6881474E+000,-9.1480855E-002, 4.5377364E-004, 5.2222222E+000
 1.6900479E+000,-9.7325066E-002, 4.4814737E-004, 6.0000000E+000
 1.6921859E+000,-1.0830659E-001, 4.6012109E-004, 5.8888889E+000
 1.6940864E+000,-1.2056234E-001, 4.4291064E-004, 5.1250000E+000
 1.6962245E+000,-1.3114191E-001, 4.3170104E-004, 4.8888889E+000
 1.6980299E+000,-1.4112467E-001, 4.5827956E-004, 4.8684211E+000
 1.7001205E+000,-1.5229903E-001, 4.5738930E-004, 5.5000000E+000
 1.7022110E+000,-1.6575746E-001, 4.6471826E-004, 6.8750000E+000
 1.7040402E+000,-1.8100326E-001, 4.8941387E-004, 7.0000000E+000
 1.7061307E+000,-2.0125257E-001, 4.6993925E-004, 6.6250000E+000
 1.7082213E+000,-2.2808701E-001, 4.7011754E-004, 5.5000000E+000
 1.7100505E+000,-2.5819232E-001, 4.6139456E-004, 4.4285714E+000
 1.7121410E+000,-2.9060466E-001, 4.5103619E-004, 4.8750000E+000
 1.7142316E+000,-3.2196962E-001, 4.7234780E-004, 6.2500000E+000
 1.7160608E+000,-3.4341572E-001, 4.7228338E-004, 7.5714286E+000
 1.7181513E+000,-3.5183609E-001, 4.6196901E-004, 8.0000000E+000
 1.7202419E+000,-3.4204955E-001, 4.6362500E-004, 7.1250000E+000
 1.7222272E+000,-3.1888385E-001, 4.4794926E-004, 5.5397351E+000
 1.7241074E+000,-2.8976113E-001, 4.4654996E-004, 3.7500000E+000
 1.7262226E+000,-2.5489076E-001, 4.5646462E-004, 3.4444444E+000
 1.7281027E+000,-2.1869471E-001, 4.5012995E-004, 4.3750000E+000
 1.7302179E+000,-1.8829156E-001, 4.6522319E-004, 5.2222222E+000
 1.7320981E+000,-1.6467262E-001, 4.6405246E-004, 6.0000000E+000
 1.7342133E+000,-1.4704107E-001, 4.6022358E-004, 6.7777778E+000
 1.7360934E+000,-1.3331688E-001, 4.4958954E-004, 7.0000000E+000
 1.7382086E+000,-1.1826689E-001, 4.6348013E-004, 6.2222222E+000
 1.7400888E+000,-1.0248562E-001, 4.5431306E-004, 5.0000000E+000
 1.7422040E+000,-8.9009262E-002, 4.6019647E-004, 4.3333333E+000
 1.7440841E+000,-7.9075965E-002, 4.3744053E-004, 4.7500000E+000
 1.7461993E+000,-7.2125632E-002, 4.6556139E-004, 5.0000000E+000
 1.7480795E+000,-6.9321256E-002, 4.6084987E-004, 5.5000000E+000
 1.7500067E+000,-6.9371953E-002, 4.6466708E-004, 6.2682927E+000
 1.7520749E+000,-6.9499488E-002, 4.5898056E-004, 7.0000000E+000
 1.7541430E+000,-6.8755275E-002, 4.4685834E-004, 6.7500000E+000
 1.7562112E+000,-6.7393026E-002, 4.6033070E-004, 5.8750000E+000
 1.7580209E+000,-6.6600487E-002, 4.2476797E-004, 6.0000000E+000
 1.7600891E+000,-6.5378213E-002, 4.3610554E-004, 6.0000000E+000
 1.7621572E+000,-6.3285667E-002, 4.4582387E-004, 5.3750000E+000
 1.7642254E+000,-5.9715279E-002, 4.3698100E-004, 4.6250000E+000
 1.7660351E+000,-5.5928755E-002, 4.5857823E-004, 5.2857143E+000
 1.7681033E+000,-5.2658720E-002, 4.4394479E-004, 6.0000000E+000
 1.7701715E+000,-4.8663262E-002, 4.6333031E-004, 6.3750000E+000
 1.7722396E+000,-4.4085520E-002, 4.6696523E-004, 6.1250000E+000
 1.7740493E+000,-4.0322160E-002, 4.4491870E-004, 5.5714286E+000
 1.7761175E+000,-3.7131710E-002, 4.5480065E-004, 4.7500000E+000
 1.7781857E+000,-3.7058010E-002, 4.6825767E-004, 5.2500000E+000
 1.7802538E+000,-4.0373589E-002, 4.4720377E-004, 6.0000000E+000
 1.7820635E+000,-4.4376458E-002, 4.5521613E-004, 6.0000000E+000
 1.7841317E+000,-4.8260567E-002, 4.4576076E-004, 5.7500000E+000
 1.7861999E+000,-5.5563265E-002, 4.6806533E-004, 5.0000000E+000
 1.7880095E+000,-6.4158403E-002, 4.6663896E-004, 5.1428571E+000
 1.7900777E+000,-7.2955422E-002, 4.5052075E-004, 5.7500000E+000
 1.7921459E+000,-8.0554840E-002, 4.7077824E-004, 6.1250000E+000
 1.7942141E+000,-8.8788016E-002, 4.7463073E-004, 6.1250000E+000
 1.7960237E+000,-9.9446414E-002, 4.5022641E-004, 5.7142857E+000
 1.7980919E+000,-1.1092302E-001, 4.7267206E-004, 5.1250000E+000
 1.8001601E+000,-1.2546427E-001, 4.4344631E-004, 4.7500000E+000
 1.8022283E+000,-1.4392806E-001, 4.5010924E-004, 5.2500000E+000
 1.8040380E+000,-1.6727535E-001, 4.7143915E-004, 6.2857143E+000
 1.8061061E+000,-1.9635008E-001, 4.3846439E-004, 7.0000000E+000
 1.8081743E+000,-2.3254846E-001, 4.5383883E-004, 6.6250000E+000
 1.8102425E+000,-2.7135474E-001, 4.7480908E-004, 6.0000000E+000
 1.8120522E+000,-3.0557295E-001, 4.9279556E-004, 6.0000000E+000
 1.8141203E+000,-3.3491994E-001, 4.6884428E-004, 5.8750000E+000
 1.8161885E+000,-3.5868936E-001, 4.7041273E-004, 7.2500000E+000
 1.8182567E+000,-3.6820465E-001, 4.7678923E-004, 8.5000000E+000
 1.8200664E+000,-3.6502065E-001, 4.7003652E-004, 8.0000000E+000
 1.8221346E+000,-3.4411250E-001, 4.6548668E-004, 6.7500000E+000
 1.8240986E+000,-3.1247605E-001, 4.4283308E-004, 5.4081330E+000
 1.8261911E+000,-2.7967640E-001, 4.5952237E-004, 4.3333333E+000
 1.8280510E+000,-2.5076580E-001, 4.6358735E-004, 5.2500000E+000
 1.8301434E+000,-2.2564403E-001, 4.6275105E-004, 5.8888889E+000
 1.8320034E+000,-2.0417475E-001, 4.8069559E-004, 6.1250000E+000
 1.8340958E+000,-1.8546248E-001, 4.7745158E-004, 6.0000000E+000
 1.8361882E+000,-1.5973637E-001, 4.4001034E-004, 6.0000000E+000
 1.8380482E+000,-1.2797889E-001, 4.3487001E-004, 5.7500000E+000
 1.8401406E+000,-9.1955897E-002, 4.5720968E-004, 5.1111111E+000
 1.8420006E+000,-5.9843336E-002, 4.2907062E-004, 4.6250000E+000
 1.8440930E+000,-3.2593737E-002, 4.6251373E-004, 5.3333333E+000
 1.8461854E+000,-8.0397792E-003, 4.4402365E-004, 6.0000000E+000
 1.8480454E+000, 5.8364499E-003, 4.6068884E-004, 5.3750000E+000
 1.8501378E+000, 9.5796834E-003, 4.4616474E-004, 5.5555556E+000
 1.8520210E+000, 1.2724110E-002, 4.6620012E-004, 6.1358025E+000
 1.8540669E+000, 1.7177525E-002, 4.7247373E-004, 7.0000000E+000
 1.8561129E+000, 2.3182975E-002, 4.7030355E-004, 7.0000000E+000
 1.8581588E+000, 3.2846273E-002, 4.6801744E-004, 6.5000000E+000
 1.8602047E+000, 3.8457234E-002, 4.3750786E-004, 6.0000000E+000
 1.8622507E+000, 3.7907428E-002, 4.4003984E-004, 6.0000000E+000
 1.8640409E+000, 3.3613481E-002, 4.5333564E-004, 5.5714286E+000
 1.8660868E+000, 2.2358665E-002, 4.7009598E-004, 6.1250000E+000
 1.8681328E+000,-4.5065252E-003, 4.7556440E-004, 8.0000000E+000
 1.8701787E+000,-3.6536709E-002, 4.7554653E-004, 9.0000000E+000
 1.8722246E+000,-6.8206213E-002, 4.7446763E-004, 8.6250000E+000
 1.8740148E+000,-9.5953324E-002, 4.7930735E-004, 6.4285714E+000
 1.8760608E+000,-1.0930135E-001, 4.6145122E-004, 5.0000000E+000
 1.8781067E+000,-1.1058137E-001, 4.5677091E-004, 5.0000000E+000
 1.8801526E+000,-1.0272312E-001, 4.6026616E-004, 5.8750000E+000
 1.8821986E+000,-8.5425642E-002, 4.7043221E-004, 7.2500000E+000
 1.8842445E+000,-6.3731652E-002, 4.8072106E-004, 7.2500000E+000
 1.8860347E+000,-4.8980825E-002, 4.6761674E-004, 6.4285714E+000
 1.8880806E+000,-4.4752765E-002, 4.6309948E-004, 5.1250000E+000
 1.8901266E+000,-4.8371851E-002, 4.6408310E-004, 5.2500000E+000
 1.8921725E+000,-5.9360932E-002, 4.6544997E-004, 6.3750000E+000
 1.8942184E+000,-7.8857266E-002, 4.7568343E-004, 7.3750000E+000
 1.8960086E+000,-1.0179612E-001, 4.7596448E-004, 7.1428571E+000
 1.8980546E+000,-1.2116243E-001, 4.6060099E-004, 5.7500000E+000
 1.9001005E+000,-1.3487565E-001, 4.6239588E-004, 4.5000000E+000
 1.9021464E+000,-1.4669769E-001, 4.6126765E-004, 4.6250000E+000
 1.9041924E+000,-1.5518293E-001, 4.6963785E-004, 7.1250000E+000
 1.9062383E+000,-1.6212532E-001, 4.7950287E-004, 9.2500000E+000
 1.9080285E+000,-1.7624574E-001, 4.8980398E-004, 8.8571429E+000
 1.9100745E+000,-1.9759619E-001, 4.7159226E-004, 7.6250000E+000
 1.9121204E+000,-2.2995422E-001, 4.7367679E-004, 5.8750000E+000
 1.9141663E+000,-2.7619521E-001, 4.7179519E-004, 5.2500000E+000
 1.9162123E+000,-3.2456338E-001, 4.7881059E-004, 5.1250000E+000
 1.9180025E+000,-3.6244784E-001, 4.4229449E-004, 6.0000000E+000
 1.9200484E+000,-3.8874545E-001, 4.6789436E-004, 6.6250000E+000
 1.9220943E+000,-3.9836212E-001, 4.6462656E-004, 7.0000000E+000
 1.9241403E+000,-3.8162463E-001, 4.6476155E-004, 6.3750000E+000
 1.9260314E+000,-3.4710351E-001, 4.6536580E-004, 4.5272859E+000
 1.9281009E+000,-3.0606211E-001, 4.5617018E-004, 4.8888889E+000
 1.9301703E+000,-2.6239995E-001, 4.8031961E-004, 5.1111111E+000
 1.9320099E+000,-2.1964008E-001, 4.5813974E-004, 5.6250000E+000
 1.9340793E+000,-1.8233222E-001, 4.4555922E-004, 5.7777778E+000
 1.9361488E+000,-1.5048478E-001, 4.6764131E-004, 5.4444444E+000
 1.9382183E+000,-1.2130575E-001, 4.4707899E-004, 6.0000000E+000
 1.9400578E+000,-9.3626381E-002, 4.6072750E-004, 6.0000000E+000
 1.9421273E+000,-6.9010866E-002, 4.5635235E-004, 5.4444444E+000
 1.9441968E+000,-4.7966152E-002, 4.6731190E-004, 5.2222222E+000
 1.9460363E+000,-2.9299016E-002, 4.4512591E-004, 6.0000000E+000
 1.9481058E+000,-1.1055714E-002, 4.5455042E-004, 5.8888889E+000
 1.9501752E+000, 3.8828268E-003, 4.6669703E-004, 5.6666667E+000
 1.9520148E+000, 2.1172729E-002, 4.6718178E-004, 7.1250000E+000
 1.9542222E+000, 4.1374259E-002, 4.7734264E-004, 8.2395833E+000
 1.9562457E+000, 5.4780887E-002, 4.7639890E-004, 8.0000000E+000
 1.9580162E+000, 6.1498110E-002, 4.7028219E-004, 6.7142857E+000
 1.9600397E+000, 6.0046894E-002, 4.5854631E-004, 6.1250000E+000
 1.9620632E+000, 4.6401963E-002, 4.7112332E-004, 7.0000000E+000
 1.9640867E+000, 1.9859020E-002, 4.6616632E-004, 7.8750000E+000
 1.9661102E+000,-1.2921238E-002, 4.7615085E-004, 7.2500000E+000
 1.9681337E+000,-4.8543194E-002, 4.8168980E-004, 8.5000000E+000
 1.9701572E+000,-8.1943226E-002, 4.7917438E-004, 8.6250000E+000
 1.9721806E+000,-1.0625593E-001, 4.7697701E-004, 7.5000000E+000
 1.9742041E+000,-1.1831017E-001, 4.6762084E-004, 6.1250000E+000
 1.9762276E+000,-1.1727319E-001, 4.5452053E-004, 6.0000000E+000
 1.9782511E+000,-1.0473209E-001, 4.6886526E-004, 5.3750000E+000
 1.9800216E+000,-8.7959538E-002, 4.7250745E-004, 6.0000000E+000
 1.9820451E+000,-6.9901949E-002, 4.7012907E-004, 7.0000000E+000
 1.9840686E+000,-5.4285365E-002, 4.6821461E-004, 7.0000000E+000
 1.9860921E+000,-4.7047141E-002, 4.6043998E-004, 6.1250000E+000
 1.9881156E+000,-5.0272999E-002, 4.6205007E-004, 5.0000000E+000
 1.9901391E+000,-6.1808514E-002, 4.6591620E-004, 5.6250000E+000
 1.9921625E+000,-7.9446583E-002, 4.6589685E-004, 6.5000000E+000
 1.9941860E+000,-9.8438921E-002, 4.5719928E-004, 7.0000000E+000
 1.9962095E+000,-1.1525891E-001, 4.6097772E-004, 6.6250000E+000
 1.9982330E+000,-1.2546597E-001, 4.6595783E-004, 5.3750000E+000
 2.0000000E+000,-1.3004241E-001, 4.6464466E-004, 4.7157191E+000
