s,m/s,m/s,Pa,m/s,
 4.0000000E-002, 1.9413095E-001, 1.3942691E-001, 2.9849416E-001, 1.0157706E-003, 1.0000000E+000
 4.2000000E-002, 1.9657887E-001, 1.4259019E-001, 2.9794927E-001, 9.5783285E-004, 1.0000000E+000
 4.4000000E-002, 1.9900819E-001, 1.4578060E-001, 2.9739661E-001, 8.7803075E-004, 1.0000000E+000
 4.6000000E-002, 2.0141927E-001, 1.4899841E-001, 2.9687107E-001, 7.8584095E-004, 1.0000000E+000
 4.8000000E-002, 2.0381229E-001, 1.5224386E-001, 2.9636964E-001, 7.2090006E-004, 1.0000000E+000
 5.0000000E-002, 2.0618702E-001, 1.5551742E-001, 2.9587417E-001, 7.2303341E-004, 1.0000000E+000
 5.2000000E-002, 2.0752419E-001, 1.5839066E-001, 1.9135687E-001, 1.1463332E-003, 1.0000000E+000
 5.4000000E-002, 2.0912286E-001, 1.6113772E-001, 2.0797257E-001, 1.1652907E-003, 1.0000000E+000
 5.6000000E-002, 2.1079516E-001, 1.6387955E-001, 2.1452378E-001, 5.9057858E-004, 1.0000000E+000
 5.8000000E-002, 2.1241066E-001, 1.6667100E-001, 2.1363609E-001, 7.4260031E-004, 1.0000000E+000
 6.0000000E-002, 2.1393351E-001, 1.6951737E-001, 2.1010618E-001, 1.0415197E-003, 1.0000000E+000
 6.2000000E-002, 2.1538766E-001, 1.7240566E-001, 2.0719931E-001, 9.3907747E-004, 1.0000000E+000
 6.4000000E-002, 2.1681112E-001, 1.7532256E-001, 2.0595883E-001, 6.6728778E-004, 1.0000000E+000
 6.6000000E-002, 2.1822812E-001, 1.7826078E-001, 2.0594256E-001, 4.6552752E-004, 1.0000000E+000
 6.8000000E-002, 2.1964338E-001, 1.8121949E-001, 2.0626262E-001, 5.8633002E-004, 1.0000000E+000
 7.0000000E-002, 2.2104975E-001, 1.8420168E-001, 2.0629900E-001, 5.8231385E-004, 1.0000000E+000
 7.2000000E-002, 2.2243835E-001, 1.8721118E-001, 2.0590523E-001, 5.4468399E-004, 1.0000000E+000
 7.4000000E-002, 2.2380444E-001, 1.9025061E-001, 2.0525350E-001, 5.2906994E-004, 1.0000000E+000
 7.6000000E-002, 2.2514803E-001, 1.9332102E-001, 2.0458212E-001, 5.4235363E-004, 1.0000000E+000
 7.8000000E-002, 2.2647159E-001, 1.9642252E-001, 2.0403298E-001, 5.6458462E-004, 1.0000000E+000
 8.0000000E-002, 2.2777747E-001, 1.9955525E-001, 2.0362442E-001, 5.7448572E-004, 1.0000000E+000
 8.2000000E-002, 2.2906683E-001, 2.0271978E-001, 2.0330637E-001, 5.6231439E-004, 1.0000000E+000
 8.4000000E-002, 2.3033971E-001, 2.0591716E-001, 2.0302476E-001, 5.3309659E-004, 1.0000000E+000
 8.6000000E-002, 2.3159569E-001, 2.0914870E-001, 2.0275450E-001, 4.9831653E-004, 1.0000000E+000
 8.8000000E-002, 2.3283446E-001, 2.1241574E-001, 2.0249859E-001, 4.5516333E-004, 1.0000000E+000
 9.0000000E-002, 2.3405602E-001, 2.1571954E-001, 2.0227162E-001, 4.0650501E-004, 1.0000000E+000
 9.2000000E-002, 2.3526058E-001, 2.1906130E-001, 2.0208491E-001, 3.5270251E-004, 1.0000000E+000
 9.4000000E-002, 2.3644833E-001, 2.2244223E-001, 2.0194095E-001, 2.9327085E-004, 1.0000000E+000
 9.6000000E-002, 2.3761937E-001, 2.2586357E-001, 2.0183535E-001, 2.2819198E-004, 1.0000000E+000
 9.8000000E-002, 2.3877365E-001, 2.2932662E-001, 2.0176133E-001, 1.9880408E-004, 1.0000000E+000
 1.0000000E-001, 2.3991100E-001, 2.3283274E-001, 2.0171296E-001, 1.9904929E-004, 1.0000000E+000
 1.0200000E-001, 2.3978832E-001, 2.3577375E-001, 7.4097292E-002, 1.3848925E-003, 1.0000000E+000
 1.0400000E-001, 2.3994319E-001, 2.3854719E-001, 9.1236247E-002, 1.5847313E-003, 1.0000000E+000
 1.0600000E-001, 2.4018412E-001, 2.4132000E-001, 9.8618165E-002, 8.2579961E-004, 1.0000000E+000
 1.0800000E-001, 2.4037267E-001, 2.4416488E-001, 9.8417985E-002, 3.5719505E-004, 1.0000000E+000
 1.1000000E-001, 2.4046729E-001, 2.4708739E-001, 9.5332276E-002, 8.4127620E-004, 1.0000000E+000
 1.1200000E-001, 2.4049071E-001, 2.5007003E-001, 9.2746984E-002, 7.7969530E-004, 1.0000000E+000
 1.1400000E-001, 2.4048247E-001, 2.5309575E-001, 9.1837204E-002, 4.9573400E-004, 1.0000000E+000
 1.1600000E-001, 2.4046871E-001, 2.5615554E-001, 9.2209286E-002, 2.9163006E-004, 1.0000000E+000
 1.1800000E-001, 2.4045481E-001, 2.5924849E-001, 9.2947773E-002, 2.6567572E-004, 1.0000000E+000
 1.2000000E-001, 2.4043285E-001, 2.6237840E-001, 9.3376196E-002, 3.5654620E-004, 1.0000000E+000
 1.2200000E-001, 2.4039236E-001, 2.6554990E-001, 9.3303884E-002, 4.6359098E-004, 1.0000000E+000
 1.2400000E-001, 2.4032695E-001, 2.6876597E-001, 9.2886977E-002, 5.2651194E-004, 1.0000000E+000
 1.2600000E-001, 2.4023534E-001, 2.7202750E-001, 9.2369192E-002, 5.3855817E-004, 1.0000000E+000
 1.2800000E-001, 2.4011902E-001, 2.7533413E-001, 9.1903855E-002, 5.2193518E-004, 1.0000000E+000
 1.3000000E-001, 2.3997955E-001, 2.7868540E-001, 9.1515228E-002, 5.0010892E-004, 1.0000000E+000
 1.3200000E-001, 2.3981724E-001, 2.8208135E-001, 9.1150867E-002, 4.8421318E-004, 1.0000000E+000
 1.3400000E-001, 2.3963110E-001, 2.8552256E-001, 9.0749781E-002, 4.7349622E-004, 1.0000000E+000
 1.3600000E-001, 2.3941965E-001, 2.8900982E-001, 9.0280449E-002, 4.6209694E-004, 1.0000000E+000
 1.3800000E-001, 2.3918150E-001, 2.9254390E-001, 8.9742888E-002, 4.4511022E-004, 1.0000000E+000
 1.4000000E-001, 2.3891561E-001, 2.9612543E-001, 8.9152172E-002, 4.2099731E-004, 1.0000000E+000
 1.4200000E-001, 2.3862125E-001, 2.9975492E-001, 8.8522167E-002, 4.3847219E-004, 1.0000000E+000
 1.4400000E-001, 2.3829779E-001, 3.0343286E-001, 8.7858515E-002, 4.7052498E-004, 1.0000000E+000
 1.4600000E-001, 2.3794454E-001, 3.0715978E-001, 8.7159996E-002, 5.0077058E-004, 1.0000000E+000
 1.4800000E-001, 2.3756077E-001, 3.1093628E-001, 8.6423202E-002, 5.2917341E-004, 1.0000000E+000
 1.5000000E-001, 2.3714570E-001, 3.1476304E-001, 8.5646219E-002, 5.5517274E-004, 1.0000000E+000
 1.5200000E-001, 2.3541262E-001, 3.1794322E-001,-4.7782153E-002, 1.2981088E-003, 1.0000000E+000
 1.5400000E-001, 2.3391623E-001, 3.2093415E-001,-3.3769066E-002, 1.5564956E-003, 1.0000000E+000
 1.5600000E-001, 2.3248706E-001, 3.2392155E-001,-2.7993475E-002, 9.1350367E-004, 1.0000000E+000
 1.5800000E-001, 2.3099804E-001, 3.2698374E-001,-2.8950343E-002, 6.4742610E-004, 1.0000000E+000
 1.6000000E-001, 2.2940857E-001, 3.3012495E-001,-3.2641253E-002, 1.0715743E-003, 1.0000000E+000
 1.6200000E-001, 2.2773791E-001, 3.3332526E-001,-3.6009645E-002, 9.5440891E-004, 1.0000000E+000
 1.6400000E-001, 2.2602255E-001, 3.3656597E-001,-3.7907115E-002, 6.1619482E-004, 1.0000000E+000
 1.6600000E-001, 2.2428782E-001, 3.3983726E-001,-3.8618467E-002, 4.7210844E-004, 1.0000000E+000
 1.6800000E-001, 2.2254016E-001, 3.4313780E-001,-3.8946451E-002, 5.7377281E-004, 1.0000000E+000
 1.7000000E-001, 2.2077345E-001, 3.4647124E-001,-3.9511470E-002, 5.5390302E-004, 1.0000000E+000
 1.7200000E-001, 2.1897882E-001, 3.4984213E-001,-4.0503401E-002, 5.0422730E-004, 1.0000000E+000
 1.7400000E-001, 2.1715101E-001, 3.5325332E-001,-4.1789190E-002, 4.8287406E-004, 1.0000000E+000
 1.7600000E-001, 2.1528959E-001, 3.5670547E-001,-4.3143135E-002, 4.9884193E-004, 1.0000000E+000
 1.7800000E-001, 2.1339694E-001, 3.6019802E-001,-4.4413573E-002, 5.3312813E-004, 1.0000000E+000
 1.8000000E-001, 2.1147573E-001, 3.6373028E-001,-4.5565839E-002, 5.6434161E-004, 1.0000000E+000
 1.8200000E-001, 2.0952755E-001, 3.6730210E-001,-4.6639519E-002, 5.8196570E-004, 1.0000000E+000
 1.8400000E-001, 2.0755288E-001, 3.7091382E-001,-4.7686804E-002, 5.8657715E-004, 1.0000000E+000
 1.8600000E-001, 2.0555167E-001, 3.7456603E-001,-4.8735726E-002, 5.8385818E-004, 1.0000000E+000
 1.8800000E-001, 2.0352401E-001, 3.7825920E-001,-4.9785974E-002, 5.7895240E-004, 1.0000000E+000
 1.9000000E-001, 2.0147034E-001, 3.8199363E-001,-5.0822974E-002, 5.7406409E-004, 1.0000000E+000
 1.9200000E-001, 1.9939141E-001, 3.8576942E-001,-5.1832972E-002, 5.6892319E-004, 1.0000000E+000
 1.9400000E-001, 1.9728811E-001, 3.8958660E-001,-5.2810230E-002, 5.6237337E-004, 1.0000000E+000
 1.9600000E-001, 1.9516131E-001, 3.9344511E-001,-5.3756372E-002, 5.5362698E-004, 1.0000000E+000
 1.9800000E-001, 1.9301183E-001, 3.9734491E-001,-5.4676249E-002, 5.4266411E-004, 1.0000000E+000
 2.0000000E-001, 1.9084047E-001, 4.0128590E-001,-5.5574420E-002, 5.2999376E-004, 1.0000000E+000
 2.0200000E-001, 1.8749977E-001, 4.0457566E-001,-1.7556523E-001, 1.6629906E-003, 1.0000000E+000
 2.0400000E-001, 1.8434262E-001, 4.0766992E-001,-1.6613504E-001, 1.7639779E-003, 1.0000000E+000
 2.0600000E-001, 1.8124899E-001, 4.1074782E-001,-1.6204579E-001, 1.1791240E-003, 1.0000000E+000
 2.0800000E-001, 1.7812350E-001, 4.1388221E-001,-1.6274252E-001, 4.8763005E-004, 1.0000000E+000
 2.1000000E-001, 1.7493335E-001, 4.1707484E-001,-1.6557082E-001, 4.9366678E-004, 1.0000000E+000
 2.1200000E-001, 1.7169207E-001, 4.2030541E-001,-1.6828366E-001, 3.7978202E-004, 1.0000000E+000
 2.1400000E-001, 1.6842837E-001, 4.2355525E-001,-1.6993733E-001, 4.1203911E-004, 1.0000000E+000
 2.1600000E-001, 1.6516380E-001, 4.2681397E-001,-1.7066881E-001, 5.8092051E-004, 1.0000000E+000
 2.1800000E-001, 1.6190565E-001, 4.3007892E-001,-1.7105817E-001, 6.1578488E-004, 1.0000000E+000
 2.2000000E-001, 1.5865103E-001, 4.3335193E-001,-1.7159422E-001, 5.5695624E-004, 1.0000000E+000
 2.2200000E-001, 1.5539427E-001, 4.3663559E-001,-1.7245710E-001, 4.7843633E-004, 1.0000000E+000
 2.2400000E-001, 1.5213218E-001, 4.3993092E-001,-1.7357366E-001, 4.2641136E-004, 1.0000000E+000
 2.2600000E-001, 1.4886534E-001, 4.4323698E-001,-1.7478245E-001, 4.0744625E-004, 1.0000000E+000
 2.2800000E-001, 1.4559669E-001, 4.4655167E-001,-1.7596557E-001, 4.0600802E-004, 1.0000000E+000
 2.3000000E-001, 1.4232964E-001, 4.4987284E-001,-1.7709159E-001, 4.0505950E-004, 1.0000000E+000
 2.3200000E-001, 1.3906681E-001, 4.5319889E-001,-1.7818980E-001, 3.9642190E-004, 1.0000000E+000
 2.3400000E-001, 1.3580995E-001, 4.5652874E-001,-1.7930403E-001, 3.8070307E-004, 1.0000000E+000
 2.3600000E-001, 1.3256038E-001, 4.5986161E-001,-1.8046159E-001, 3.6242952E-004, 1.0000000E+000
 2.3800000E-001, 1.2931949E-001, 4.6319677E-001,-1.8166701E-001, 3.4558855E-004, 1.0000000E+000
 2.4000000E-001, 1.2608897E-001, 4.6653342E-001,-1.8291137E-001, 3.3179709E-004, 1.0000000E+000
 2.4200000E-001, 1.2287082E-001, 4.6987078E-001,-1.8418426E-001, 3.2401809E-004, 1.0000000E+000
 2.4400000E-001, 1.1966719E-001, 4.7320814E-001,-1.8548039E-001, 3.3457270E-004, 1.0000000E+000
 2.4600000E-001, 1.1648027E-001, 4.7654495E-001,-1.8679987E-001, 3.4571871E-004, 1.0000000E+000
 2.4800000E-001, 1.1331224E-001, 4.7988086E-001,-1.8814525E-001, 3.5746355E-004, 1.0000000E+000
 2.5000000E-001, 1.1016529E-001, 4.8321568E-001,-1.8951854E-001, 3.6971236E-004, 1.0000000E+000
 2.5200000E-001, 1.1093617E-001, 4.8741297E-001, 2.0209974E-001, 7.8511718E-003, 1.0000000E+000
 2.5400000E-001, 1.1017878E-001, 4.9202352E-001, 9.9148298E-002, 7.4237318E-003, 1.0000000E+000
 2.5600000E-001, 1.0896265E-001, 4.9678213E-001, 5.8018045E-002, 4.0640812E-003, 1.0000000E+000
 2.5800000E-001, 1.0797515E-001, 5.0153672E-001, 5.8984278E-002, 1.4436890E-003, 1.0000000E+000
 2.6000000E-001, 1.0737583E-001, 5.0625349E-001, 7.3074655E-002, 2.5529869E-003, 1.0000000E+000
 2.6200000E-001, 1.0702128E-001, 5.1095908E-001, 8.2553741E-002, 2.0541849E-003, 1.0000000E+000
 2.6400000E-001, 1.0671525E-001, 5.1569289E-001, 8.2763492E-002, 5.8292462E-004, 1.0000000E+000
 2.6600000E-001, 1.0634461E-001, 5.2048268E-001, 7.6810942E-002, 6.9875543E-004, 1.0000000E+000
 2.6800000E-001, 1.0589707E-001, 5.2533862E-001, 6.9609309E-002, 8.7491321E-004, 1.0000000E+000
 2.7000000E-001, 1.0541550E-001, 5.3025849E-001, 6.4254177E-002, 7.0362799E-004, 1.0000000E+000
 2.7200000E-001, 1.0494625E-001, 5.3523636E-001, 6.1257027E-002, 4.8503786E-004, 1.0000000E+000
 2.7400000E-001, 1.0451260E-001, 5.4026929E-001, 5.9577406E-002, 3.6349354E-004, 1.0000000E+000
 2.7600000E-001, 1.0411480E-001, 5.4535937E-001, 5.7988071E-002, 3.5237698E-004, 1.0000000E+000
 2.7800000E-001, 1.0374294E-001, 5.5051242E-001, 5.5847323E-002, 3.9265614E-004, 1.0000000E+000
 2.8000000E-001, 1.0338875E-001, 5.5573537E-001, 5.3145740E-002, 4.2542744E-004, 1.0000000E+000
 2.8200000E-001, 1.0305011E-001, 5.6103463E-001, 5.0173458E-002, 4.2490469E-004, 1.0000000E+000
 2.8400000E-001, 1.0272963E-001, 5.6641571E-001, 4.7193672E-002, 3.9521764E-004, 1.0000000E+000
 2.8600000E-001, 1.0243112E-001, 5.7188371E-001, 4.4304752E-002, 3.5244769E-004, 1.0000000E+000
 2.8800000E-001, 1.0215709E-001, 5.7744403E-001, 4.1469912E-002, 3.0966487E-004, 1.0000000E+000
 2.9000000E-001, 1.0190813E-001, 5.8310267E-001, 3.8608482E-002, 2.7154216E-004, 1.0000000E+000
 2.9200000E-001, 1.0168351E-001, 5.8886623E-001, 3.5663878E-002, 2.7624333E-004, 1.0000000E+000
 2.9400000E-001, 1.0148195E-001, 5.9474171E-001, 3.2621678E-002, 2.8411989E-004, 1.0000000E+000
 2.9600000E-001, 1.0130203E-001, 6.0073622E-001, 2.9493872E-002, 2.9047088E-004, 1.0000000E+000
 2.9800000E-001, 1.0114218E-001, 6.0685689E-001, 2.6296193E-002, 2.9658128E-004, 1.0000000E+000
 3.0000000E-001, 1.0100042E-001, 6.1311075E-001, 2.3034935E-002, 3.0091901E-004, 1.0000000E+000
 3.0200000E-001, 9.9726545E-002, 6.1881025E-001,-9.9452391E-002, 1.3262594E-003, 1.0000000E+000
 3.0400000E-001, 9.8668567E-002, 6.2441296E-001,-9.2632280E-002, 1.5475232E-003, 1.0000000E+000
 3.0600000E-001, 9.7699930E-002, 6.3010129E-001,-9.1318120E-002, 9.0924390E-004, 1.0000000E+000
 3.0800000E-001, 9.6719191E-002, 6.3595320E-001,-9.4922694E-002, 2.4676450E-004, 1.0000000E+000
 3.1000000E-001, 9.5687138E-002, 6.4197640E-001,-1.0076473E-001, 4.6241119E-004, 1.0000000E+000
 3.1200000E-001, 9.4610077E-002, 6.4815603E-001,-1.0659315E-001, 3.6240701E-004, 1.0000000E+000
 3.1400000E-001, 9.3508510E-002, 6.5447755E-001,-1.1147314E-001, 1.9207979E-004, 1.0000000E+000
 3.1600000E-001, 9.2394788E-002, 6.6093318E-001,-1.1555378E-001, 4.0837927E-004, 1.0000000E+000
 3.1800000E-001, 9.1266134E-002, 6.6752156E-001,-1.1942704E-001, 4.8644615E-004, 1.0000000E+000
 3.2000000E-001, 9.0108700E-002, 6.7424457E-001,-1.2359308E-001, 4.4842144E-004, 1.0000000E+000
 3.2200000E-001, 8.8905042E-002, 6.8110369E-001,-1.2824305E-001, 3.8426710E-004, 1.0000000E+000
 3.2400000E-001, 8.7639369E-002, 6.8809747E-001,-1.3331446E-001, 3.4928917E-004, 1.0000000E+000
 3.2600000E-001, 8.6298878E-002, 6.9522094E-001,-1.3865660E-001, 3.5099295E-004, 1.0000000E+000
 3.2800000E-001, 8.4872416E-002, 7.0246639E-001,-1.4416277E-001, 3.7039461E-004, 1.0000000E+000
 3.3000000E-001, 8.3348559E-002, 7.0982430E-001,-1.4981390E-001, 3.8951258E-004, 1.0000000E+000
 3.3200000E-001, 8.1714490E-002, 7.1728395E-001,-1.5565248E-001, 4.0118593E-004, 1.0000000E+000
 3.3400000E-001, 7.9955945E-002, 7.2483340E-001,-1.6173615E-001, 4.3492408E-004, 1.0000000E+000
 3.3600000E-001, 7.8057761E-002, 7.3245923E-001,-1.6810624E-001, 5.0956578E-004, 1.0000000E+000
 3.3800000E-001, 7.6004469E-002, 7.4014630E-001,-1.7478137E-001, 5.8456501E-004, 1.0000000E+000
 3.4000000E-001, 7.3780641E-002, 7.4787767E-001,-1.8176698E-001, 6.5810672E-004, 1.0000000E+000
 3.4200000E-001, 7.1370972E-002, 7.5563471E-001,-1.8906753E-001, 7.3043276E-004, 1.0000000E+000
 3.4400000E-001, 6.8760230E-002, 7.6339721E-001,-1.9669331E-001, 8.0243483E-004, 1.0000000E+000
 3.4600000E-001, 6.5933235E-002, 7.7114358E-001,-2.0466090E-001, 8.7461998E-004, 1.0000000E+000
 3.4800000E-001, 6.2874907E-002, 7.7885095E-001,-2.1299020E-001, 9.4681732E-004, 1.0000000E+000
 3.5000000E-001, 5.9570361E-002, 7.8649532E-001,-2.2170151E-001, 1.0184192E-003, 1.0000000E+000
 3.5200000E-001, 5.4724633E-002, 7.9335167E-001,-3.6358357E-001, 1.5759049E-003, 1.0000000E+000
 3.5400000E-001, 4.9882516E-002, 7.9984261E-001,-3.5827800E-001, 1.8009767E-003, 1.0000000E+000
 3.5600000E-001, 4.4859839E-002, 8.0612070E-001,-3.6173695E-001, 1.0721766E-003, 1.0000000E+000
 3.5800000E-001, 3.9518157E-002, 8.1223655E-001,-3.7239284E-001, 1.3061559E-003, 1.0000000E+000
 3.6000000E-001, 3.3807323E-002, 8.1817018E-001,-3.8618919E-001, 1.7481848E-003, 1.0000000E+000
 3.6200000E-001, 2.7737610E-002, 8.2387825E-001,-4.0006223E-001, 1.6793109E-003, 1.0000000E+000
 3.6400000E-001, 2.1336736E-002, 8.2931763E-001,-4.1288855E-001, 1.3987649E-003, 1.0000000E+000
 3.6600000E-001, 1.4621545E-002, 8.3445293E-001,-4.2498451E-001, 1.1916220E-003, 1.0000000E+000
 3.6800000E-001, 7.5906321E-003, 8.3925672E-001,-4.3717947E-001, 1.1539136E-003, 1.0000000E+000
 3.7000000E-001, 2.3078550E-004, 8.4370662E-001,-4.5011442E-001, 1.2293907E-003, 1.0000000E+000
 3.7200000E-001,-7.4730941E-003, 8.4778144E-001,-4.6399527E-001, 1.3223018E-003, 1.0000000E+000
 3.7400000E-001,-1.5531608E-002, 8.5145838E-001,-4.7870217E-001, 1.3741742E-003, 1.0000000E+000
 3.7600000E-001,-2.3949667E-002, 8.5471214E-001,-4.9402081E-001, 1.3775048E-003, 1.0000000E+000
 3.7800000E-001,-3.2728528E-002, 8.5751549E-001,-5.0980996E-001, 1.3528017E-003, 1.0000000E+000
 3.8000000E-001,-4.1868305E-002, 8.5984006E-001,-5.2604459E-001, 1.3221746E-003, 1.0000000E+000
 3.8200000E-001,-5.1369307E-002, 8.6165675E-001,-5.4277283E-001, 1.3006038E-003, 1.0000000E+000
 3.8400000E-001,-6.1232040E-002, 8.6293555E-001,-5.6005364E-001, 1.3018198E-003, 1.0000000E+000
 3.8600000E-001,-7.1456525E-002, 8.6364513E-001,-5.7791947E-001, 1.3021743E-003, 1.0000000E+000
 3.8800000E-001,-8.2041625E-002, 8.6375249E-001,-5.9637199E-001, 1.2971297E-003, 1.0000000E+000
 3.9000000E-001,-9.2984704E-002, 8.6322284E-001,-6.1539611E-001, 1.2854290E-003, 1.0000000E+000
 3.9200000E-001,-1.0428158E-001, 8.6201978E-001,-6.3497516E-001, 1.2683606E-003, 1.0000000E+000
 3.9400000E-001,-1.1592658E-001, 8.6010567E-001,-6.5509809E-001, 1.2480244E-003, 1.0000000E+000
 3.9600000E-001,-1.2791251E-001, 8.5744209E-001,-6.7575859E-001, 1.2260555E-003, 1.0000000E+000
 3.9800000E-001,-1.4023054E-001, 8.5399043E-001,-6.9695069E-001, 1.2032549E-003, 1.0000000E+000
 4.0000000E-001,-1.5286998E-001, 8.4971252E-001,-7.1866494E-001, 1.1798516E-003, 1.0000000E+000
 4.0200000E-001,-1.6704966E-001, 8.4397438E-001,-8.6897343E-001, 1.3459077E-003, 1.0000000E+000
 4.0400000E-001,-1.8120833E-001, 8.3714260E-001,-8.7442385E-001, 1.4394690E-003, 1.0000000E+000
 4.0600000E-001,-1.9552202E-001, 8.2934291E-001,-8.9020656E-001, 7.5897224E-004, 1.0000000E+000
 4.0800000E-001,-2.1010761E-001, 8.2062001E-001,-9.1401985E-001, 9.9684240E-004, 1.0000000E+000
 4.1000000E-001,-2.2498126E-001, 8.1096262E-001,-9.4103908E-001, 1.3927000E-003, 1.0000000E+000
 4.1200000E-001,-2.4009304E-001, 8.0034322E-001,-9.6781900E-001, 1.2580613E-003, 1.0000000E+000
 4.1400000E-001,-2.5537474E-001, 7.8873875E-001,-9.9317146E-001, 9.0407810E-004, 1.0000000E+000
 4.1600000E-001,-2.7076964E-001, 7.7613785E-001,-1.0174531E+000, 6.2720635E-004, 1.0000000E+000
 4.1800000E-001,-2.8623940E-001, 7.6254183E-001,-1.0415386E+000, 5.2703651E-004, 1.0000000E+000
 4.2000000E-001,-3.0175680E-001, 7.4796256E-001,-1.0660490E+000, 5.4715035E-004, 1.0000000E+000
 4.2200000E-001,-3.1729529E-001, 7.3241939E-001,-1.0911505E+000, 5.9088211E-004, 1.0000000E+000
 4.2400000E-001,-3.3282299E-001, 7.1593673E-001,-1.1165877E+000, 5.9896419E-004, 1.0000000E+000
 4.2600000E-001,-3.4830245E-001, 6.9854267E-001,-1.1421001E+000, 5.6269455E-004, 1.0000000E+000
 4.2800000E-001,-3.6369326E-001, 6.8026929E-001,-1.1674918E+000, 5.0118333E-004, 1.0000000E+000
 4.3000000E-001,-3.7895513E-001, 6.6115305E-001,-1.1926925E+000, 4.3533622E-004, 1.0000000E+000
 4.3200000E-001,-3.9404960E-001, 6.4123499E-001,-1.2177062E+000, 4.2467170E-004, 1.0000000E+000
 4.3400000E-001,-4.0894068E-001, 6.2055988E-001,-1.2425453E+000, 4.9587614E-004, 1.0000000E+000
 4.3600000E-001,-4.2359397E-001, 5.9917605E-001,-1.2672666E+000, 5.5937065E-004, 1.0000000E+000
 4.3800000E-001,-4.3797641E-001, 5.7713483E-001,-1.2916879E+000, 6.1829608E-004, 1.0000000E+000
 4.4000000E-001,-4.5205677E-001, 5.5448911E-001,-1.3158189E+000, 6.7329074E-004, 1.0000000E+000
 4.4200000E-001,-4.6580572E-001, 5.3129307E-001,-1.3396069E+000, 7.2311094E-004, 1.0000000E+000
 4.4400000E-001,-4.7919607E-001, 5.0760180E-001,-1.3630088E+000, 7.6587427E-004, 1.0000000E+000
 4.4600000E-001,-4.9220304E-001, 4.8347093E-001,-1.3859897E+000, 8.0014659E-004, 1.0000000E+000
 4.4800000E-001,-5.0480427E-001, 4.5895615E-001,-1.4085200E+000, 8.3971554E-004, 1.0000000E+000
 4.5000000E-001,-5.1697979E-001, 4.3411290E-001,-1.4305718E+000, 9.1541924E-004, 1.0000000E+000
 4.5200000E-001,-5.2972717E-001, 4.0859320E-001,-1.5570222E+000, 2.2237870E-003, 1.0000000E+000
 4.5400000E-001,-5.4173109E-001, 3.8273948E-001,-1.5607037E+000, 2.6530356E-003, 1.0000000E+000
 4.5600000E-001,-5.5316954E-001, 3.5671047E-001,-1.5739246E+000, 2.0764562E-003, 1.0000000E+000
 4.5800000E-001,-5.6416291E-001, 3.3060823E-001,-1.5941477E+000, 1.2785671E-003, 1.0000000E+000
 4.6000000E-001,-5.7473892E-001, 3.0449135E-001,-1.6162791E+000, 9.0073162E-004, 1.0000000E+000
 4.6200000E-001,-5.8486912E-001, 2.7839910E-001,-1.6371715E+000, 1.0117059E-003, 1.0000000E+000
