s,s
Time,"cpu"
 1.8761734E+001, 1.4136442E+004
 1.8789392E+001, 1.4165224E+004
 1.8817050E+001, 1.4187903E+004
 1.8844708E+001, 1.4209719E+004
 1.8872366E+001, 1.4231774E+004
 1.8900024E+001, 1.4252581E+004
 1.8941512E+001, 1.4278064E+004
 1.8969170E+001, 1.4301382E+004
 1.8996828E+001, 1.4318896E+004
 1.9024486E+001, 1.4339257E+004
 1.9052144E+001, 1.4360640E+004
