s,m/s,Pa,kg/m/s,,,
 2.6595010E-001, 1.6844981E+000,-3.5349817E+000, 1.0000000E-010, 6.4000000E+001, 5.4034112E-001, 4.2707892E-015
 2.7650314E-001, 1.7013547E+000,-3.5030296E+000, 1.0000000E-010, 6.4000000E+001, 5.4056988E-001, 4.2865744E-015
 2.8811147E-001, 1.7195904E+000,-3.4772894E+000, 1.0000000E-010, 6.4000000E+001, 5.4079762E-001, 4.2884080E-015
 2.9866422E-001, 1.7358809E+000,-3.4437356E+000, 1.0000000E-010, 6.4000000E+001, 5.4103348E-001, 4.3010824E-015
 3.1027224E-001, 1.7534763E+000,-3.4165807E+000, 1.0000000E-010, 6.4000000E+001, 5.4128992E-001, 4.3100633E-015
 3.2082566E-001, 1.7691705E+000,-3.3814979E+000, 1.0000000E-010, 6.4000000E+001, 5.4153701E-001, 4.3217280E-015
 3.3243442E-001, 1.7860932E+000,-3.3529653E+000, 1.0000000E-010, 6.4000000E+001, 5.4178966E-001, 4.3213427E-015
 3.4298948E-001, 1.8011619E+000,-3.3164291E+000, 1.0000000E-010, 6.4000000E+001, 5.4204175E-001, 4.3288593E-015
 3.5460003E-001, 1.8173802E+000,-3.2865585E+000, 1.0000000E-010, 6.4000000E+001, 5.4230686E-001, 4.3275234E-015
 3.6515351E-001, 1.8317896E+000,-3.2486392E+000, 1.0000000E-010, 6.4000000E+001, 5.4257030E-001, 4.3343788E-015
 3.7676235E-001, 1.8472672E+000,-3.2174855E+000, 1.0000000E-010, 6.4000000E+001, 5.4283072E-001, 4.3237030E-015
 3.8731511E-001, 1.8609908E+000,-3.1782879E+000, 1.0000000E-010, 6.4000000E+001, 5.4309586E-001, 4.3253381E-015
 3.9892314E-001, 1.8756992E+000,-3.1458981E+000, 1.0000000E-010, 6.4000000E+001, 5.4336515E-001, 4.3128249E-015
 4.0947613E-001, 1.8887115E+000,-3.1055076E+000, 1.0000000E-010, 6.4000000E+001, 5.4361328E-001, 4.3003900E-015
 4.2108443E-001, 1.9026235E+000,-3.0719313E+000, 1.0000000E-010, 6.4000000E+001, 5.4388096E-001, 4.2816522E-015
 4.3163861E-001, 1.9149005E+000,-3.0304344E+000, 1.0000000E-010, 6.4000000E+001, 5.4412127E-001, 4.2609567E-015
 4.4324822E-001, 1.9279902E+000,-2.9957238E+000, 1.0000000E-010, 6.4000000E+001, 5.4438281E-001, 4.2351363E-015
 4.5380235E-001, 1.9395065E+000,-2.9532052E+000, 1.0000000E-010, 6.4000000E+001, 5.4460348E-001, 4.2019384E-015
 4.6541190E-001, 1.9517468E+000,-2.9174229E+000, 1.0000000E-010, 6.4000000E+001, 5.4480735E-001, 4.1459286E-015
 4.7596487E-001, 1.9624789E+000,-2.8739826E+000, 1.0000000E-010, 6.4000000E+001, 5.4498912E-001, 4.0935980E-015
 4.8757314E-001, 1.9738450E+000,-2.8371944E+000, 1.0000000E-010, 6.4000000E+001, 5.4520731E-001, 4.0458692E-015
 4.9812591E-001, 1.9837732E+000,-2.7929367E+000, 1.0000000E-010, 6.3000000E+001, 5.4803576E-001, 9.9399639E-015
 5.0973395E-001, 1.9942443E+000,-2.7552043E+000, 1.0000000E-010, 6.3000000E+001, 5.4821977E-001, 9.7876827E-015
 5.2028747E-001, 2.0033502E+000,-2.7102224E+000, 1.0000000E-010, 6.3000000E+001, 5.4838127E-001, 9.6509019E-015
 5.3189634E-001, 2.0129068E+000,-2.6716101E+000, 1.0000000E-010, 6.3000000E+001, 5.4850855E-001, 9.4568668E-015
 5.4245133E-001, 2.0211731E+000,-2.6259980E+000, 1.0000000E-010, 6.3000000E+001, 5.4861548E-001, 9.2846165E-015
 5.5406182E-001, 2.0297970E+000,-2.5865736E+000, 1.0000000E-010, 6.3000000E+001, 5.4865232E-001, 9.0281938E-015
 5.6461521E-001, 2.0372053E+000,-2.5404232E+000, 1.0000000E-010, 6.3000000E+001, 5.4864696E-001, 8.7760367E-015
 5.7622393E-001, 2.0448773E+000,-2.5002718E+000, 1.0000000E-010, 6.3000000E+001, 5.4855753E-001, 8.4427265E-015
 5.8677667E-001, 2.0514142E+000,-2.4537014E+000, 1.0000000E-010, 6.3000000E+001, 5.4842524E-001, 8.1197832E-015
 5.9838469E-001, 2.0581204E+000,-2.4128958E+000, 1.0000000E-010, 6.3000000E+001, 5.4815437E-001, 7.6867697E-015
 6.0893774E-001, 2.0637738E+000,-2.3660009E+000, 1.0000000E-010, 6.3000000E+001, 5.4775235E-001, 7.2006025E-015
 6.2054610E-001, 2.0695019E+000,-2.3246161E+000, 1.0000000E-010, 6.3000000E+001, 5.4715702E-001, 6.6025539E-015
 6.3110043E-001, 2.0742612E+000,-2.2774924E+000, 1.0000000E-010, 6.3000000E+001, 5.4605298E-001, 5.7330730E-015
 6.4271019E-001, 2.0790004E+000,-2.2356054E+000, 1.0000000E-010, 6.3000000E+001, 5.4532094E-001, 5.2033668E-015
 6.5326420E-001, 2.0828555E+000,-2.1883470E+000, 1.0000000E-010, 6.3000000E+001, 5.4432414E-001, 4.5964421E-015
 6.6487360E-001, 2.0865957E+000,-2.1460477E+000, 1.0000000E-010, 6.3000000E+001, 5.4179849E-001, 3.4055994E-015
 6.7542651E-001, 2.0895389E+000,-2.0987620E+000, 1.0000000E-010, 6.3000000E+001, 5.4041425E-001, 2.8872184E-015
 6.8703472E-001, 2.0922729E+000,-2.0561388E+000, 1.0000000E-010, 5.8000000E+001, 5.1749471E-001, 5.0628068E-015
 6.9758752E-001, 2.0942991E+000,-2.0089283E+000, 1.0000000E-010, 6.3000000E+001, 5.3872671E-001, 2.3664801E-015
 7.0919559E-001, 2.0960218E+000,-1.9660645E+000, 1.0000000E-010, 6.2000000E+001, 5.4482280E-001, 8.8429192E-015
 7.1974921E-001, 2.0971271E+000,-1.9190217E+000, 1.0000000E-010, 6.2000000E+001, 5.4327269E-001, 7.4348044E-015
 7.3135820E-001, 2.0978354E+000,-1.8760022E+000, 1.0000000E-010, 6.2000000E+001, 5.4572230E-001, 9.8753056E-015
 7.4191302E-001, 2.0980175E+000,-1.8292191E+000, 1.0000000E-010, 6.3000000E+001, 5.4066743E-001, 3.0146216E-015
 7.5352332E-001, 2.0977096E+000,-1.7861326E+000, 1.0000000E-010, 6.3000000E+001, 5.4256035E-001, 3.7827719E-015
 7.6407661E-001, 2.0969680E+000,-1.7397036E+000, 1.0000000E-010, 6.3000000E+001, 5.4376340E-001, 4.3780324E-015
 7.7568524E-001, 2.0956448E+000,-1.6966531E+000, 1.0000000E-010, 6.3000000E+001, 5.4405704E-001, 4.5647440E-015
 7.8623797E-001, 2.0939812E+000,-1.6506819E+000, 1.0000000E-010, 6.3000000E+001, 5.4442042E-001, 4.7947843E-015
 7.9784597E-001, 2.0916454E+000,-1.6077556E+000, 1.0000000E-010, 6.3000000E+001, 5.4488308E-001, 5.0988100E-015
 8.0839910E-001, 2.0890629E+000,-1.5623286E+000, 1.0000000E-010, 6.3000000E+001, 5.4511726E-001, 5.2755834E-015
 8.2000754E-001, 2.0857188E+000,-1.5196159E+000, 1.0000000E-010, 6.3000000E+001, 5.4510162E-001, 5.3062729E-015
 8.3056202E-001, 2.0822220E+000,-1.4748175E+000, 1.0000000E-010, 6.3000000E+001, 5.4529540E-001, 5.4617347E-015
 8.4217194E-001, 2.0778755E+000,-1.4324080E+000, 1.0000000E-010, 6.3000000E+001, 5.4526057E-001, 5.4771887E-015
 8.5272582E-001, 2.0734717E+000,-1.3883239E+000, 1.0000000E-010, 6.3000000E+001, 5.4521343E-001, 5.4783236E-015
 8.6433508E-001, 2.0681319E+000,-1.3463195E+000, 1.0000000E-010, 6.3000000E+001, 5.4500507E-001, 5.3791777E-015
 8.7488795E-001, 2.0628301E+000,-1.3030408E+000, 1.0000000E-010, 6.3000000E+001, 5.4483726E-001, 5.3002953E-015
 8.8649610E-001, 2.0565079E+000,-1.2615369E+000, 1.0000000E-010, 6.3000000E+001, 5.4460702E-001, 5.1849158E-015
 8.9704893E-001, 2.0503178E+000,-1.2191449E+000, 1.0000000E-010, 6.3000000E+001, 5.4443408E-001, 5.0999916E-015
 9.0865704E-001, 2.0430250E+000,-1.1782309E+000, 1.0000000E-010, 6.3000000E+001, 5.4417747E-001, 4.9673041E-015
 9.1921078E-001, 2.0359582E+000,-1.1368002E+000, 1.0000000E-010, 6.3000000E+001, 5.4391344E-001, 4.8289088E-015
 9.3081989E-001, 2.0277081E+000,-1.0965651E+000, 1.0000000E-010, 6.3000000E+001, 5.4364884E-001, 4.6926989E-015
 9.4137454E-001, 2.0197779E+000,-1.0561692E+000, 1.0000000E-010, 6.3000000E+001, 5.4337250E-001, 4.5499965E-015
 9.5298466E-001, 2.0105863E+000,-1.0167051E+000, 1.0000000E-010, 6.3000000E+001, 5.4310649E-001, 4.4152174E-015
 9.6353787E-001, 2.0018100E+000,-9.7742131E-001, 1.0000000E-010, 6.3000000E+001, 5.4284787E-001, 4.2848293E-015
 9.7514640E-001, 1.9916969E+000,-9.3882781E-001, 1.0000000E-010, 6.3000000E+001, 5.4258207E-001, 4.1529323E-015
 9.8569913E-001, 1.9820909E+000,-9.0072912E-001, 1.0000000E-010, 6.3000000E+001, 5.4241020E-001, 4.0667747E-015
 9.9730713E-001, 1.9710752E+000,-8.6309157E-001, 1.0000000E-010, 6.3000000E+001, 5.4208314E-001, 3.9092750E-015
 1.0078603E+000, 1.9606573E+000,-8.2624068E-001, 1.0000000E-010, 6.3000000E+001, 5.4184736E-001, 3.7962293E-015
 1.0194689E+000, 1.9487593E+000,-7.8964301E-001, 1.0000000E-010, 6.3000000E+001, 5.4153511E-001, 3.6518467E-015
 1.0300235E+000, 1.9375486E+000,-7.5409983E-001, 1.0000000E-010, 6.3000000E+001, 5.4134056E-001, 3.5603389E-015
 1.0416336E+000, 1.9247901E+000,-7.1862435E-001, 1.0000000E-010, 6.3000000E+001, 5.4106296E-001, 3.4358596E-015
 1.0521873E+000, 1.9128106E+000,-6.8445225E-001, 1.0000000E-010, 6.3000000E+001, 5.4085381E-001, 3.3417919E-015
 1.0637965E+000, 1.8992192E+000,-6.5018999E-001, 1.0000000E-010, 6.3000000E+001, 5.4059111E-001, 3.2283612E-015
 1.0743493E+000, 1.8864945E+000,-6.1744900E-001, 1.0000000E-010, 6.3000000E+001, 5.4030289E-001, 3.1094983E-015
 1.0859574E+000, 1.8720967E+000,-5.8448020E-001, 1.0000000E-010, 6.3000000E+001, 5.4011415E-001, 3.0284293E-015
 1.0965103E+000, 1.8586503E+000,-5.5322139E-001, 1.0000000E-010, 6.3000000E+001, 5.3986294E-001, 2.9284317E-015
 1.1081184E+000, 1.8434729E+000,-5.2162043E-001, 1.0000000E-010, 6.3000000E+001, 5.3965491E-001, 2.8447398E-015
 1.1186723E+000, 1.8293296E+000,-4.9189064E-001, 1.0000000E-010, 6.3000000E+001, 5.3946965E-001, 2.7714597E-015
 1.1302815E+000, 1.8134005E+000,-4.6172931E-001, 1.0000000E-010, 6.3000000E+001, 5.3909089E-001, 2.6386730E-015
 1.1408360E+000, 1.7985881E+000,-4.3357504E-001, 1.0000000E-010, 6.3000000E+001, 5.3896813E-001, 2.5893775E-015
 1.1524460E+000, 1.7819385E+000,-4.0492584E-001, 1.0000000E-010, 6.3000000E+001, 5.3868073E-001, 2.4917665E-015
 1.1629991E+000, 1.7664886E+000,-3.7839439E-001, 1.0000000E-010, 6.3000000E+001, 5.3836132E-001, 2.3898068E-015
 1.1746075E+000, 1.7491541E+000,-3.5133013E-001, 1.0000000E-010, 6.3000000E+001, 5.3812544E-001, 2.3139511E-015
 1.1851603E+000, 1.7330953E+000,-3.2646024E-001, 1.0000000E-010, 6.3000000E+001, 5.3790992E-001, 2.2468545E-015
 1.1967683E+000, 1.7151081E+000,-3.0104173E-001, 1.0000000E-010, 6.3000000E+001, 5.3772011E-001, 2.1879222E-015
 1.2073216E+000, 1.6984703E+000,-2.7786695E-001, 1.0000000E-010, 6.3000000E+001, 5.3742905E-001, 2.1064023E-015
 1.2189302E+000, 1.6798636E+000,-2.5415158E-001, 1.0000000E-010, 6.3000000E+001, 5.3717863E-001, 2.0374067E-015
 1.2294850E+000, 1.6626772E+000,-2.3270276E-001, 1.0000000E-010, 6.3000000E+001, 5.3698039E-001, 1.9837094E-015
 1.2410953E+000, 1.6434853E+000,-2.1074435E-001, 1.0000000E-010, 6.3000000E+001, 5.3671277E-001, 1.9157234E-015
 1.2516489E+000, 1.6257880E+000,-1.9105525E-001, 1.0000000E-010, 6.3000000E+001, 5.3645345E-001, 1.8527092E-015
 1.2632579E+000, 1.6060529E+000,-1.7091048E-001, 1.0000000E-010, 6.2000000E+001, 5.4529467E-001, 9.4873158E-015
 1.2738107E+000, 1.5878787E+000,-1.5300707E-001, 1.0000000E-010, 6.2000000E+001, 5.4487310E-001, 9.0203384E-015
 1.2854188E+000, 1.5676382E+000,-1.3472129E-001, 1.0000000E-010, 6.2000000E+001, 5.4439557E-001, 8.5223362E-015
 1.2959717E+000, 1.5490207E+000,-1.1862444E-001, 1.0000000E-010, 6.2000000E+001, 5.4394462E-001, 8.0789314E-015
 1.3075799E+000, 1.5283124E+000,-1.0223755E-001, 1.0000000E-010, 6.2000000E+001, 5.4342525E-001, 7.5996637E-015
 1.3181339E+000, 1.5092860E+000,-8.7965387E-002, 1.0000000E-010, 6.2000000E+001, 5.4287157E-001, 7.1227315E-015
 1.3297432E+000, 1.4881479E+000,-7.3513173E-002, 1.0000000E-010, 6.2000000E+001, 5.4115079E-001, 5.8414854E-015
 1.3402976E+000, 1.4687506E+000,-6.1083100E-002, 1.0000000E-010, 6.2000000E+001, 5.4187704E-001, 6.3402631E-015
 1.3519074E+000, 1.4472253E+000,-4.8598894E-002, 1.0000000E-010, 6.2000000E+001, 5.4136459E-001, 5.9726640E-015
 1.3624604E+000, 1.4274979E+000,-3.8025798E-002, 1.0000000E-010, 6.2000000E+001, 5.4085164E-001, 5.6267821E-015
 1.3740688E+000, 1.4056303E+000,-2.7538138E-002, 1.0000000E-010, 6.2000000E+001, 5.4025951E-001, 5.2534655E-015
 1.3846215E+000, 1.3856093E+000,-1.8830843E-002, 1.0000000E-010, 6.2000000E+001, 5.3969127E-001, 4.9186303E-015
 1.3962296E+000, 1.3634401E+000,-1.0360144E-002, 1.0000000E-010, 6.2000000E+001, 5.3896405E-001, 4.5220116E-015
 1.4067829E+000, 1.3431624E+000,-3.5248832E-003, 1.0000000E-010, 6.2000000E+001, 5.3727376E-001, 3.7202926E-015
 1.4183916E+000, 1.3207325E+000, 2.9128721E-003, 1.0000000E-010, 6.1000000E+001, 5.3928562E-001, 8.6951200E-015
 1.4289466E+000, 1.3002357E+000, 7.8721120E-003, 1.0000000E-010, 6.2000000E+001, 5.3690971E-001, 3.5652783E-015
 1.4405571E+000, 1.2775864E+000, 1.2265395E-002, 1.0000000E-010, 6.2000000E+001, 5.3649040E-001, 3.3962118E-015
 1.4511106E+000, 1.2569160E+000, 1.5345855E-002, 1.0000000E-010, 6.1000000E+001, 5.3987731E-001, 9.2915259E-015
 1.4627195E+000, 1.2340979E+000, 1.7687282E-002, 1.0000000E-010, 6.1000000E+001, 5.3421518E-001, 4.8837939E-015
 1.4732723E+000, 1.2132928E+000, 1.8891346E-002, 1.0000000E-010, 6.1000000E+001, 5.3918464E-001, 8.5905854E-015
 1.4848803E+000, 1.1903486E+000, 1.9180689E-002, 1.0000000E-010, 6.1000000E+001, 5.3937681E-001, 8.7796004E-015
 1.4954333E+000, 1.1694472E+000, 1.8513062E-002, 1.0000000E-010, 6.1000000E+001, 5.3624105E-001, 6.1518230E-015
 1.5070415E+000, 1.1464194E+000, 1.6754662E-002, 1.0000000E-010, 6.1000000E+001, 5.3925536E-001, 8.6605578E-015
 1.5175956E+000, 1.1254604E+000, 1.4222072E-002, 1.0000000E-010, 6.1000000E+001, 5.3934803E-001, 8.7523057E-015
 1.5292052E+000, 1.1023915E+000, 1.0424663E-002, 1.0000000E-010, 6.1000000E+001, 5.3958344E-001, 8.9900900E-015
 1.5397594E+000, 1.0814176E+000, 6.0367284E-003, 1.0000000E-010, 6.1000000E+001, 5.3992131E-001, 9.3414204E-015
 1.5513690E+000, 1.0583548E+000, 2.1479824E-004, 1.0000000E-010, 6.1000000E+001, 5.4041701E-001, 9.8823378E-015
 1.5619220E+000, 1.0374093E+000,-6.0153981E-003, 1.0000000E-010, 6.2000000E+001, 5.3480486E-001, 2.7965719E-015
 1.5735303E+000, 1.0144000E+000,-1.3841371E-002, 1.0000000E-010, 6.2000000E+001, 5.3533891E-001, 2.9765554E-015
 1.5840830E+000, 9.9352160E-001,-2.1899082E-002, 1.0000000E-010, 6.2000000E+001, 5.3589096E-001, 3.1744864E-015
 1.5956911E+000, 9.7060842E-001,-3.1705158E-002, 1.0000000E-010, 6.2000000E+001, 5.3660865E-001, 3.4516637E-015
 1.6062445E+000, 9.4983567E-001,-4.1573817E-002, 1.0000000E-010, 6.2000000E+001, 5.3728064E-001, 3.7328785E-015
 1.6178534E+000, 9.2706094E-001,-5.3332000E-002, 1.0000000E-010, 6.2000000E+001, 5.3804377E-001, 4.0805242E-015
 1.6284084E+000, 9.0643247E-001,-6.4993145E-002, 1.0000000E-010, 6.2000000E+001, 5.3874045E-001, 4.4260201E-015
 1.6400190E+000, 8.8383852E-001,-7.8671376E-002, 1.0000000E-010, 6.2000000E+001, 5.3949987E-001, 4.8368666E-015
 1.6505724E+000, 8.6340069E-001,-9.2099636E-002, 1.0000000E-010, 6.2000000E+001, 5.4017503E-001, 5.2343040E-015
 1.6621812E+000, 8.4103826E-001,-1.0765542E-001, 1.0000000E-010, 6.2000000E+001, 5.4089728E-001, 5.6970829E-015
 1.6727340E+000, 8.2082876E-001,-1.2282660E-001, 1.0000000E-010, 6.2000000E+001, 5.4153036E-001, 6.1369763E-015
 1.6843420E+000, 7.9873911E-001,-1.4021826E-001, 1.0000000E-010, 6.2000000E+001, 5.4220046E-001, 6.6417652E-015
 1.6948950E+000, 7.7879530E-001,-1.5710665E-001, 1.0000000E-010, 6.2000000E+001, 5.4278362E-001, 7.1159837E-015
 1.7065033E+000, 7.5701926E-001,-1.7628906E-001, 1.0000000E-010, 6.2000000E+001, 5.4339787E-001, 7.6550255E-015
 1.7170576E+000, 7.3737805E-001,-1.9486724E-001, 1.0000000E-010, 6.2000000E+001, 5.4392835E-001, 8.1551698E-015
 1.7286673E+000, 7.1595597E-001,-2.1579194E-001, 1.0000000E-010, 6.2000000E+001, 5.4448384E-001, 8.7176921E-015
 1.7392213E+000, 6.9665819E-001,-2.3602672E-001, 1.0000000E-010, 6.2000000E+001, 5.4496272E-001, 9.2360558E-015
 1.7508308E+000, 6.7563456E-001,-2.5863673E-001, 1.0000000E-010, 6.2000000E+001, 5.4546222E-001, 9.8141319E-015
 1.7613837E+000, 6.5671928E-001,-2.8049246E-001, 1.0000000E-010, 6.3000000E+001, 5.3411935E-001, 1.4297196E-015
 1.7729920E+000, 6.3613663E-001,-3.0472761E-001, 1.0000000E-010, 6.3000000E+001, 5.3455768E-001, 1.5120904E-015
 1.7835448E+000, 6.1763871E-001,-3.2816947E-001, 1.0000000E-010, 6.3000000E+001, 5.3495511E-001, 1.5909564E-015
 1.7951528E+000, 5.9753502E-001,-3.5397050E-001, 1.0000000E-010, 6.3000000E+001, 5.3536107E-001, 1.6766477E-015
 1.8057064E+000, 5.7948870E-001,-3.7896245E-001, 1.0000000E-010, 6.3000000E+001, 5.3568806E-001, 1.7498570E-015
 1.8173153E+000, 5.5990119E-001,-4.0626756E-001, 1.0000000E-010, 6.3000000E+001, 5.3605948E-001, 1.8369135E-015
 1.8278702E+000, 5.4234072E-001,-4.3277103E-001, 1.0000000E-010, 6.3000000E+001, 5.3633429E-001, 1.9055600E-015
 1.8394806E+000, 5.2330658E-001,-4.6151486E-001, 1.0000000E-010, 6.3000000E+001, 5.3665929E-001, 1.9895312E-015
 1.8500339E+000, 5.0627082E-001,-4.8948239E-001, 1.0000000E-010, 6.3000000E+001, 5.3694167E-001, 2.0656194E-015
 1.8616426E+000, 4.8783210E-001,-5.1958736E-001, 1.0000000E-010, 6.3000000E+001, 5.3722307E-001, 2.1453643E-015
 1.8721953E+000, 4.7135237E-001,-5.4897415E-001, 1.0000000E-010, 6.3000000E+001, 5.3745308E-001, 2.2133497E-015
 1.8838033E+000, 4.5354298E-001,-5.8037047E-001, 1.0000000E-010, 6.3000000E+001, 5.3774107E-001, 2.2999093E-015
 1.8943564E+000, 4.3764972E-001,-6.1113209E-001, 1.0000000E-010, 6.3000000E+001, 5.3795660E-001, 2.3679591E-015
 1.9059648E+000, 4.2050258E-001,-6.4374834E-001, 1.0000000E-010, 6.3000000E+001, 5.3815742E-001, 2.4344584E-015
 1.9165192E+000, 4.0522529E-001,-6.7583865E-001, 1.0000000E-010, 6.3000000E+001, 5.3832479E-001, 2.4911720E-015
 1.9281291E+000, 3.8877229E-001,-7.0960196E-001, 1.0000000E-010, 6.3000000E+001, 5.3853966E-001, 2.5637593E-015
 1.9386830E+000, 3.7414330E-001,-7.4296771E-001, 1.0000000E-010, 6.3000000E+001, 5.3873729E-001, 2.6310911E-015
 1.9502923E+000, 3.5841919E-001,-7.7779481E-001, 1.0000000E-010, 6.3000000E+001, 5.3888526E-001, 2.6845479E-015
 1.9608452E+000, 3.4446753E-001,-8.1237982E-001, 1.0000000E-010, 6.3000000E+001, 5.3900651E-001, 2.7284212E-015
 1.9724534E+000, 3.2950348E-001,-8.4818959E-001, 1.0000000E-010, 6.3000000E+001, 5.3919221E-001, 2.7935611E-015
 1.9830062E+000, 3.1625481E-001,-8.8393946E-001, 1.0000000E-010, 6.3000000E+001, 5.3934259E-001, 2.8463038E-015
 1.9946143E+000, 3.0207838E-001,-9.2065474E-001, 1.0000000E-010, 6.3000000E+001, 5.3944200E-001, 2.8819633E-015
 2.0051680E+000, 2.8955726E-001,-9.5751509E-001, 1.0000000E-010, 6.3000000E+001, 5.3956952E-001, 2.9255561E-015
 2.0167770E+000, 2.7619476E-001,-9.9505818E-001, 1.0000000E-010, 6.3000000E+001, 5.3974826E-001, 2.9862755E-015
 2.0273318E+000, 2.6442548E-001,-1.0329716E+000, 1.0000000E-010, 6.3000000E+001, 5.3980571E-001, 3.0034192E-015
 2.0389420E+000, 2.5190286E-001,-1.0712614E+000, 1.0000000E-010, 6.3000000E+001, 5.3993154E-001, 3.0430668E-015
 2.0494952E+000, 2.4091106E-001,-1.1101629E+000, 1.0000000E-010, 6.3000000E+001, 5.4005446E-001, 3.0804202E-015
 2.0611038E+000, 2.2925549E-001,-1.1491084E+000, 1.0000000E-010, 6.3000000E+001, 5.4015276E-001, 3.1070444E-015
 2.0716565E+000, 2.1906124E-001,-1.1889310E+000, 1.0000000E-010, 6.3000000E+001, 5.4030728E-001, 3.1530540E-015
 2.0832645E+000, 2.0829403E-001,-1.2284530E+000, 1.0000000E-010, 6.3000000E+001, 5.4037779E-001, 3.1659191E-015
 2.0938177E+000, 1.9891616E-001,-1.2691343E+000, 1.0000000E-010, 6.3000000E+001, 5.4044499E-001, 3.1765822E-015
 2.1054261E+000, 1.8905724E-001,-1.3091539E+000, 1.0000000E-010, 6.3000000E+001, 5.4057179E-001, 3.2065911E-015
 2.1159807E+000, 1.8051327E-001,-1.3506300E+000, 1.0000000E-010, 6.3000000E+001, 5.4076101E-001, 3.2599879E-015
 2.1275907E+000, 1.7158112E-001,-1.3910688E+000, 1.0000000E-010, 6.3000000E+001, 5.4080585E-001, 3.2559503E-015
 2.1381445E+000, 1.6388949E-001,-1.4332705E+000, 1.0000000E-010, 6.3000000E+001, 5.4099916E-001, 3.3087678E-015
 2.1497537E+000, 1.5590329E-001,-1.4740386E+000, 1.0000000E-010, 6.3000000E+001, 5.4108359E-001, 3.3171243E-015
 2.1603066E+000, 1.4907887E-001,-1.5168888E+000, 1.0000000E-010, 6.3000000E+001, 5.4128870E-001, 3.3734554E-015
 2.1719147E+000, 1.4205404E-001,-1.5579041E+000, 1.0000000E-010, 6.3000000E+001, 5.4131144E-001, 3.3561499E-015
 2.1824675E+000, 1.3610930E-001,-1.6013298E+000, 1.0000000E-010, 6.3000000E+001, 5.4152439E-001, 3.4154892E-015
