s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 1.0597994E+001, 9.9945845E-001, 1.5424299E-001, 4.4408921E-016, 4.0000000E+000, 6.8107205E+002
 1.0644427E+001, 1.0006784E+000, 1.5153973E-001, 4.4408921E-016, 4.0000000E+000, 6.8480567E+002
 1.0690861E+001, 1.0004684E+000, 1.4821826E-001, 4.4408921E-016, 4.0000000E+000, 6.8729016E+002
 1.0783728E+001, 9.9933497E-001, 1.4166569E-001, 4.4408921E-016, 4.0000000E+000, 6.9102072E+002
 1.0830161E+001, 9.9919063E-001, 1.3407680E-001, 4.4408921E-016, 4.0000000E+000, 6.9477106E+002
 1.0876595E+001, 9.9927358E-001, 1.2868136E-001, 4.4408921E-016, 4.0000000E+000, 6.9727942E+002
 1.0923028E+001, 9.9948967E-001, 1.2408154E-001, 4.4408921E-016, 4.0000000E+000, 6.9977081E+002
 1.1015895E+001, 1.0008346E+000, 1.1631499E-001, 3.3306691E-016, 4.0000000E+000, 7.0351999E+002
 1.1062329E+001, 1.0023453E+000, 1.0820425E-001, 4.4408921E-016, 4.0000000E+000, 7.0727423E+002
 1.1108762E+001, 1.0031247E+000, 1.0299584E-001, 4.4408921E-016, 4.0000000E+000, 7.0978772E+002
 1.1201629E+001, 1.0030062E+000, 9.6190855E-002, 3.3306691E-016, 4.0000000E+000, 7.1352570E+002
 1.1248063E+001, 1.0018136E+000, 9.2321075E-002, 4.4408921E-016, 4.0000000E+000, 7.1729804E+002
 1.1294496E+001, 1.0003461E+000, 9.2307247E-002, 4.4408921E-016, 4.0000000E+000, 7.1979602E+002
 1.1340930E+001, 9.9879224E-001, 9.3937273E-002, 2.2204460E-016, 5.0000000E+000, 7.2274634E+002
 1.1433797E+001, 9.9793494E-001, 1.0054845E-001, 4.4408921E-016, 4.0000000E+000, 7.2649298E+002
 1.1480231E+001, 9.9693365E-001, 1.0793129E-001, 4.4408921E-016, 4.0000000E+000, 7.3023810E+002
 1.1521687E+001, 9.9686957E-001, 1.1493828E-001, 4.4408921E-016, 4.0000000E+000, 7.3355719E+002
 1.1604599E+001, 9.9807321E-001, 1.2248907E-001, 4.4408921E-016, 4.0000000E+000, 7.3730521E+002
 1.1646055E+001, 9.9936842E-001, 1.2857378E-001, 4.4408921E-016, 4.0000000E+000, 7.4102783E+002
 1.1728967E+001, 9.9970908E-001, 1.3227161E-001, 4.4408921E-016, 4.0000000E+000, 7.4476883E+002
 1.1770423E+001, 9.9962642E-001, 1.3375467E-001, 2.2204460E-016, 4.0000000E+000, 7.4850403E+002
 1.1853336E+001, 9.9939936E-001, 1.3285281E-001, 4.4408921E-016, 4.0000000E+000, 7.5225647E+002
 1.1894792E+001, 9.9898265E-001, 1.3175233E-001, 4.4408921E-016, 4.0000000E+000, 7.5601874E+002
 1.1977704E+001, 9.9847632E-001, 1.3226748E-001, 4.4408921E-016, 4.0000000E+000, 7.5975455E+002
 1.2019160E+001, 9.9829337E-001, 1.3367197E-001, 4.4408921E-016, 4.0000000E+000, 7.6349500E+002
 1.2060616E+001, 9.9847973E-001, 1.3517766E-001, 2.2204460E-016, 5.0000000E+000, 7.6659241E+002
