,,s,s
   1900,2020-03-04T01:16:09.203+01:00,   0.115E-02,  51.35367
   2000,2020-03-04T01:17:25.497+01:00,   0.115E-02,  51.46891
   2100,2020-03-04T01:18:40.553+01:00,   0.115E-02,  51.58415
   2200,2020-03-04T01:19:58.364+01:00,   0.792E-03,  51.69142
   2300,2020-03-04T01:21:25.044+01:00,   0.825E-03,  51.75938
   2400,2020-03-04T01:22:51.638+01:00,   0.616E-03,  51.82715
   2500,2020-03-04T01:24:15.995+01:00,   0.721E-03,  51.89290
   2600,2020-03-04T01:25:40.880+01:00,   0.812E-03,  51.96844
   2700,2020-03-04T01:27:05.541+01:00,   0.790E-03,  52.04788
   2800,2020-03-04T01:28:31.599+01:00,   0.770E-03,  52.12083
   2900,2020-03-04T01:29:57.320+01:00,   0.744E-03,  52.18965
   3000,2020-03-04T01:31:21.702+01:00,   0.696E-03,  52.26319
   3100,2020-03-04T01:32:44.477+01:00,   0.845E-03,  52.33479
   3200,2020-03-04T01:34:10.873+01:00,   0.723E-03,  52.40807
   3300,2020-03-04T01:35:36.821+01:00,   0.647E-03,  52.47470
   3400,2020-03-04T01:37:01.430+01:00,   0.717E-03,  52.54411
   3500,2020-03-04T01:38:29.473+01:00,   0.719E-03,  52.61228
   3600,2020-03-04T01:39:55.195+01:00,   0.471E-03,  52.67415
   3700,2020-03-04T01:41:19.909+01:00,   0.589E-03,  52.73390
   3800,2020-03-04T01:42:48.130+01:00,   0.694E-03,  52.79940
   3900,2020-03-04T01:44:14.752+01:00,   0.676E-03,  52.86461
   4000,2020-03-04T01:45:39.231+01:00,   0.659E-03,  52.92887
   4100,2020-03-04T01:47:05.977+01:00,   0.559E-03,  52.98722
   4200,2020-03-04T01:48:32.234+01:00,   0.642E-03,  53.04474
   4300,2020-03-04T01:49:58.648+01:00,   0.715E-03,  53.10320
   4400,2020-03-04T01:51:25.547+01:00,   0.558E-03,  53.15784
   4500,2020-03-04T01:52:51.988+01:00,   0.646E-03,  53.21631
   4600,2020-03-04T01:54:16.430+01:00,   0.528E-03,  53.27344
   4700,2020-03-04T01:55:42.881+01:00,   0.598E-03,  53.32976
   4800,2020-03-04T01:57:10.753+01:00,   0.550E-03,  53.38311
   4900,2020-03-04T01:58:36.185+01:00,   0.496E-03,  53.43774
   5000,2020-03-04T02:00:00.538+01:00,   0.542E-03,  53.49501
   5100,2020-03-04T02:01:26.575+01:00,   0.469E-03,  53.55267
   5200,2020-03-04T02:02:52.429+01:00,   0.534E-03,  53.60621
   5300,2020-03-04T02:04:19.028+01:00,   0.593E-03,  53.66344
   5400,2020-03-04T02:05:45.210+01:00,   0.587E-03,  53.71976
   5500,2020-03-04T02:07:12.450+01:00,   0.638E-03,  53.77474
   5600,2020-03-04T02:08:36.650+01:00,   0.526E-03,  53.83211
   5700,2020-03-04T02:10:02.367+01:00,   0.551E-03,  53.88841
   5800,2020-03-04T02:11:29.485+01:00,   0.435E-03,  53.94110
   5900,2020-03-04T02:12:54.987+01:00,   0.619E-03,  53.99479
   6000,2020-03-04T02:14:21.054+01:00,   0.593E-03,  54.04987
   6100,2020-03-04T02:15:46.876+01:00,   0.523E-03,  54.10419
   6200,2020-03-04T02:17:14.386+01:00,   0.468E-03,  54.15891
   6300,2020-03-04T02:18:38.962+01:00,   0.634E-03,  54.21510
   6400,2020-03-04T02:20:04.717+01:00,   0.578E-03,  54.27146
   6500,2020-03-04T02:21:30.370+01:00,   0.589E-03,  54.32832
   6600,2020-03-04T02:22:57.664+01:00,   0.556E-03,  54.38454
   6700,2020-03-04T02:24:24.121+01:00,   0.534E-03,  54.43656
   6800,2020-03-04T02:25:50.490+01:00,   0.579E-03,  54.48929
   6900,2020-03-04T02:27:15.362+01:00,   0.477E-03,  54.54384
   7000,2020-03-04T02:28:40.823+01:00,   0.493E-03,  54.59790
   7100,2020-03-04T02:30:06.153+01:00,   0.515E-03,  54.65373
   7200,2020-03-04T02:31:29.953+01:00,   0.515E-03,  54.70776
   7300,2020-03-04T02:32:55.554+01:00,   0.447E-03,  54.75765
   7400,2020-03-04T02:34:21.566+01:00,   0.429E-03,  54.79935
   7500,2020-03-04T02:35:47.857+01:00,   0.475E-03,  54.83934
   7600,2020-03-04T02:37:15.149+01:00,   0.347E-03,  54.87756
   7700,2020-03-04T02:38:42.090+01:00,   0.479E-03,  54.91535
   7800,2020-03-04T02:40:08.633+01:00,   0.401E-03,  54.95461
   7900,2020-03-04T02:41:34.462+01:00,   0.350E-03,  54.99478
   8000,2020-03-04T02:43:00.688+01:00,   0.402E-03,  55.03435
   8100,2020-03-04T02:44:25.854+01:00,   0.446E-03,  55.07572
   8200,2020-03-04T02:45:51.035+01:00,   0.350E-03,  55.11933
   8300,2020-03-04T02:47:16.941+01:00,   0.445E-03,  55.15973
   8400,2020-03-04T02:48:43.012+01:00,   0.435E-03,  55.20182
   8500,2020-03-04T02:50:08.672+01:00,   0.364E-03,  55.24467
   8600,2020-03-04T02:51:35.054+01:00,   0.453E-03,  55.28476
   8700,2020-03-04T02:53:00.491+01:00,   0.470E-03,  55.32403
   8800,2020-03-04T02:54:27.621+01:00,   0.394E-03,  55.36258
   8900,2020-03-04T02:55:54.489+01:00,   0.437E-03,  55.40006
   9000,2020-03-04T02:57:21.821+01:00,   0.365E-03,  55.43660
   9100,2020-03-04T02:58:48.205+01:00,   0.471E-03,  55.47401
   9200,2020-03-04T03:00:14.693+01:00,   0.363E-03,  55.51111
   9300,2020-03-04T03:01:40.405+01:00,   0.402E-03,  55.54995
   9400,2020-03-04T03:03:05.865+01:00,   0.424E-03,  55.59020
   9500,2020-03-04T03:04:32.344+01:00,   0.396E-03,  55.63000
   9600,2020-03-04T03:05:59.423+01:00,   0.338E-03,  55.66814
   9700,2020-03-04T03:07:26.877+01:00,   0.335E-03,  55.70680
   9800,2020-03-04T03:08:53.092+01:00,   0.397E-03,  55.74824
   9900,2020-03-04T03:10:20.470+01:00,   0.436E-03,  55.78898
  10000,2020-03-04T03:11:44.165+01:00,   0.444E-03,  55.83415
  10100,2020-03-04T03:13:10.450+01:00,   0.439E-03,  55.87542
  10200,2020-03-04T03:14:37.497+01:00,   0.339E-03,  55.91529
  10300,2020-03-04T03:16:04.299+01:00,   0.392E-03,  55.95342
  10400,2020-03-04T03:17:31.688+01:00,   0.329E-03,  55.99089
  10500,2020-03-04T03:18:58.580+01:00,   0.438E-03,  56.02763
  10600,2020-03-04T03:20:25.503+01:00,   0.342E-03,  56.06397
  10700,2020-03-04T03:21:51.199+01:00,   0.438E-03,  56.10327
  10800,2020-03-04T03:23:18.813+01:00,   0.376E-03,  56.14099
  10900,2020-03-04T03:24:46.963+01:00,   0.364E-03,  56.17901
  11000,2020-03-04T03:26:13.946+01:00,   0.381E-03,  56.21742
  11100,2020-03-04T03:27:40.989+01:00,   0.341E-03,  56.25530
  11200,2020-03-04T03:29:07.032+01:00,   0.424E-03,  56.29475
  11300,2020-03-04T03:30:33.083+01:00,   0.387E-03,  56.33350
  11400,2020-03-04T03:32:00.069+01:00,   0.395E-03,  56.37103
  11500,2020-03-04T03:33:27.217+01:00,   0.336E-03,  56.40954
  11600,2020-03-04T03:34:53.372+01:00,   0.422E-03,  56.44778
  11700,2020-03-04T03:36:20.164+01:00,   0.443E-03,  56.48964
  11800,2020-03-04T03:37:47.579+01:00,   0.340E-03,  56.52961
  11900,2020-03-04T03:39:14.411+01:00,   0.447E-03,  56.56688
  12000,2020-03-04T03:40:41.797+01:00,   0.384E-03,  56.60321
  12100,2020-03-04T03:42:07.892+01:00,   0.365E-03,  56.64321
  12200,2020-03-04T03:43:34.451+01:00,   0.427E-03,  56.68411
  12300,2020-03-04T03:45:00.754+01:00,   0.512E-03,  56.72423
  12400,2020-03-04T03:46:27.622+01:00,   0.403E-03,  56.76406
  12500,2020-03-04T03:47:54.924+01:00,   0.370E-03,  56.80367
  12600,2020-03-04T03:49:22.039+01:00,   0.412E-03,  56.84219
  12700,2020-03-04T03:50:49.523+01:00,   0.337E-03,  56.88045
  12800,2020-03-04T03:52:15.682+01:00,   0.366E-03,  56.92049
  12900,2020-03-04T03:53:42.839+01:00,   0.419E-03,  56.95848
  13000,2020-03-04T03:55:10.111+01:00,   0.429E-03,  56.99720
  13100,2020-03-04T03:56:36.066+01:00,   0.413E-03,  57.03546
  13200,2020-03-04T03:58:02.950+01:00,   0.395E-03,  57.07506
  13300,2020-03-04T03:59:30.360+01:00,   0.337E-03,  57.11270
  13400,2020-03-04T04:00:57.328+01:00,   0.398E-03,  57.14947
  13500,2020-03-04T04:02:25.345+01:00,   0.329E-03,  57.18734
  13600,2020-03-04T04:03:52.136+01:00,   0.423E-03,  57.22481
  13700,2020-03-04T04:05:18.542+01:00,   0.424E-03,  57.26364
  13800,2020-03-04T04:06:44.224+01:00,   0.517E-03,  57.30516
  13900,2020-03-04T04:08:10.103+01:00,   0.408E-03,  57.34623
  14000,2020-03-04T04:09:37.282+01:00,   0.370E-03,  57.38775
  14100,2020-03-04T04:11:03.239+01:00,   0.418E-03,  57.42843
  14200,2020-03-04T04:12:29.836+01:00,   0.424E-03,  57.46891
  14300,2020-03-04T04:13:56.597+01:00,   0.355E-03,  57.50990
  14400,2020-03-04T04:15:23.234+01:00,   0.413E-03,  57.55014
  14500,2020-03-04T04:16:48.846+01:00,   0.440E-03,  57.59263
  14600,2020-03-04T04:18:15.930+01:00,   0.417E-03,  57.63473
  14700,2020-03-04T04:19:41.885+01:00,   0.438E-03,  57.67534
  14800,2020-03-04T04:21:08.047+01:00,   0.430E-03,  57.71534
  14900,2020-03-04T04:22:35.615+01:00,   0.326E-03,  57.75402
  15000,2020-03-04T04:24:01.888+01:00,   0.366E-03,  57.79225
  15100,2020-03-04T04:25:29.246+01:00,   0.326E-03,  57.82956
  15200,2020-03-04T04:26:56.265+01:00,   0.425E-03,  57.86797
  15300,2020-03-04T04:28:23.606+01:00,   0.476E-03,  57.90743
  15400,2020-03-04T04:29:50.771+01:00,   0.398E-03,  57.94581
  15500,2020-03-04T04:31:17.353+01:00,   0.412E-03,  57.98410
  15600,2020-03-04T04:32:43.456+01:00,   0.415E-03,  58.02497
  15700,2020-03-04T04:34:11.021+01:00,   0.377E-03,  58.06545
  15800,2020-03-04T04:35:37.061+01:00,   0.417E-03,  58.10537
  15900,2020-03-04T04:37:02.529+01:00,   0.369E-03,  58.14734
  16000,2020-03-04T04:38:27.799+01:00,   0.362E-03,  58.18905
  16100,2020-03-04T04:39:55.188+01:00,   0.351E-03,  58.23126
  16200,2020-03-04T04:41:20.378+01:00,   0.435E-03,  58.27318
  16300,2020-03-04T04:42:46.315+01:00,   0.442E-03,  58.31603
  16400,2020-03-04T04:44:12.452+01:00,   0.409E-03,  58.35752
  16500,2020-03-04T04:45:39.324+01:00,   0.472E-03,  58.39646
  16600,2020-03-04T04:47:04.656+01:00,   0.492E-03,  58.43752
  16700,2020-03-04T04:48:30.351+01:00,   0.496E-03,  58.48135
  16800,2020-03-04T04:49:57.167+01:00,   0.429E-03,  58.52059
  16900,2020-03-04T04:51:24.404+01:00,   0.373E-03,  58.56032
