s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 2.9466392E-001, 1.2150994E-001, 3.4817235E-002, 3.7427561E-002, 9.8459607E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0295063E-001, 5.5893602E-009
 2.9873456E-001, 1.2462441E-001, 3.5896530E-002, 3.8355310E-002, 9.5946085E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0298486E-001, 5.7491537E-009
 3.0280519E-001, 1.2738959E-001, 3.6915528E-002, 3.9155880E-002, 8.4385436E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0306175E-001, 5.9180924E-009
 3.0687583E-001, 1.2989731E-001, 3.7866505E-002, 3.9873121E-002, 7.5747025E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0312183E-001, 6.0775664E-009
 3.1040507E-001, 1.3215272E-001, 3.8725162E-002, 4.0520702E-002, 7.8689137E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0313405E-001, 6.1876470E-009
 3.1393431E-001, 1.3436003E-001, 3.9562611E-002, 4.1158668E-002, 7.6621117E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0316260E-001, 6.3085947E-009
 3.1746355E-001, 1.3666242E-001, 4.0440382E-002, 4.1826262E-002, 7.9984904E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0316992E-001, 6.4147340E-009
 3.2099279E-001, 1.3891762E-001, 4.1297532E-002, 4.2484854E-002, 7.7937353E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0321581E-001, 6.5323954E-009
 3.2452203E-001, 1.4126884E-001, 4.2195628E-002, 4.3173698E-002, 8.1321222E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0324434E-001, 6.6359153E-009
 3.2805127E-001, 1.4357387E-001, 4.3073769E-002, 4.3854174E-002, 7.9296718E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0331200E-001, 6.7519223E-009
 3.3158051E-001, 1.4597597E-001, 4.3993570E-002, 4.4565549E-002, 8.2703404E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0335472E-001, 6.8505375E-009
 3.3510975E-001, 1.4840469E-001, 4.4924994E-002, 4.5288818E-002, 8.3423652E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0341391E-001, 6.9533158E-009
 3.3863899E-001, 1.5078892E-001, 4.5837646E-002, 4.6004729E-002, 8.1439879E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0348509E-001, 7.0590388E-009
 3.4216824E-001, 1.5327202E-001, 4.6793209E-002, 4.6752574E-002, 8.4887129E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0351929E-001, 7.1452837E-009
 3.4569748E-001, 1.5571191E-001, 4.7730905E-002, 4.7493777E-002, 8.2934485E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0357734E-001, 7.2442396E-009
 3.4922672E-001, 1.5825199E-001, 4.8712471E-002, 4.8267655E-002, 8.6412822E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0360160E-001, 7.3293298E-009
 3.5275596E-001, 1.6019738E-001, 4.9527666E-002, 4.8852341E-002, 6.3803226E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0376817E-001, 7.4901223E-009
 3.5628520E-001, 1.6204335E-001, 5.0332841E-002, 4.9403172E-002, 5.9839716E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0379589E-001, 7.5695152E-009
 3.5981444E-001, 1.6391172E-001, 5.1149872E-002, 4.9964642E-002, 6.0405801E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0380789E-001, 7.6463338E-009
 3.6334368E-001, 1.6577038E-001, 5.1958998E-002, 5.0530411E-002, 5.9733568E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0383690E-001, 7.7421935E-009
 3.6687292E-001, 1.6768411E-001, 5.2800795E-002, 5.1113758E-002, 6.1547643E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0382385E-001, 7.8188961E-009
 3.7040216E-001, 1.6958875E-001, 5.3635602E-002, 5.1701907E-002, 6.0889063E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0383835E-001, 7.9219831E-009
 3.7393140E-001, 1.7154907E-001, 5.4504022E-002, 5.2308180E-002, 6.2716376E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0378032E-001, 7.9812616E-009
 3.7746064E-001, 1.7350088E-001, 5.5366419E-002, 5.2919848E-002, 6.2072276E-002, 1.1102230E-016, 1.0000000E+000, 5.9000000E+001, 6.0377257E-001, 8.0827616E-009
 3.8098989E-001, 1.7550893E-001, 5.6263417E-002, 5.3550292E-002, 6.3913100E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0370424E-001, 8.1454461E-009
 3.8451913E-001, 1.7754145E-001, 5.7175620E-002, 5.4193419E-002, 6.4527397E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0368277E-001, 8.2459830E-009
 3.8804837E-001, 1.7956623E-001, 5.8083335E-002, 5.4843067E-002, 6.3904580E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0366590E-001, 8.3479086E-009
 3.9157761E-001, 1.8164792E-001, 5.9027213E-002, 5.5512727E-002, 6.5764111E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0366318E-001, 8.4632789E-009
